% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[12.4200 - 14.2700],Ses05M_impro04_F000,xxx,"[2.5000, 2.0000, 2.5000]","['What', 'do', 'you', 'mean']"
[22.7800 - 25.1300],Ses05M_impro04_F001,neu,"[1.5000, 3.0000, 3.5000]","['Really', 'It', 'is', 'been', 'that', 'long']"
[26.7800 - 28.2500],Ses05M_impro04_F002,neu,"[2.5000, 3.0000, 2.5000]",['Wow']
[38.4100 - 40.6600],Ses05M_impro04_F003,neu,"[2.5000, 2.5000, 3.0000]","['What', 'have', 'you', 'been', 'trying']"
[49.2500 - 50.5400],Ses05M_impro04_F004,neu,"[2.5000, 2.0000, 2.5000]",['Right']
[61.0500 - 70.2700],Ses05M_impro04_F005,neu,"[2.5000, 2.5000, 4.0000]","['Well', 'I', 'mean', 'right', 'now', 'I', ""'m"", 'just', 'doing', 'a', 'little', 'bit', 'of', 'everything', 'And', 'I', 'do', 'not-', 'I', 'do', 'not', 'think', 'that', 'I', ""'m"", 'in', 'like', 'a', 'profession', 'like', 'career', 'oriented', 'place']"
[71.9100 - 78.5000],Ses05M_impro04_F006,neu,"[2.5000, 2.5000, 3.5000]","['No', 'I', ""'m"", 'just', 'working', 'in', 'restaurants', 'and', 'stuff', 'But', 'I', ""'m"", 'also', 'trying', 'to', 'audition', 'and', 'what', 'not', 'So', 'it', 'is', '--']"
[81.4700 - 83.1700],Ses05M_impro04_F007,neu,"[2.5000, 2.0000, 2.5000]",['Really']
[92.4500 - 100.5400],Ses05M_impro04_F008,neu,"[2.0000, 3.5000, 4.0000]","['L.A.', 'is', 'really', 'hard', 'I', 'mean', 'have', 'you', 'tried', 'like', 'just', 'going', 'into', 'a', 'bar', 'a', 'couple', 'of', 'times', 'to', 'make', 'friends', 'with', 'people', 'who', 'work', 'there', 'and']"
[107.3800 - 111.7200],Ses05M_impro04_F009,neu,"[3.0000, 3.0000, 3.5000]","['I', 'was', 'just', 'going', 'to', 'say', 'that', 'is', 'your', 'issue', 'Maybe', 'you', 'are', 'going', 'in', 'too', 'much', 'No', 'I', 'mean', 'just']"
[111.7300 - 114.5100],Ses05M_impro04_F010,neu,"[2.5000, 2.5000, 3.0000]","['are', 'you', 'going', 'into', 'the', 'bars', 'every', 'night']"
[119.7300 - 124.2300],Ses05M_impro04_F011,neu,"[2.5000, 2.5000, 3.5000]","['Well', 'I', 'do', 'not', 'really', 'know', 'I', 'do', 'not', 'I', 'do', 'not', 'know', 'you', 'in', 'like', 'a', 'job', 'situation', 'so']"
[128.2200 - 132.8200],Ses05M_impro04_F012,neu,"[2.5000, 3.0000, 3.0000]","['Wow', 'I', 'do', 'not', '--', 'I', 'mean', 'do', 'you-', 'do', 'you', 'have', 'an', 'attitude', 'problem', 'when', 'you', ""'re"", 'on', 'the', 'job']"
[134.6000 - 136.2300],Ses05M_impro04_F013,neu,"[2.5000, 2.0000, 3.0000]","['Maybe', 'garbage']"
[136.8700 - 142.9200],Ses05M_impro04_F014,neu,"[2.5000, 2.0000, 3.5000]","['Right', 'Maybe', 'you', 'have', 'like', 'you', 'know', 'a', 'little', 'bit', 'of', 'an', 'abrasive', 'vibe', 'or', 'something']"
[143.3600 - 146.0100],Ses05M_impro04_F015,neu,"[2.0000, 3.5000, 3.0000]","['I', 'do', 'not', 'know', 'I', ""'m"", 'I', ""'m"", 'just', 'trying', '--']"
[149.6700 - 151.5800],Ses05M_impro04_F016,neu,"[3.0000, 2.5000, 3.5000]","['Are', 'you', 'getting', 'defensive']"
[157.6100 - 161.2300],Ses05M_impro04_F017,neu,"[3.0000, 3.5000, 3.0000]","['Yeah', 'That', 'might', 'be', 'something', 'you', 'want', 'to', 'look', 'at', 'I', 'mean', '--']"
[165.6200 - 166.8400],Ses05M_impro04_F018,neu,"[2.5000, 2.5000, 3.0000]",['Okay']
[167.5300 - 169.1900],Ses05M_impro04_F019,neu,"[2.5000, 2.5000, 3.5000]","['I', 'understand']"
[172.3100 - 174.6500],Ses05M_impro04_F020,neu,"[2.5000, 2.0000, 3.0000]","['Yeah', 'it', 'is', 'stressful', 'I', 'recognize', 'that']"
[177.4700 - 178.8500],Ses05M_impro04_F021,neu,"[2.5000, 3.0000, 2.5000]",['ah']
[182.3400 - 184.6800],Ses05M_impro04_F022,neu,"[3.0000, 2.5000, 3.5000]","['Not-', 'Not', 'selling', 'pot', 'right']"
[185.1900 - 186.5600],Ses05M_impro04_F023,neu,"[4.0000, 3.0000, 3.0000]","['Okay', 'so']"
[186.6100 - 188.0600],Ses05M_impro04_F024,neu,"[4.0000, 2.5000, 3.5000]","['Fair', 'enough']"
[188.5400 - 190.9400],Ses05M_impro04_F025,xxx,"[4.5000, 3.5000, 3.5000]","['Yeah', 'LAUGHTER', 'It', 'is', 'a', 'joke']"
[191.9200 - 199.0000],Ses05M_impro04_F026,neu,"[2.5000, 3.0000, 3.5000]","['Sorry', 'So', 'let', ""'s"", 'see', 'What', 'else', 'What', 'is', 'available', 'What', 'Um', 'Hmm']"
[200.4500 - 205.6500],Ses05M_impro04_F027,neu,"[2.5000, 3.5000, 3.0000]","['Well', 'not', 'off', 'the', 'top', 'of', 'head', 'It', 'will', 'just', 'take', 'you', 'know', 'take', 'a', 'minute', 'But', 'do', 'you', 'have', 'any', 'like', 'special', 'skills']"
[207.3600 - 211.0300],Ses05M_impro04_F028,neu,"[4.0000, 3.0000, 3.0000]","['Well', 'maybe', 'we', 'can', 'find', 'you', 'something', 'with', 'juggling']"
[211.0400 - 213.3300],Ses05M_impro04_F029,neu,"[4.0000, 2.5000, 3.5000]","['Have', 'you', 'checked', 'out', 'Craig', ""'s"", 'List', 'and', 'stuff']"
[215.3700 - 218.9900],Ses05M_impro04_F030,neu,"[4.0000, 3.0000, 3.5000]","['What', 'if', 'you', 'do', 'kids', 'parties', 'oh', 'come', 'on']"
[225.3700 - 227.1500],Ses05M_impro04_F031,neu,"[4.0000, 2.5000, 3.0000]","['Okay', 'All', 'right']"
[227.6800 - 232.4800],Ses05M_impro04_F032,neu,"[3.0000, 3.0000, 3.5000]","['Okay', 'Well', 'fine', 'we', 'will', 'not-', 'I', 'will', 'not', 'argue', 'with', 'you', 'about', 'that']"
[232.9500 - 236.8300],Ses05M_impro04_F033,fru,"[3.5000, 3.5000, 3.5000]","['What', 'else', 'I', 'can', 'not', '--', 'uh', 'I', ""'m"", 'drawing', 'a', 'blank', 'here']"
[239.6600 - 242.7200],Ses05M_impro04_F034,neu,"[3.0000, 3.0000, 3.5000]","['That', 'is', 'rough', 'I', ""'m"", 'really', 'sorry', 'Ryan']"
[245.7800 - 253.9900],Ses05M_impro04_F035,neu,"[2.5000, 2.5000, 3.0000]","['Well', 'um', 'is', 'that', 'kinda', 'like', 'the', 'side', 'of', 'you', 'that', 'you', 'let', 'people', 'see', 'when', 'you', 'go', 'into', 'these', 'job', 'interviews']"
