% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[3.3400 - 6.2900],Ses05M_script01_3_F000,neu,"[3.5000, 2.0000, 2.5000]","['one', 'know', 'loves', 'parents']"
[10.1700 - 17.4600],Ses05M_script01_3_F001,hap,"[4.0000, 2.5000, 2.5000]","['right', 'good', 'thing', 'lovely', 'air', 'sweet']"
[19.9600 - 24.4800],Ses05M_script01_3_F002,xxx,"[3.5000, 2.0000, 3.0000]","['going', 'stay']"
[26.7600 - 30.4900],Ses05M_script01_3_F003,neu,"[3.0000, 2.0000, 3.0000]","['well', 'mother', 'first', 'pretty', 'much', 'told', 'leave']"
[30.5400 - 36.6900],Ses05M_script01_3_F004,xxx,"[3.0000, 2.0000, 2.0000]","['saw', 'well']"
[39.8000 - 43.1700],Ses05M_script01_3_F005,xxx,"[2.5000, 3.0000, 2.5000]","['sort', 'embarrassed', 'since', 'got']"
[53.5800 - 57.1300],Ses05M_script01_3_F006,neu,"[3.5000, 2.0000, 3.0000]","['figured', 'would', 'mother', 'least']"
[59.5600 - 64.7100],Ses05M_script01_3_F007,neu,"[3.0000, 3.0000, 3.0000]","['well', 'perspective', 'mean', 'else', 'would', 'come']"
[79.7400 - 82.1800],Ses05M_script01_3_F008,xxx,"[4.0000, 2.0000, 2.5000]","['yes', 'came']"
[123.0700 - 126.1400],Ses05M_script01_3_F009,hap,"[4.0000, 2.5000, 3.0000]","['oh', 'chris', 'ready', 'long', 'time']"
[131.8600 - 134.5300],Ses05M_script01_3_F010,sad,"[3.0000, 2.0000, 2.5000]","['almost', 'got', 'married', 'two', 'years', 'ago']"
[137.3100 - 139.5600],Ses05M_script01_3_F011,xxx,"[4.0000, 3.0000, 3.0000]","['started', 'write']"
[141.9300 - 143.4600],Ses05M_script01_3_F012,hap,"[4.5000, 3.0000, 2.5000]","['everyday', 'since']"
[146.7600 - 154.1600],Ses05M_script01_3_F013,exc,"[4.0000, 3.5000, 3.0000]","['well', 'mean', 'never', 'wrote', 'say', 'mean', 'sure', 'ambiguous']"
[163.4600 - 171.0900],Ses05M_script01_3_F014,xxx,"[5.0000, 4.0000, 3.5000]","['never', 'forgive', 'wait', 'long', 'time', 'sat', 'around', 'wondering', 'crazy', 'thinking']"
[174.5800 - 177.1800],Ses05M_script01_3_F015,exc,"[3.0000, 3.0000, 3.5000]",['like']
[178.8000 - 186.3304],Ses05M_script01_3_F016,sad,"[2.5000, 3.0000, 3.5000]","['like', 'larry', 'brother', 'like', 'chris', 'matter']"
[190.8800 - 193.2400],Ses05M_script01_3_F017,xxx,"[2.5000, 3.5000, 3.5000]","['chris', 'mother']"
[196.9800 - 198.9700],Ses05M_script01_3_F018,xxx,"[2.0000, 2.0000, 3.5000]",['tell']
[200.5200 - 204.7000],Ses05M_script01_3_F019,sad,"[2.0000, 3.0000, 2.0000]","['even', 'letters', 'something', 'ashamed']"
[211.1600 - 213.3700],Ses05M_script01_3_F020,sad,"[2.5000, 2.0000, 2.5000]",['tell']
[216.9600 - 219.0581],Ses05M_script01_3_F021,sad,"[1.5000, 2.5000, 3.0000]","['would', 'work', 'like']"
[229.2700 - 230.9500],Ses05M_script01_3_F022,neu,"[2.5000, 2.0000, 2.0000]","['yeah', 'sure']"
[234.0200 - 235.6400],Ses05M_script01_3_F023,sad,"[2.5000, 2.0000, 2.5000]",['many']
[406.5000 - 409.1800],Ses05M_script01_3_F024,sad,"[3.0000, 2.0000, 2.0000]","['still', 'feel', 'like']"
[413.8400 - 424.4000],Ses05M_script01_3_F025,sad,"[2.5000, 2.5000, 3.5000]","['feel', 'like', 'anymore', 'chris', 'everything', 'right', 'included']"
[424.5800 - 430.9100],Ses05M_script01_3_F026,xxx,"[3.0000, 2.0000, 3.5000]","['father', 'put', 'hundreds', 'planes', 'air', 'proud', 'man', 'paid']"
[434.8300 - 437.7200],Ses05M_script01_3_F027,hap,"[4.5000, 3.5000, 3.0000]","['laughter', 'fortune']"
[6.2181 - 10.4500],Ses05M_script01_3_M000,xxx,"[4.0000, 3.5000, 2.5000]","['know', 'going', 'style']"
[17.2600 - 20.2500],Ses05M_script01_3_M001,exc,"[3.5000, 3.5000, 3.0000]","['sorry', 'came']"
[25.2200 - 26.9300],Ses05M_script01_3_M002,sur,"[2.0000, 2.0000, 2.0000]",[]
[30.1200 - 31.4900],Ses05M_script01_3_M003,neu,"[3.0000, 3.5000, 2.5000]",['well']
[37.4600 - 38.6700],Ses05M_script01_3_M004,xxx,"[2.5000, 3.0000, 3.0000]",[]
[43.9700 - 53.4600],Ses05M_script01_3_M005,xxx,"[3.5000, 3.5000, 2.5000]","['well', 'planned', 'kind', 'sneaking', 'period', 'week', 'take', 'granted', 'set']"
[57.7800 - 59.7400],Ses05M_script01_3_M006,xxx,"[3.0000, 2.0000, 3.0000]",['know']
[66.9800 - 78.5900],Ses05M_script01_3_M007,xxx,"[3.5000, 3.5000, 2.0000]","['well', 'would', 'want', 'mean', 'guess', 'know', 'asked', 'come']"
[82.5300 - 97.9500],Ses05M_script01_3_M008,xxx,"[4.5000, 4.0000, 3.5000]","['annie', 'love', 'love', 'great', 'deal', 'love', '-i']"
[98.1400 - 112.8500],Ses05M_script01_3_M009,xxx,"[3.5000, 4.5000, 3.0000]","['know', 'say', 'imagination', 'say', 'god', 'embarrassing', 'i-i', 'want', 'wanted', 'someplace', 'different', 'someplace', 'could', 'new']"
[113.0300 - 124.1900],Ses05M_script01_3_M010,exc,"[3.5000, 3.5000, 3.0000]","['feel', 'wrong', 'yard', 'chair', 'want', 'ready', 'annie', 'want', 'win', 'away', 'anything']"
[127.0100 - 131.6100],Ses05M_script01_3_M011,xxx,"[2.0000, 3.0000, 2.0000]","['gone', 'forever', 'sure']"
[135.0800 - 137.0700],Ses05M_script01_3_M012,sur,"[3.0000, 3.0000, 2.5000]",[]
[139.4800 - 142.5800],Ses05M_script01_3_M013,hap,"[4.5000, 3.5000, 3.0000]","['felt', 'something', 'far', 'back']"
[143.7700 - 147.1600],Ses05M_script01_3_M014,xxx,"[4.0000, 3.5000, 3.5000]","['annie', 'call', 'tell']"
[153.3900 - 157.5500],Ses05M_script01_3_M015,xxx,"[4.5000, 3.5000, 3.5000]","['give', 'kiss', 'annie', 'give']"
[158.4500 - 164.7700],Ses05M_script01_3_M016,exc,"[4.5000, 4.5000, 4.5000]","['oh', 'god', 'kissed', 'annie', 'kissed', 'annie', 'long', 'waited']"
[170.1300 - 175.0000],Ses05M_script01_3_M017,exc,"[5.0000, 4.5000, 4.0000]","['oh', 'annie', 'gon', 'na', 'live', 'going', 'make', 'happy']"
[177.1800 - 179.1100],Ses05M_script01_3_M018,sur,"[2.0000, 3.5000, 3.0000]",['kissed']
[187.5700 - 192.0500],Ses05M_script01_3_M019,sad,"[2.5000, 3.0000, 2.5000]","['lets', 'go', 'ride', 'want', 'alone']"
[192.9000 - 195.7700],Ses05M_script01_3_M020,sad,"[3.0000, 3.5000, 2.5000]","['nothing', 'like']"
[205.1700 - 210.6900],Ses05M_script01_3_M021,sad,"[2.5000, 2.5000, 2.5000]","['yeah', 'suppose', 'going']"
[214.2000 - 216.6400],Ses05M_script01_3_M022,neu,"[2.0000, 3.0000, 2.5000]","['know', 'start']"
[220.3200 - 224.2900],Ses05M_script01_3_M023,sad,"[2.5000, 2.5000, 2.5000]","['mixed', 'many', 'things']"
[225.4600 - 229.8700],Ses05M_script01_3_M024,xxx,"[3.0000, 3.0000, 3.0000]","['remember', 'overseas', 'command', 'company']"
[231.5268 - 233.1245],Ses05M_script01_3_M025,sad,"[2.0000, 3.0000, 3.5000]",['lost']
[236.3100 - 238.4200],Ses05M_script01_3_M026,sad,"[2.0000, 2.0000, 3.0000]",[]
[241.8900 - 249.8300],Ses05M_script01_3_M027,sad,"[2.5000, 3.5000, 3.5000]","['takes', 'time', 'toss', 'something', 'like', 'mean', 'men']"
[250.5300 - 263.2400],Ses05M_script01_3_M028,xxx,"[2.0000, 3.5000, 4.0000]","['instance', 'time', 'raining', 'several', 'days', 'kid', 'came', 'gave', 'last', 'pair', 'dry', 'socks', 'put', 'pocket']"
[263.4100 - 278.5700],Ses05M_script01_3_M029,sad,"[2.0000, 3.5000, 3.5000]","['know', 'little', 'thing', 'kind', 'guys', 'die', 'killed']"
[278.6600 - 291.3600],Ses05M_script01_3_M030,sad,"[2.0000, 4.0000, 4.0000]","['mean', 'exactly', 'anymore', 'selfish', 'little', 'bit', 'selfish', 'would', 'today', 'gave', 'idea', 'watching', 'go']"
[291.6400 - 308.2300],Ses05M_script01_3_M031,xxx,"[2.5000, 4.0000, 4.5000]","['everything', 'destroyed', 'see', 'felt', 'like', 'something', 'new', 'created', 'time', 'like', 'kind', 'responsibility', 'know', 'man', 'man', 'understand', 'saying']"
[308.7600 - 320.8700],Ses05M_script01_3_M032,xxx,"[4.0000, 4.5000, 4.5000]","['see', 'bring', 'back', 'earth', 'like', 'like', 'monument', 'would', 'stand', 'behind', 'men', 'would', 'make', 'difference']"
[320.9400 - 336.4500],Ses05M_script01_3_M033,sad,"[2.5000, 3.5000, 4.0000]","['went', 'home', 'incredible', 'meaning']"
[336.5200 - 345.2700],Ses05M_script01_3_M034,xxx,"[2.0000, 3.5000, 4.0000]","['mean', 'whole', 'thing', 'like', 'kind', 'bus', 'accident']"
[346.3400 - 350.3400],Ses05M_script01_3_M035,xxx,"[2.5000, 3.5000, 3.5000]","['went', 'back', 'work', 'dad', 'whole', 'rat', 'race']"
[360.8700 - 371.3900],Ses05M_script01_3_M036,sad,"[1.5000, 3.5000, 4.0000]","['felt', 'said', 'ashamed', 'somehow', 'nobody', 'changed']"
[371.4300 - 383.6158],Ses05M_script01_3_M037,fru,"[2.0000, 4.0000, 4.0000]","['seemed', 'make', 'suckers', 'many', 'guys', 'i-i', 'felt', 'wrong', 'alive', 'open', 'bank', 'book', 'drive', 'car', 'new', 'car', 'look', 'new', 'refrigerator', 'mean']"
[383.6258 - 399.3100],Ses05M_script01_3_M038,fru,"[2.5000, 4.5000, 5.0000]","['take', 'things', 'war', 'gon', 'na', 'drive', 'car', 'got', 'know', 'came', 'love', 'man', 'man', 'got', 'little', 'bit', 'better', 'loot', 'blood', 'want']"
[403.0000 - 405.2800],Ses05M_script01_3_M039,sad,"[2.0000, 3.5000, 3.0000]","['guess', 'included']"
[410.9900 - 413.4300],Ses05M_script01_3_M040,sad,"[3.5000, 3.0000, 3.5000]","['want', 'annie']"
[430.4700 - 432.3400],Ses05M_script01_3_M041,exc,"[4.0000, 3.5000, 4.0000]","['oh', 'annie']"
[432.4000 - 435.1500],Ses05M_script01_3_M042,hap,"[4.0000, 4.5000, 4.5000]","['annie', 'going', 'make', 'fortune']"
