% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[3.3400 - 6.2900],Ses05M_script01_3_F000,neu,"[3.5000, 2.0000, 2.5000]","['you', 'the', 'only', 'one', 'i', 'know', 'who', 'loves', 'his', 'parents']"
[10.1700 - 17.4600],Ses05M_script01_3_F001,hap,"[4.0000, 2.5000, 2.5000]","['it', 'is', 'all', 'right', 'it', 'is', 'a', 'good', 'thing', 'it', 'is', 'lovely', 'here', 'the', 'air', 'is', 'sweet']"
[19.9600 - 24.4800],Ses05M_script01_3_F002,xxx,"[3.5000, 2.0000, 3.0000]","['no', 'but', 'i', 'not', 'going', 'to', 'stay']"
[26.7600 - 30.4900],Ses05M_script01_3_F003,neu,"[3.0000, 2.0000, 3.0000]","['well', 'your', 'mother', 'first', 'of', 'all', 'pretty', 'much', 'told', 'me', 'to', 'leave']"
[30.5400 - 36.6900],Ses05M_script01_3_F004,xxx,"[3.0000, 2.0000, 2.0000]","['you', 'saw', 'that', 'and', 'well', 'you', 'have', 'been']"
[39.8000 - 43.1700],Ses05M_script01_3_F005,xxx,"[2.5000, 3.0000, 2.5000]","['you', 'have', 'been', 'sort', 'of', 'embarrassed', 'since', 'i', 'got', 'here']"
[53.5800 - 57.1300],Ses05M_script01_3_F006,neu,"[3.5000, 2.0000, 3.0000]","['i', 'figured', 'they', 'would', 'your', 'mother', 'at', 'least']"
[59.5600 - 64.7100],Ses05M_script01_3_F007,neu,"[3.0000, 3.0000, 3.0000]","['well', 'from', 'her', 'perspective', 'i', 'mean', 'why', 'else', 'would', 'i', 'come', 'here']"
[79.7400 - 82.1800],Ses05M_script01_3_F008,xxx,"[4.0000, 2.0000, 2.5000]","['yes', 'that', 'is', 'why', 'i', 'came']"
[123.0700 - 126.1400],Ses05M_script01_3_F009,hap,"[4.0000, 2.5000, 3.0000]","['oh', 'chris', 'i', 'been', 'ready', 'for', 'a', 'long', 'time']"
[131.8600 - 134.5300],Ses05M_script01_3_F010,sad,"[3.0000, 2.0000, 2.5000]","['i', 'almost', 'got', 'married', 'two', 'years', 'ago']"
[137.3100 - 139.5600],Ses05M_script01_3_F011,xxx,"[4.0000, 3.0000, 3.0000]","['you', 'started', 'to', 'write', 'me']"
[141.9300 - 143.4600],Ses05M_script01_3_F012,hap,"[4.5000, 3.0000, 2.5000]","['everyday', 'since']"
[146.7600 - 154.1600],Ses05M_script01_3_F013,exc,"[4.0000, 3.5000, 3.0000]","['well', 'i', 'mean', 'until', 'then', 'you', 'never', 'wrote', 'and', 'when', 'you', 'did', 'what', 'did', 'you', 'say', 'i', 'mean', 'you', 'sure', 'can', 'be', 'ambiguous']"
[163.4600 - 171.0900],Ses05M_script01_3_F014,xxx,"[5.0000, 4.0000, 3.5000]","['i', 'never', 'forgive', 'you', 'why', 'did', 'you', 'wait', 'so', 'long', 'all', 'this', 'time', 'i', 'sat', 'around', 'wondering', 'if', 'i', 'was', 'crazy', 'for', 'thinking', 'of', 'you']"
[174.5800 - 177.1800],Ses05M_script01_3_F015,exc,"[3.0000, 3.0000, 3.5000]","['not', 'like', 'that', 'you', 'not']"
[178.8000 - 186.3304],Ses05M_script01_3_F016,sad,"[2.5000, 3.0000, 3.5000]","['like', 'larry', 'brother', 'do', 'it', 'like', 'you', 'chris', 'what', 'is', 'the', 'matter']"
[190.8800 - 193.2400],Ses05M_script01_3_F017,xxx,"[2.5000, 3.5000, 3.5000]","['no', 'chris', 'what', 'is', 'it', 'is', 'it', 'your', 'mother']"
[196.9800 - 198.9700],Ses05M_script01_3_F018,xxx,"[2.0000, 2.0000, 3.5000]","['you', 'have', 'to', 'tell', 'me']"
[200.5200 - 204.7000],Ses05M_script01_3_F019,sad,"[2.0000, 3.0000, 2.0000]","['even', 'in', 'your', 'letters', 'there', 'was', 'something', 'ashamed']"
[211.1600 - 213.3700],Ses05M_script01_3_F020,sad,"[2.5000, 2.0000, 2.5000]","['you', 'have', 'to', 'tell', 'me']"
[216.9600 - 219.0581],Ses05M_script01_3_F021,sad,"[1.5000, 2.5000, 3.0000]","['it', 'would', 'not', 'work', 'like', 'this']"
[229.2700 - 230.9500],Ses05M_script01_3_F022,neu,"[2.5000, 2.0000, 2.0000]","['yeah', 'sure']"
[234.0200 - 235.6400],Ses05M_script01_3_F023,sad,"[2.5000, 2.0000, 2.5000]","['how', 'many']"
[406.5000 - 409.1800],Ses05M_script01_3_F024,sad,"[3.0000, 2.0000, 2.0000]","['do', 'you', 'still', 'feel', 'like', 'that']"
[413.8400 - 424.4000],Ses05M_script01_3_F025,sad,"[2.5000, 2.5000, 3.5000]","['because', 'you', 'can', 'not', 'feel', 'like', 'that', 'anymore', 'chris', 'because', 'everything', 'you', 'have', 'you', 'have', 'a', 'right', 'to', 'me', 'included']"
