filename,segment_start,segment_end,emotion,valence,arousal,dominance
Ses01F_impro01_2.png,6.0,9.0,neutral,2.5,2.25,2.5
Ses01F_impro01_3.png,9.0,12.0,negative,2.5,2.1666666666666665,2.5
Ses01F_impro01_4.png,12.0,15.0,negative,2.5,2.25,2.5
Ses01F_impro01_5.png,15.0,18.0,neutral,2.25,3.0,3.0
Ses01F_impro01_6.png,18.0,21.0,negative,2.333333333333333,3.0,3.0
Ses01F_impro01_7.png,21.0,24.0,negative,2.5,3.25,3.0
Ses01F_impro01_8.png,24.0,27.0,negative,2.5,3.25,3.0
Ses01F_impro01_9.png,27.0,30.0,neutral,2.333333333333333,3.6666666666666665,3.0
Ses01F_impro01_10.png,30.0,33.0,negative,2.1666666666666665,3.6666666666666665,3.0
Ses01F_impro01_11.png,33.0,36.0,negative,2.0,3.5,3.5
Ses01F_impro01_12.png,36.0,39.0,negative,2.0,3.5,3.5
Ses01F_impro01_13.png,39.0,42.0,negative,2.0,3.5,3.5
Ses01F_impro01_14.png,42.0,45.0,negative,2.0,3.5,3.5
Ses01F_impro01_15.png,45.0,48.0,negative,2.25,3.5,3.5
Ses01F_impro01_16.png,48.0,51.0,negative,2.5,3.5,3.5
Ses01F_impro01_17.png,51.0,54.0,negative,2.5,3.5,3.25
Ses01F_impro01_18.png,54.0,57.0,negative,2.25,3.5,3.25
Ses01F_impro01_19.png,57.0,60.0,negative,2.1666666666666665,3.5,3.333333333333333
Ses01F_impro01_20.png,60.0,63.0,negative,2.0,3.5,3.25
Ses01F_impro01_21.png,63.0,66.0,negative,2.25,3.5,3.5
Ses01F_impro01_22.png,66.0,69.0,negative,2.0,3.5,3.75
Ses01F_impro01_23.png,69.0,72.0,negative,2.0,3.5,3.75
Ses01F_impro01_24.png,72.0,75.0,negative,2.25,3.5,3.75
Ses01F_impro01_25.png,75.0,78.0,negative,2.0,3.5,3.5
Ses01F_impro01_26.png,78.0,81.0,negative,2.0,3.5,3.5
Ses01F_impro01_27.png,81.0,84.0,negative,2.0,4.0,3.75
Ses01F_impro01_28.png,84.0,87.0,negative,2.0,4.0,3.75
Ses01F_impro01_29.png,87.0,90.0,negative,2.0,3.75,3.75
Ses01F_impro01_30.png,90.0,93.0,negative,2.0,4.0,4.0
Ses01F_impro01_31.png,93.0,96.0,negative,2.333333333333333,3.1666666666666665,3.1666666666666665
Ses01F_impro01_32.png,96.0,99.0,negative,2.5,3.0,3.0
Ses01F_impro01_33.png,99.0,102.0,neutral,2.25,4.0,4.0
Ses01F_impro01_34.png,102.0,105.0,negative,2.1666666666666665,3.8333333333333335,3.6666666666666665
Ses01F_impro02_2.png,6.0,9.0,negative,2.5,2.0,1.5
Ses01F_impro02_3.png,9.0,12.0,negative,2.5,2.0,1.5
Ses01F_impro02_4.png,12.0,15.0,negative,2.5,2.0,1.5
Ses01F_impro02_5.png,15.0,18.0,negative,2.25,2.25,2.0
Ses01F_impro02_6.png,18.0,21.0,negative,2.0,2.0,2.0
Ses01F_impro02_7.png,21.0,24.0,negative,2.0,2.0,2.0
Ses01F_impro02_8.png,24.0,27.0,negative,2.0,2.0,2.0
Ses01F_impro02_9.png,27.0,30.0,negative,2.0,2.0,2.0
Ses01F_impro02_10.png,30.0,33.0,negative,2.0,1.75,1.75
Ses01F_impro02_11.png,33.0,36.0,neutral,2.0,2.0,2.0
Ses01F_impro02_12.png,36.0,39.0,neutral,2.25,2.5,2.25
Ses01F_impro02_13.png,39.0,42.0,negative,2.5,3.0,2.5
Ses01F_impro02_14.png,42.0,45.0,negative,2.5,3.0,2.5
Ses01F_impro02_15.png,45.0,48.0,negative,2.5,2.5,2.5
Ses01F_impro02_16.png,48.0,51.0,negative,2.5,2.0,2.5
Ses01F_impro02_17.png,51.0,54.0,negative,2.25,2.5,2.75
Ses01F_impro02_18.png,54.0,57.0,negative,2.0,3.0,3.0
Ses01F_impro02_19.png,57.0,60.0,negative,2.0,2.5,2.75
Ses01F_impro02_20.png,60.0,63.0,negative,2.0,2.5,2.25
Ses01F_impro02_21.png,63.0,66.0,negative,2.25,2.75,2.25
Ses01F_impro02_22.png,66.0,69.0,neutral,2.5,2.5,2.5
Ses01F_impro02_23.png,69.0,72.0,negative,2.0,3.0,1.5
Ses01F_impro02_24.png,72.0,75.0,negative,2.0,3.25,2.25
Ses01F_impro02_25.png,75.0,78.0,negative,2.0,3.5,3.0
Ses01F_impro02_26.png,78.0,81.0,negative,2.0,3.25,2.25
Ses01F_impro02_27.png,81.0,84.0,negative,2.0,3.0,1.5
Ses01F_impro02_28.png,84.0,87.0,negative,2.0,3.0,1.5
Ses01F_impro02_29.png,87.0,90.0,negative,1.5,2.0,1.5
Ses01F_impro02_30.png,90.0,93.0,negative,1.5,1.75,1.75
Ses01F_impro02_31.png,93.0,96.0,negative,1.5,1.5,2.0
Ses01F_impro02_32.png,96.0,99.0,negative,2.0,1.5,2.0
Ses01F_impro02_33.png,99.0,102.0,negative,2.0,1.5,2.0
