% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[6.4800 - 8.7100],Ses05F_script03_1_F000,xxx,"[4.0000, 2.5000, 2.5000]",[ ' think ' ]
[9.9200 - 13.3500],Ses05F_script03_1_F001,xxx,"[3.5000, 3.5000, 3.5000]","[ ' freda ' , ' one ' , ' know ' , ' would ' , ' call ' ]"
[18.3800 - 20.5000],Ses05F_script03_1_F003,xxx,"[4.0000, 3.5000, 3.0000]","[ ' always ' , ' sweet ' ]"
[21.9900 - 24.5700],Ses05F_script03_1_F004,xxx,"[4.0000, 3.5000, 3.0000]","[ ' bind ' , ' happen ' , ' soon ' , ' later ' ]"
[31.2700 - 34.1300],Ses05F_script03_1_F005,exc,"[4.0000, 3.5000, 3.0000]","[ ' oh ' , ' send ' , ' shiver ' , ' spine ' ]"
[35.2700 - 37.2800],Ses05F_script03_1_F006,exc,"[3.5000, 3.5000, 3.5000]","[ ' behave ' , ' exquisitely ' ]"
[37.8800 - 40.6500],Ses05F_script03_1_F007,exc,"[4.0000, 3.0000, 3.0000]","[ ' yes ' , ' shall ' , ' probably ' , ' court ' , ' curtsey ' ]"
[44.4400 - 50.1600],Ses05F_script03_1_F008,xxx,"[3.5000, 3.5000, 3.0000]","[ ' um ' , ' pity ' , ' one ' , ' stay ' , ' way ' , ' forever ' ]"
[52.5500 - 55.7900],Ses05F_script03_1_F009,xxx,"[2.5000, 3.0000, 3.0000]","[ ' well ' , ' true ' ]"
[58.4500 - 61.5600],Ses05F_script03_1_F010,neu,"[2.5000, 3.5000, 3.0000]","[ ' whole ' , ' business ' , ' really ' , ' rather ' , ' ridiculous ' ]"
[63.9400 - 66.0700],Ses05F_script03_1_F011,neu,"[3.0000, 3.5000, 3.0000]","[ ' mean ' , ' exactly ' ]"
[73.0900 - 75.2000],Ses05F_script03_1_F012,xxx,"[2.5000, 3.5000, 3.0000]","[ ' laugh ' , ' serious ' ]"
[93.1300 - 96.2900],Ses05F_script03_1_F014,xxx,"[3.0000, 3.5000, 3.5000]","[ ' well ' , ' laugh ' , ' everything ' , ' must ' , ' laugh ' , ' we ' ]"
[98.8500 - 103.9600],Ses05F_script03_1_F015,neu,"[3.0000, 3.5000, 2.5000]","[ ' well ' , ' if - what ' , ' happen ' , ' love ' ]"
[107.1500 - 109.7200],Ses05F_script03_1_F016,xxx,"[3.5000, 3.5000, 3.0000]","[ ' long ' , ' last ' , ' overbear ' , ' love ' ]"
[111.1100 - 113.9100],Ses05F_script03_1_F017,xxx,"[3.0000, 2.0000, 2.5000]","[ ' well ' , ' shall ' , ' always ' , ' want ' , ' bicker ' , ' fight ' ]"
[116.8500 - 119.4600],Ses05F_script03_1_F018,xxx,"[2.5000, 3.0000, 3.0000]","[ ' oh ' , ' dear ' , ' shall ' , ' like ' ]"
[120.8300 - 124.2900],Ses05F_script03_1_F019,neu,"[3.0000, 3.0000, 3.0000]","[ ' well ' , ' one ' , ' we ' , ' die ' , ' laugh ' ]"
[125.7200 - 128.1500],Ses05F_script03_1_F020,xxx,"[2.5000, 2.5000, 2.5000]","[ ' well ' , ' rather ' , ' serious ' ]"
[133.3800 - 136.5800],Ses05F_script03_1_F021,xxx,"[4.0000, 2.5000, 3.5000]","[ ' dear ' , ' believe ' , ' talk ' , ' nonsense ' ]"
[160.0200 - 163.2000],Ses05F_script03_1_F022,xxx,"[4.0000, 2.5000, 3.0000]","[ ' elliot ' , ' worm ' , ' pop ' ]"
[173.6100 - 179.6200],Ses05F_script03_1_F023,xxx,"[4.0000, 3.5000, 3.5000]","[ ' oh ' , ' thank ' , ' dear ' , ' go ' , ' except ' , ' much ' , ' see ' , ' look ' , ' another ' , ' woman ' , ' kill ' ]"
[182.9400 - 184.8800],Ses05F_script03_1_F024,xxx,"[4.0000, 3.0000, 3.5000]","[ ' particular ' , ' one ' ]"
[188.4100 - 194.5200],Ses05F_script03_1_F025,exc,"[4.0000, 3.5000, 3.5000]","[ ' charle ' , ' name ' , ' wriggle ' , ' beautifully ' ]"
[195.4100 - 200.4800],Ses05F_script03_1_F026,xxx,"[4.5000, 4.0000, 4.0000]","[ ' know ' , ' throw ' , ' window ' , ' canal ' , ' think ' , ' ever ' , ' forgive ' ]"
