% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[4.4500 - 31.2000],Ses05M_impro08_F000,fru,"[2.0000, 4.0000, 4.0000]","['hi', 'i', 'need-', 'i', 'need', 'some', 'help', 'i', ""'ve"", 'been', 'transferred', 'to', 'like', 'eight', 'different', 'departments', 'and', 'i', ""'ve"", 'told', 'my', 'problem', 'to', 'every', 'single', 'department', 'and', 'then', 'they', 'just', 'send', 'me', 'to', 'another', 'one', 'and', 'say', 'they', 'are', 'going', 'to', 'send', 'all', 'my', 'information', 'so', 'i', 'will', 'not', 'have', 'to', 'repeat', 'it', 'and', 'then', 'that', 'person', 'does', 'not', 'know', 'what', 'is', 'going', 'on', 'and', 'i', ""'ve"", 'restated', 'my', 'story', 'about', 'eight', 'different', 'times', 'and', 'i', 'just', 'want', 'somebody', 'to', 'help', 'me', 'get', 'my', 'connection', 'back', 'because', 'this', 'happens', 'every', 'two', 'weeks', 'and', 'i', 'want', 'to', 'know', 'what', 'to', 'do', 'to', 'stop', 'it', 'from', 'happening', 'again']"
[31.8600 - 34.8400],Ses05M_impro08_F001,fru,"[2.0000, 3.0000, 3.0000]","['yeah', 'that', 'my', 'service', 'just', 'goes', 'out']"
[35.2100 - 36.1900],Ses05M_impro08_F002,fru,"[3.0000, 2.5000, 2.5000]",['yeah']
[36.3600 - 47.0600],Ses05M_impro08_F003,fru,"[2.0000, 3.5000, 3.0000]","['and', 'i', ""'ll"", 'reset', 'the', 'ip', 'address', 'i', 'will', 'do', 'like', 'you', 'know', 'direct', 'connect', 'the', 'modem', 'to', 'my', 'computer', 'and', 'then', 'reset', 'everything', 'and', 'then', 'put', 'the', 'router', 'back', 'in', 'and-']"
[47.0700 - 51.9000],Ses05M_impro08_F004,fru,"[2.5000, 4.0000, 3.0000]","['is', 'not', 'it', 'it', 'it', 'will', 'work', 'again', 'for', 'like', 'a', 'week', 'and', 'then', 'it', 'goes', 'out', 'again']"
[53.0200 - 56.2300],Ses05M_impro08_F005,neu,"[3.0000, 3.5000, 3.0000]","['uh', 'yeah', 'we', 'have', 'pinned', 'it', 'a', 'couple', 'of', 'times']"
[61.5000 - 66.9100],Ses05M_impro08_F006,neu,"[2.5000, 2.5000, 3.0000]","['pretty', 'much', 'yeah', 'i', 'do', 'not', 'know', 'if', 'it', 'is', 'like', 'bad', 'phone', 'lines', 'or', 'something']"
[69.0700 - 70.2700],Ses05M_impro08_F007,neu,"[3.0000, 1.5000, 2.0000]","['hmm', 'mmm']"
[74.3700 - 75.9300],Ses05M_impro08_F008,neu,"[3.0000, 2.0000, 2.5000]",['yeah']
[77.2200 - 81.0600],Ses05M_impro08_F009,neu,"[3.0000, 2.5000, 2.5000]","['it', 'goes-', 'it', 'goes', 'like', 'through', 'doorways', 'but', 'it', 'goes', 'a', 'long', 'distance']"
[90.1500 - 91.7900],Ses05M_impro08_F010,xxx,"[3.0000, 2.5000, 2.5000]","['oh', 'really']"
[96.1400 - 103.2600],Ses05M_impro08_F011,neu,"[3.0000, 4.0000, 3.0000]","['well', 'i-', 'i', 'can', 'check', 'that', 'is', 'there', 'anything', 'else', 'we', 'can', 'do', 'too', 'like', 'i', ""'ll"", 'go', 'through', 'and', 'check', 'the', 'line', 'throughout', 'the', 'house', 'but', '--']"
[111.1800 - 112.6300],Ses05M_impro08_F012,neu,"[3.0000, 1.5000, 2.5000]","['uh', 'huh']"
[115.4600 - 116.6000],Ses05M_impro08_F013,neu,"[3.0000, 2.5000, 2.5000]","['all', 'right']"
[118.5100 - 119.7700],Ses05M_impro08_F014,neu,"[3.0000, 2.0000, 2.5000]","['yeah', 'i', 'see', 'that']"
[125.0400 - 126.0400],Ses05M_impro08_F015,neu,"[3.0000, 2.5000, 2.5000]",['okay']
[126.4500 - 127.7600],Ses05M_impro08_F016,neu,"[3.5000, 2.5000, 2.5000]",['okay']
