% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[2.7258 - 4.6600],Ses05F_impro07_F000,exc,"[4.5000, 3.5000, 3.5000]","['so', 'guess', 'what']"
[5.0200 - 7.8100],Ses05F_impro07_F001,exc,"[4.5000, 3.0000, 4.0000]","['i', 'got', 'into', 'college']"
[9.2300 - 10.2500],Ses05F_impro07_F002,exc,"[4.0000, 3.0000, 3.0000]","['u.s.c', '..']"
[11.0800 - 12.5700],Ses05F_impro07_F003,exc,"[4.5000, 3.0000, 3.0000]",['yeah']
[13.6500 - 14.7900],Ses05F_impro07_F004,exc,"[4.5000, 3.5000, 4.0000]",['no']
[14.9700 - 16.7000],Ses05F_impro07_F005,exc,"[4.5000, 3.0000, 4.0000]","['i', ""'ll"", 'stay', 'in', 'town']"
[19.3700 - 21.6800],Ses05F_impro07_F006,hap,"[4.0000, 3.0000, 3.5000]","['uh-', 'i', 'do', 'not', 'know']"
[24.0100 - 27.7700],Ses05F_impro07_F007,neu,"[4.5000, 2.5000, 3.0000]","['well', 'i', 'do', 'not', 'want', 'to', 'i', 'do', 'not', 'want', 'to', 'live', 'with', 'my', 'mom']"
[30.8000 - 35.7900],Ses05F_impro07_F008,exc,"[4.5000, 4.0000, 4.5000]","['whoa', 'what', 'an', 'idea', 'where', 'would', 'you', 'want', 'to', 'live']"
[41.9800 - 45.0400],Ses05F_impro07_F009,xxx,"[3.5000, 2.5000, 3.5000]","['that', 'is', 'fine', 'you', 'do', 'not', 'have', 'to', 'go', 'to', 'school', 'to', 'live', 'near', 'u.s.c', '..']"
[47.7400 - 49.7400],Ses05F_impro07_F010,xxx,"[4.0000, 3.0000, 3.0000]","['fair', 'enough']"
[49.7600 - 52.8800],Ses05F_impro07_F011,exc,"[4.5000, 3.5000, 4.0000]","['whoa', 'this', 'is', 'going', 'to', 'be', 'so', 'much', 'fun']"
[54.1600 - 58.2600],Ses05F_impro07_F012,exc,"[4.5000, 4.0000, 4.0000]","['thank', 'you', 'i', 'know', 'i', ""'m"", 'really', 'really', 'really', 'excited']"
[60.2400 - 64.5700],Ses05F_impro07_F013,exc,"[4.0000, 3.0000, 3.5000]","['i', 'know', 'they', 'have', 'a', 'really', 'really', 'great', 'program', 'for', 'what', 'i', 'want', 'to', 'do']"
[70.8000 - 73.3400],Ses05F_impro07_F014,exc,"[4.5000, 3.5000, 4.0000]","['can', 'we', 'for', 'real', 'live', 'together']"
[75.2700 - 76.6600],Ses05F_impro07_F015,exc,"[4.5000, 3.0000, 3.5000]",['awesome']
[77.1200 - 79.8400],Ses05F_impro07_F016,exc,"[4.0000, 3.5000, 3.5000]","['so', 'should', 'we', 'get', 'a', 'place', 'near', 'campus', 'or-']"
[85.8800 - 87.1200],Ses05F_impro07_F017,exc,"[3.5000, 2.5000, 2.5000]",['okay']
[88.0500 - 89.4700],Ses05F_impro07_F018,xxx,"[3.5000, 2.5000, 3.0000]","['not', 'yet']"
