utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03M_script02_2_F000,7.2672,9.5454,negative,2.6667,2.6667,2.3333
Ses03M_script02_2_F001,11.664,13.835,negative,2.3333,2.3333,2.6667
Ses03M_script02_2_F002,17.815,25.0366,negative,3,3,3.3333
Ses03M_script02_2_F003,25.9251,37.4296,negative,2.6667,3.6667,3
Ses03M_script02_2_F004,40.414,43.7175,negative,2,3.6667,3
Ses03M_script02_2_F005,45.3348,47.704,negative,2,2.6667,1.6667
Ses03M_script02_2_F006,48.7292,55.4975,negative,2,3,2.6667
Ses03M_script02_2_F007,66.2252,70.1525,negative,2,3.6667,3.3333
Ses03M_script02_2_F008,70.355,73.0125,negative,2,3.6667,3.3333
Ses03M_script02_2_F009,75.2921,79.7801,negative,2.3333,3.6667,3
Ses03M_script02_2_F010,82.7872,84.0857,negative,2,3,2.6667
Ses03M_script02_2_F011,86.66,92.9249,negative,1.6667,4.3333,4.3333
Ses03M_script02_2_F012,94.7246,104.8167,negative,2,3.6667,3
Ses03M_script02_2_F013,104.865,113.5647,negative,1.6667,4.6667,3.6667
Ses03M_script02_2_F014,114.1798,116.8908,negative,2,3,2.6667
Ses03M_script02_2_F015,117.5742,124.8187,negative,2,3.3333,3
Ses03M_script02_2_F016,130.2406,135.8676,negative,1.6667,4.3333,3.6667
Ses03M_script02_2_F017,168.8321,173.7529,negative,2.3333,1.6667,1.6667
Ses03M_script02_2_F018,173.8212,177.5573,negative,3.3333,2,2.3333
Ses03M_script02_2_F019,177.6485,183.5488,neutral,4,3,2.6667
Ses03M_script02_2_F020,183.6399,191.6817,neutral,4,3.3333,2.6667
Ses03M_script02_2_F021,192.0007,202.4573,neutral,3.6667,3.3333,2.3333
Ses03M_script02_2_F022,208.6993,216.0121,neutral,4,3.3333,2.3333
Ses03M_script02_2_F023,232.3919,235.9685,negative,2.6667,2.6667,2.3333
Ses03M_script02_2_F024,236.2191,239.8641,negative,2.3333,3,2
Ses03M_script02_2_F025,244.6938,246.7669,negative,2,2.3333,2
Ses03M_script02_2_F026,249.9335,252.166,negative,2,2.3333,1.6667
Ses03M_script02_2_F027,253.1456,254.8314,negative,2,2.3333,1.6667
Ses03M_script02_2_F028,257.7474,260.555,negative,2,3.6667,3
Ses03M_script02_2_F029,262.3575,266.6321,negative,1.3333,4,3.6667
Ses03M_script02_2_F030,266.6777,268.8419,negative,1.6667,3.3333,3
