utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03F_script03_2_F000,13.8388,16.61,negative,3.5,3,3.5
Ses03F_script03_2_F001,19.97,23.82,negative,3,3.5,4
Ses03F_script03_2_F002,28.21,32.86,negative,2,3.5,4
Ses03F_script03_2_F003,35.07,40.52,negative,2.5,3.5,4
Ses03F_script03_2_F004,45.39,48.8425,neutral,2.5,3.5,4
Ses03F_script03_2_F005,50.59,52.065,negative,2.5,3.5,3.5
Ses03F_script03_2_F006,52.65,55.9025,negative,2.5,4.5,4
Ses03F_script03_2_F007,56.705,61.09,negative,2.5,3.5,4.5
Ses03F_script03_2_F008,63.8825,66.31,neutral,2.5,3,3.5
Ses03F_script03_2_F009,75.4,78.3725,negative,2,4,4
Ses03F_script03_2_F010,84.785,86.165,negative,2,2,2.5
Ses03F_script03_2_F011,87.8625,91.2,negative,2,3,3.5
Ses03F_script03_2_F012,93.79,98.04,negative,2,3.5,4
Ses03F_script03_2_F013,103.8975,106.04,neutral,2,3.5,3.5
Ses03F_script03_2_F014,109.57,111.47,negative,2,2.5,4
Ses03F_script03_2_F015,112.24,113.62,negative,1.5,3,4.5
Ses03F_script03_2_F016,120.31,124.67,negative,3,2.5,3.5
Ses03F_script03_2_F017,127.4075,132.95,neutral,3,3,3.5
Ses03F_script03_2_F018,137.0025,138.42,negative,2,2.5,3.5
Ses03F_script03_2_F019,138.8625,142.25,negative,2,3.5,4
Ses03F_script03_2_F020,150.31,153.92,negative,3,3,4
Ses03F_script03_2_F021,155.94,158.4625,negative,1.5,3,4.5
Ses03F_script03_2_F022,161.8585,163.32,negative,1.5,3.5,5
Ses03F_script03_2_F023,163.67,170.02,negative,1,4.5,5
Ses03F_script03_2_F024,177.9925,180.95,negative,4,2.5,3.5
Ses03F_script03_2_F025,184.93,187.5075,negative,1.5,2.5,4.5
Ses03F_script03_2_F026,194.32,198.11,negative,1.5,4,4.5
Ses03F_script03_2_F027,198.9675,200.97,negative,2,2.5,4
Ses03F_script03_2_F028,207.145,212.2362,negative,2,3.5,4.5
Ses03F_script03_2_F029,214.65,218.5425,negative,1.5,3.5,4.5
Ses03F_script03_2_F030,221.9,225.8411,negative,2,3,4
Ses03F_script03_2_F031,235.96,237.95,negative,3,2,3
Ses03F_script03_2_F032,240.88,245.46,negative,2,3,4.5
Ses03F_script03_2_F033,247.035,248.98,negative,2,2.5,3.5
Ses03F_script03_2_F034,250.8575,253.31,negative,2.5,2.5,3.5
Ses03F_script03_2_F035,254.4,256.8,negative,2,3.5,3.5
Ses03F_script03_2_F036,261.465,268.54,negative,2,3,4
Ses03F_script03_2_F037,272.9175,276.565,negative,1.5,3.5,4.5
Ses03F_script03_2_F038,278.88,285.51,negative,1.5,4.5,4.5
Ses03F_script03_2_F039,286.71,292.27,negative,1,4.5,5
Ses03F_script03_2_F040,298.23,302.63,negative,1.5,3.5,4.5
Ses03F_script03_2_F041,304.4437,306,negative,1.5,3,4
Ses03F_script03_2_F042,306,316.74,negative,1,4.5,5
Ses03F_script03_2_F043,327.175,331.1,negative,1,3.5,5
Ses03F_script03_2_M000,9.3056,14.39,negative,3.5,3,3.5
Ses03F_script03_2_M001,16.5,20.46,negative,2.5,3.5,3.5
Ses03F_script03_2_M002,23.21,28.9,negative,2.5,2.5,4
Ses03F_script03_2_M003,32.19,35.72,negative,2.5,3.5,3.5
Ses03F_script03_2_M004,42.38,45.52,negative,2,2.5,3.5
Ses03F_script03_2_M005,48.425,51.1,negative,2,3,4
Ses03F_script03_2_M006,51.59,53.3,negative,2,3.5,4.5
Ses03F_script03_2_M007,55.415,57.2475,negative,2,3,4
Ses03F_script03_2_M008,60.685,64.375,negative,2,3,3.5
Ses03F_script03_2_M009,73.02,75.72,neutral,3.5,3,3
Ses03F_script03_2_M010,79.99,85.21,neutral,4,2.5,3
Ses03F_script03_2_M011,86.15,88.44,neutral,3,3.5,3
Ses03F_script03_2_M012,90.7625,94.295,neutral,3,3.5,3
Ses03F_script03_2_M013,97.44,104.335,negative,2.5,3,4.5
Ses03F_script03_2_M014,105.47,110.34,negative,2,3,4.5
Ses03F_script03_2_M015,110.9875,112.62,negative,2,3,4.5
Ses03F_script03_2_M016,113.9625,115.085,negative,2.5,2.5,3
Ses03F_script03_2_M017,118.235,120.465,negative,4,2.5,3
Ses03F_script03_2_M018,124.34,128.03,negative,3,2.5,3
Ses03F_script03_2_M019,133.39,136.365,negative,3,3.5,3.5
Ses03F_script03_2_M020,137.92,139.31,negative,3,3.5,3
Ses03F_script03_2_M021,145.63,150.93,negative,2.5,3.5,3.5
Ses03F_script03_2_M022,153.185,156.3475,negative,2,3.5,4.5
Ses03F_script03_2_M023,157.8075,162.2025,negative,2,3,4.5
Ses03F_script03_2_M024,162.94,164.12,negative,2,3.5,4.5
Ses03F_script03_2_M025,170.73,173.07,negative,2,2.5,2.5
Ses03F_script03_2_M026,174.1875,178.87,negative,3,2.5,4.5
Ses03F_script03_2_M027,180.64,185.3875,negative,3.5,3,4
Ses03F_script03_2_M028,187.0375,194.73,negative,3,3,4
Ses03F_script03_2_M029,197.3075,199.69,negative,1.5,3.5,4.5
Ses03F_script03_2_M030,200.52,207.58,negative,1.5,3.5,4.5
Ses03F_script03_2_M031,211.23,222.0875,negative,2,3.5,4.5
Ses03F_script03_2_M032,232.41,235.63,negative,3,2.5,3.5
Ses03F_script03_2_M033,238.0575,241.35,negative,2.5,2.5,3.5
