utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03M_impro05b_F000,5.2466,7.93,neutral,3,2,2.5
Ses03M_impro05b_F001,15.935,20.6125,neutral,3,3,3
Ses03M_impro05b_F002,20.94,23.45,neutral,3,2.5,3.5
Ses03M_impro05b_F003,23.9,26.15,neutral,3,2,3
Ses03M_impro05b_F004,28.91,30.67,neutral,3,3,2.5
Ses03M_impro05b_F005,31.64,38.215,neutral,3,3,2.5
Ses03M_impro05b_F006,39.73,40.77,neutral,3,3,2.5
Ses03M_impro05b_F007,50.09,55.89,neutral,3,3,2.5
Ses03M_impro05b_F008,55.91,58.635,neutral,3,3,3
Ses03M_impro05b_F009,59.7475,62.15,neutral,3,3.5,2.5
Ses03M_impro05b_F010,64.06,68.16,neutral,2.5,3.5,3.5
Ses03M_impro05b_F011,71.09,77.81,neutral,3,3.5,2.5
Ses03M_impro05b_F012,81.52,85.5,neutral,2.5,3,3
Ses03M_impro05b_F013,92.37,96.17,neutral,3,3.5,2.5
Ses03M_impro05b_F014,101.76,103.87,neutral,2.5,3.5,2.5
Ses03M_impro05b_F015,105.74,108.77,neutral,3,3,2.5
Ses03M_impro05b_F016,110.04,118.68,neutral,3,3.5,2.5
Ses03M_impro05b_F017,120.54,124.29,negative,2.5,2.5,3.5
Ses03M_impro05b_F018,142.47,144.38,neutral,3,3,2.5
Ses03M_impro05b_F019,145.8,153.13,neutral,2.5,3,2.5
Ses03M_impro05b_F020,153.145,159.61,neutral,2.5,3.5,2.5
Ses03M_impro05b_F021,161.48,168.58,neutral,2.5,3,3
Ses03M_impro05b_F022,168.58,170.04,neutral,2.5,2.5,2.5
Ses03M_impro05b_F023,170.61,177.53,neutral,3,3,3
Ses03M_impro05b_F024,186.06,187.86,negative,2.5,2.5,2.5
Ses03M_impro05b_F025,191.17,196.95,negative,3,3,2
Ses03M_impro05b_F026,202.95,205,negative,3,2,2
Ses03M_impro05b_F027,207.73,209.53,neutral,2.5,2.5,1.5
Ses03M_impro05b_F028,212.48,215.76,neutral,3,3,2.5
Ses03M_impro05b_F029,218.89,221.71,neutral,3,2.5,2
Ses03M_impro05b_F030,221.8475,225.04,neutral,3,3.5,2
Ses03M_impro05b_F031,233.07,235.31,negative,2.5,3,1.5
Ses03M_impro05b_M000,7.26,10.25,negative,2.5,3,3
Ses03M_impro05b_M001,10.59,16.91,negative,2.5,2,3.5
Ses03M_impro05b_M002,20.28,21.72,negative,2.5,2.5,3
Ses03M_impro05b_M003,23.09,24.47,negative,2.5,3,3
Ses03M_impro05b_M004,25.85,29.35,negative,2,3,4
Ses03M_impro05b_M005,30.09,33,negative,2.5,2,4
Ses03M_impro05b_M006,37.86,40.12,negative,3,2.5,3.5
Ses03M_impro05b_M007,40.31,51.47,negative,1.5,3,4.5
Ses03M_impro05b_M008,58.32,60.06,negative,1.5,3,4.5
Ses03M_impro05b_M009,61.39,64.87,negative,2.5,2,4
Ses03M_impro05b_M010,66.72,72.44,negative,1.5,2.5,4.5
Ses03M_impro05b_M011,76.2,83.22,negative,1.5,2.5,4
Ses03M_impro05b_M012,84.89,92.77,negative,1.5,3.5,4
Ses03M_impro05b_M013,95.22,102.04,negative,1.5,4,4.5
Ses03M_impro05b_M014,102.06,106.54,negative,1.5,3.5,4.5
Ses03M_impro05b_M015,108.21,110.95,negative,2.5,2.5,3.5
Ses03M_impro05b_M016,117.08,120.8,negative,1.5,4,4.5
Ses03M_impro05b_M017,123.97,134.6925,negative,2,2,4
Ses03M_impro05b_M018,134.72,142.87,negative,2,3,4.5
Ses03M_impro05b_M019,144.25,146.215,neutral,3.5,3,3.5
Ses03M_impro05b_M020,157.97,161.94,negative,2,3.5,4.5
Ses03M_impro05b_M021,167.08,168.81,negative,1.5,3.5,4.5
Ses03M_impro05b_M022,169.02,171.5,negative,1.5,4,4.5
Ses03M_impro05b_M023,174.24,178.54,negative,1.5,2.5,4.5
Ses03M_impro05b_M024,178.54,183.5225,negative,1.5,3.5,4.5
Ses03M_impro05b_M025,183.54,186.45,negative,1.5,3,4.5
Ses03M_impro05b_M026,187.43,192.33,negative,1.5,4,4.5
Ses03M_impro05b_M027,194.71,197.07,negative,2,2.5,3.5
Ses03M_impro05b_M028,197.23,203.47,negative,2,3.5,4
Ses03M_impro05b_M029,204.14,213.07,negative,1.5,3.5,4.5
Ses03M_impro05b_M030,215.17,219.15,negative,2,3,4
Ses03M_impro05b_M031,224.32,229.99,negative,1.5,3.5,4.5
Ses03M_impro05b_M032,230.07,238.22,negative,1.5,3.5,4.5
Ses03M_impro05b_M033,238.43,241.61,negative,2,2.5,4
