utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03F_impro07_F000,7.2915,9.6563,positive,4,2,2
Ses03F_impro07_F001,10.4226,13.5866,positive,4,2,2.5
Ses03F_impro07_F002,14.3749,15.5682,positive,3.5,3,2.5
Ses03F_impro07_F003,16.3565,20.265,positive,4,3.5,2.5
Ses03F_impro07_F004,24.6223,27.0419,positive,4,3,3
Ses03F_impro07_F005,27.1514,30.995,positive,4,3.5,2.5
Ses03F_impro07_F006,32.4612,37.2017,positive,4,2.5,2.5
Ses03F_impro07_F007,40.4095,44.5589,positive,4.5,3.5,2.5
Ses03F_impro07_F008,45.8836,49.4527,positive,4.5,3.5,3
Ses03F_impro07_F009,49.4855,61.419,positive,4,3.5,2.5
Ses03F_impro07_F010,61.4409,67.6047,positive,3.5,3.5,2.5
Ses03F_impro07_F011,67.6266,70.5826,positive,3.5,3.5,2.5
Ses03F_impro07_F012,70.6125,72.7503,positive,4,3,2.5
Ses03F_impro07_F013,75.4764,80.6658,positive,4.5,3,2.5
Ses03F_impro07_F014,81.1366,83.7094,positive,5,3.5,2.5
Ses03F_impro07_F015,84.005,86.5888,neutral,4.5,3,2
Ses03F_impro07_F016,89.9498,97.2632,positive,4.5,2.5,2.5
Ses03F_impro07_F017,97.6125,99.7,positive,4.5,2.5,2.5
Ses03F_impro07_F018,100.94,101.9425,positive,4,3,2.5
Ses03F_impro07_F019,103.2409,105.8246,positive,4,3,2.5
Ses03F_impro07_F020,108.9339,114.0576,positive,4,3.5,2
Ses03F_impro07_F021,116.5538,120.1338,positive,4.5,3,2.5
Ses03F_impro07_F022,122.5534,126.7125,positive,4,2,2
Ses03F_impro07_F023,132.2534,135.5707,positive,4,3,2.5
Ses03F_impro07_F024,135.6035,140.1689,positive,4,3,2.5
Ses03F_impro07_F025,140.2075,142.6103,positive,4,2.5,2.5
Ses03F_impro07_F026,144.34,152.4965,positive,4,3.5,2.5
Ses03F_impro07_F027,152.53,154.8175,positive,4,3,2
Ses03F_impro07_F028,155.9342,157.664,positive,4,3.5,2.5
Ses03F_impro07_F029,157.7525,161.56,positive,4,3,2.5
Ses03F_impro07_F030,162.6892,168.1304,positive,4,4,2.5
Ses03F_impro07_F031,168.3494,171.4587,neutral,4,2.5,3
Ses03F_impro07_F032,171.6557,177.8524,positive,4,4,3
Ses03F_impro07_F033,178.1699,180.8225,neutral,3.5,2,2
Ses03F_impro07_F034,181.6076,184.049,positive,4,3.5,2.5
Ses03F_impro07_F035,190.1909,192.1616,positive,5,3,2.5
Ses03F_impro07_M000,5.1689,7.6856,neutral,4,2.5,2
Ses03F_impro07_M001,9.284,11.0248,neutral,4,2,2
Ses03F_impro07_M002,13.302,14.8785,positive,4,2.5,2
Ses03F_impro07_M003,15.0537,16.7835,neutral,4,2.5,2.5
Ses03F_impro07_M004,19.8052,21.951,neutral,4,2,2
Ses03F_impro07_M005,26.2317,27.6002,positive,4,2.5,2
Ses03F_impro07_M006,30.6767,32.724,positive,4,2.5,2.5
Ses03F_impro07_M007,36.5449,39.8074,positive,4.5,4.5,2.5
Ses03F_impro07_M008,39.8402,41.3511,positive,4,3.5,2
Ses03F_impro07_M009,41.7343,43.3984,positive,4,3.5,2
Ses03F_impro07_M010,43.5407,46.3725,positive,4,3.5,2.5
Ses03F_impro07_M011,48.4564,50.2191,positive,4,3.5,2.5
Ses03F_impro07_M012,67.3201,68.6995,neutral,4,2.5,2
Ses03F_impro07_M013,72.0606,76.4727,positive,4,2.5,2
Ses03F_impro07_M014,79.0345,81.3884,positive,4,2.5,2.5
Ses03F_impro07_M015,81.8154,84.4101,positive,4.5,3.5,3
Ses03F_impro07_M016,85.483,88.9645,positive,4,3,2.5
Ses03F_impro07_M017,92.1833,94.5481,positive,4,3,2.5
Ses03F_impro07_M018,96.1027,104.0948,positive,4,2,2.5
Ses03F_impro07_M019,104.9378,109.3828,positive,4,3,2.5
Ses03F_impro07_M020,110.0068,111.9775,positive,4,2.5,2.5
Ses03F_impro07_M021,113.5431,116.9675,neutral,4,2.5,2.5
Ses03F_impro07_M022,119.4441,123.1555,positive,4,2.5,3
Ses03F_impro07_M023,126.2319,127.907,neutral,4,2.5,3
Ses03F_impro07_M024,128.4325,132.5819,positive,4,2.5,2.5
Ses03F_impro07_M025,141.4389,144.6125,neutral,4,2.5,2.5
Ses03F_impro07_M026,154.3796,158.0034,positive,4,3.5,2.5
Ses03F_impro07_M027,158.3319,159.5033,positive,4,2.5,2.5
Ses03F_impro07_M028,161.0689,163.7621,positive,4,2.5,2.5
Ses03F_impro07_M029,165.9846,167.3093,positive,4,3.5,2.5
Ses03F_impro07_M030,171.1083,175.695,positive,4,3.5,2.5
Ses03F_impro07_M031,176.2977,179.0238,positive,4,3,3
Ses03F_impro07_M032,179.1661,180.2391,positive,4,3,3
Ses03F_impro07_M033,180.5347,182.2754,neutral,4,2.5,2.5
Ses03F_impro07_M034,183.7534,185.6803,positive,4.5,3.5,2.5
Ses03F_impro07_M035,191.7127,194.0118,positive,4,3.5,2.5
