utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03M_impro02_F000,5.8897,8.6953,positive,4,3,3
Ses03M_impro02_F001,8.755,16.5375,positive,3.5,3.5,3.5
Ses03M_impro02_F002,17.0722,19.3803,positive,4,3,3.5
Ses03M_impro02_F003,20.0369,22.7032,positive,4,3,3
Ses03M_impro02_F004,30.0852,34.4229,neutral,2.5,2.5,3
Ses03M_impro02_F005,37.3677,39.1784,negative,2,3,3
Ses03M_impro02_F006,39.258,41.5661,negative,2,3,3
Ses03M_impro02_F007,44.113,46.6997,negative,2,2.5,3
Ses03M_impro02_F008,48.1522,56.8077,negative,1,4,4.5
Ses03M_impro02_F009,58.7975,61.1454,negative,2,3,3.5
Ses03M_impro02_F010,61.6826,67.3137,negative,1.5,3.5,4
Ses03M_impro02_F011,71.8503,75.1931,negative,1.5,3,3.5
Ses03M_impro02_F012,75.9492,81.3415,negative,1.5,3,4
Ses03M_impro02_F013,81.441,84.0675,negative,2,2.5,3
Ses03M_impro02_F014,84.1073,87.5694,negative,1.5,3,3.5
Ses03M_impro02_F015,93.678,97.4785,negative,1.5,2.5,3.5
Ses03M_impro02_F016,101.0401,103.8875,negative,1.5,2,3
Ses03M_impro02_F017,110.0339,113.51,negative,1.5,2.5,3.5
Ses03M_impro02_F018,119.5648,123.0071,negative,1.5,3.5,3.5
Ses03M_impro02_F019,123.9423,131.384,negative,1.5,4,4
Ses03M_impro02_F020,132.4585,134.6074,negative,1.5,1.5,3
Ses03M_impro02_F021,139.9201,144.4325,negative,2,3,3.5
Ses03M_impro02_F022,144.5548,150.8439,negative,2,3.5,3.5
Ses03M_impro02_F023,152.0377,154.8035,negative,1.5,3,3.5
Ses03M_impro02_F024,157.755,163.96,negative,2,4,4
Ses03M_impro02_F025,166.0059,168.7915,negative,1.5,3,3.5
Ses03M_impro02_F026,168.9905,175.895,negative,1.5,3.5,4
Ses03M_impro02_F027,180.4714,185.227,negative,1.5,2.5,2
Ses03M_impro02_F028,190.7187,203.06,negative,1.5,3,4
Ses03M_impro02_F029,203.16,206.5572,negative,2,3,3.5
Ses03M_impro02_F030,207.373,213.004,negative,1.5,3,4
Ses03M_impro02_F031,218.0779,221.1621,negative,1.5,2,3
Ses03M_impro02_F032,221.7988,225.5594,negative,1.5,2.5,3.5
Ses03M_impro02_F033,228.0069,232.6828,negative,1.5,3.5,4
Ses03M_impro02_F034,236.4832,238.2342,negative,2,3.5,4
Ses03M_impro02_F035,238.274,241.09,negative,1.5,4,4
Ses03M_impro02_F036,243.527,248.2228,negative,2,3.5,3.5
Ses03M_impro02_F037,249.3769,254.155,negative,2.5,3.5,3.5
Ses03M_impro02_M000,5.7703,9.1927,negative,2.5,2,2.5
Ses03M_impro02_M001,18.5048,20.6139,negative,2.5,2,2
Ses03M_impro02_M002,21.6685,24.6731,negative,2.5,2.5,3
Ses03M_impro02_M003,24.7924,29.4375,negative,2,2.5,3
Ses03M_impro02_M004,33.8658,38.4223,negative,2,2.5,3
Ses03M_impro02_M005,42.6008,44.6702,negative,2.5,2,2.5
Ses03M_impro02_M006,46.065,48.8288,negative,2,2,3
Ses03M_impro02_M007,56.11,59.2949,negative,1.5,2,3.5
Ses03M_impro02_M008,59.8123,62.976,negative,2,2.5,3
Ses03M_impro02_M009,66.657,69.7412,negative,2,2.5,3
Ses03M_impro02_M010,69.7412,75.3921,negative,2,3,3
Ses03M_impro02_M011,80.665,82.9532,negative,1.5,2,3
Ses03M_impro02_M012,83.7292,86.9924,negative,2,2.5,3.5
Ses03M_impro02_M013,87.4501,94.32,neutral,2.5,3,3.5
Ses03M_impro02_M014,97.2198,100.0452,negative,2,2.5,3
Ses03M_impro02_M015,103.4425,109.3425,neutral,2,3,4
Ses03M_impro02_M016,110.0538,113.2175,negative,1.5,3,3
Ses03M_impro02_M017,113.2175,116.5975,negative,2,3,3.5
Ses03M_impro02_M018,117.3164,120.5199,negative,2,2.5,3
Ses03M_impro02_M019,122.3903,124.7875,negative,2,3,3.5
Ses03M_impro02_M020,126.675,129.7524,negative,2,2,2.5
Ses03M_impro02_M021,130.1702,133.8115,negative,2,2.5,3.5
Ses03M_impro02_M022,133.8115,137.2725,negative,2,3,3.5
Ses03M_impro02_M023,137.365,140.0196,negative,3,2.5,2.5
Ses03M_impro02_M024,149.8888,153.1918,negative,2,2.5,2.5
Ses03M_impro02_M025,153.7887,157.1713,negative,2,3,3
Ses03M_impro02_M026,157.1713,161.2304,negative,2,2.5,3
Ses03M_impro02_M027,163.3396,167.14,negative,2,2.5,3.5
Ses03M_impro02_M028,176.9098,180.9092,negative,2.5,2,2.5
Ses03M_impro02_M029,184.8887,190.9177,negative,2.5,2.5,3
Ses03M_impro02_M030,204.0501,207.6516,negative,2.5,3,2.5
Ses03M_impro02_M031,212.3872,215.6703,negative,2,2.5,2.5
Ses03M_impro02_M032,220.1672,222.5325,negative,1.5,3.5,4
Ses03M_impro02_M033,223.6294,227.8477,negative,2,3.5,4
Ses03M_impro02_M034,231.9864,237.04,negative,2,3,4
Ses03M_impro02_M035,237.1797,239.7067,negative,1.5,2.5,3.5
Ses03M_impro02_M036,240.423,244.303,negative,2,3,3.5
Ses03M_impro02_M037,253.3962,259.2859,negative,2,3,3.5
