utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03M_impro05a_F000,5.73,7.53,neutral,3.5,2.5,2.5
Ses03M_impro05a_F001,11.22,14.59,neutral,3.5,2,2.5
Ses03M_impro05a_F002,17.32,22.2,neutral,2,2.5,3
Ses03M_impro05a_F003,24.09,27.76,negative,2.5,3,2.5
Ses03M_impro05a_F004,28.11,33.9325,negative,3,3.5,2.5
Ses03M_impro05a_F005,34.16,35.85,neutral,3,2.5,2
Ses03M_impro05a_F006,38.175,42.27,negative,3.5,2,2.5
Ses03M_impro05a_F007,49.4,53.89,neutral,2.5,3,3
Ses03M_impro05a_F008,54.49,57.02,neutral,3,2.5,3
Ses03M_impro05a_F009,59.01,61.82,neutral,3,2.5,3
Ses03M_impro05a_F010,65.77,67.72,negative,2,2.5,2.5
Ses03M_impro05a_F011,71.54,73.33,neutral,3,2,2
Ses03M_impro05a_F012,74.25,80.89,neutral,2.5,3,3
Ses03M_impro05a_F013,82.77,87.68,negative,3,3,2.5
Ses03M_impro05a_F014,90.9925,92.21,neutral,3.5,2.5,2.5
Ses03M_impro05a_F015,93.18,96.71,negative,2.5,3,3
Ses03M_impro05a_F016,101.69,107.76,neutral,2.5,3,3
Ses03M_impro05a_F017,111.21,113.51,positive,4,3,3
Ses03M_impro05a_F018,115.88,119.74,negative,3,3.5,4
Ses03M_impro05a_F019,120.34,122.94,negative,3.5,2.5,2.5
Ses03M_impro05a_F020,122.98,129.55,negative,3,3.5,3.5
Ses03M_impro05a_F021,130.13,131.39,neutral,3,3,2.5
Ses03M_impro05a_F022,131.41,134.295,negative,2.5,3.5,4
Ses03M_impro05a_F023,134.62,139.06,neutral,3,3,3
Ses03M_impro05a_F024,140.49,141.87,neutral,3,3,3
Ses03M_impro05a_F025,143.29,145.77,neutral,3,2.5,3.5
Ses03M_impro05a_F026,149.51,152.87,negative,2.5,3,3
Ses03M_impro05a_F027,153.89,155.71,negative,2,3,2.5
Ses03M_impro05a_F028,156.69,157.98,negative,2.5,2.5,3.5
Ses03M_impro05a_M000,7.17,11.72,negative,2,4,4.5
Ses03M_impro05a_M001,13.83,17.78,negative,1.5,4,4.5
Ses03M_impro05a_M002,21.76,25.02,negative,1.5,4,4.5
Ses03M_impro05a_M003,26.95,28.6507,negative,2.5,3,4
Ses03M_impro05a_M004,29.44,30.5,negative,2.5,3,3
Ses03M_impro05a_M005,33.53,34.59,negative,2.5,3,3.5
Ses03M_impro05a_M006,34.94,37.05,negative,1.5,4,4.5
Ses03M_impro05a_M007,37.0975,38.98,negative,1.5,4,3.5
Ses03M_impro05a_M008,41.19,45.365,negative,2,3,4.5
Ses03M_impro05a_M009,45.4125,50.24,negative,1.5,4,4.5
Ses03M_impro05a_M010,53.11,55.07,negative,2,3.5,4
Ses03M_impro05a_M011,56.55,59.74,negative,2.5,4,3.5
Ses03M_impro05a_M012,60.95,66.43,negative,1.5,4.5,4.5
Ses03M_impro05a_M013,67.1,72.19,negative,2,4,4.5
Ses03M_impro05a_M014,72.64,74.1625,negative,2.5,3.5,4
Ses03M_impro05a_M015,79.42,83.51,negative,1.5,4.5,5
Ses03M_impro05a_M016,87.19,91.3275,negative,1.5,4.5,4.5
Ses03M_impro05a_M017,91.36,94.47,negative,1.5,4.5,5
Ses03M_impro05a_M018,96.24,102.32,negative,1,5,5
Ses03M_impro05a_M019,107.2,111.21,negative,2,4.5,4.5
Ses03M_impro05a_M020,113.59,116.3,negative,2,4.5,4.5
Ses03M_impro05a_M021,119.01,120.88,negative,1.5,4.5,4.5
Ses03M_impro05a_M022,126.79,130.58,negative,2.5,2.5,3
Ses03M_impro05a_M023,133.9,135.21,negative,1.5,4,4.5
Ses03M_impro05a_M024,138.5675,140.99,negative,1.5,4,4.5
Ses03M_impro05a_M025,141.2,143.71,negative,2,4,4.5
Ses03M_impro05a_M026,145.05,151.19,negative,2.5,3.5,4
Ses03M_impro05a_M027,152.29,154.61,negative,2.5,3,3.5
Ses03M_impro05a_M028,156.045,159.485,negative,2.5,3,3
Ses03M_impro05a_M029,160.05,162.53,negative,3,2.5,3.5
Ses03M_impro05a_M030,162.76,167.4425,positive,4.5,4.5,4
