utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03F_impro05_F000,6.3183,13.3161,negative,2,3.5,4
Ses03F_impro05_F001,20.6762,29.5536,negative,2,4,4
Ses03F_impro05_F002,29.6894,33.1543,negative,2,5,3.5
Ses03F_impro05_F003,33.177,39.4875,negative,1.5,5,4
Ses03F_impro05_F004,42.1223,46.3119,negative,2,3.5,4
Ses03F_impro05_F005,50.7732,58.0654,negative,2.5,4,4
Ses03F_impro05_F006,62.7079,73.3744,negative,1.5,4.5,4
Ses03F_impro05_F007,80.3494,89.3854,negative,1.5,4,4.5
Ses03F_impro05_F008,89.4307,92.5106,negative,1.5,4.5,4
Ses03F_impro05_F009,96.451,100.4125,negative,2,4,3.5
Ses03F_impro05_F010,114.9079,116.9675,negative,2,3.5,3
Ses03F_impro05_F011,118.9842,124.675,negative,1.5,4.5,4
Ses03F_impro05_F012,130.398,136.1049,negative,2,3.5,3.5
Ses03F_impro05_F013,136.1728,140.453,negative,1.5,4,3.5
Ses03F_impro05_F014,143.53,148.5604,negative,1.5,4.5,4.5
Ses03F_impro05_F015,148.7189,151.4592,negative,1.5,4.5,4.5
Ses03F_impro05_F016,151.885,157.234,negative,1.5,4.5,5
Ses03F_impro05_F017,158.95,162.1175,negative,2,4,4
Ses03F_impro05_M000,12.9085,20.6762,negative,3,2,2.5
Ses03F_impro05_M001,25.585,29.95,negative,3,2,3
Ses03F_impro05_M002,38.3875,42.462,negative,2.5,3,3
Ses03F_impro05_M003,45.2702,51.6338,neutral,3,3,3
Ses03F_impro05_M004,57.1142,63.9987,negative,3.5,3,3
Ses03F_impro05_M005,72.85,81.9573,negative,3,3.5,3.5
Ses03F_impro05_M006,91.2197,97.6966,negative,3,2,3
Ses03F_impro05_M007,99.7801,108.7933,neutral,3,2.5,2
Ses03F_impro05_M008,108.84,115.5872,neutral,3,2,3
Ses03F_impro05_M009,116.4252,119.6183,neutral,3,3,3
Ses03F_impro05_M010,124.2382,130.8736,negative,3.5,3,3.5
Ses03F_impro05_M011,139.1622,143.9179,neutral,4,2.5,3
Ses03F_impro05_M012,146.5902,150.265,negative,3.5,3,3
Ses03F_impro05_M013,154.3,158.5275,neutral,3.5,3.5,3.5
Ses03F_impro05_M014,158.6154,160.7215,neutral,4,3,4
