utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03F_script01_1_F000,3.257,10.0721,negative,2,3.3333,3
Ses03F_script01_1_F001,11.6048,16.5588,negative,2,3.3333,3
Ses03F_script01_1_F002,17.5989,19.5969,neutral,2.3333,3,3.3333
Ses03F_script01_1_F003,27.525,29.8059,neutral,2,3.3333,3.3333
Ses03F_script01_1_F004,34.2398,36.7304,neutral,2.6667,3,2.6667
Ses03F_script01_1_F005,42.1223,45.5709,neutral,2,1.6667,2.3333
Ses03F_script01_1_F006,47.3773,56.3547,negative,2,3,3
Ses03F_script01_1_F007,58.8453,62.8961,neutral,2.3333,2.6667,3
Ses03F_script01_1_F008,62.9508,66.1805,negative,2,3.3333,2.6667
Ses03F_script01_1_F009,72.6672,75.9242,negative,3,2.6667,2
Ses03F_script01_1_F010,80.0844,83.05,neutral,2,3.6667,2.6667
Ses03F_script01_1_F011,88.2406,91.1145,negative,2.3333,3.6667,3.6667
Ses03F_script01_1_F012,96.8622,99.6265,negative,2.6667,3.3333,3.6667
Ses03F_script01_1_F013,100.6119,107.0438,negative,2,2.6667,2.6667
Ses03F_script01_1_F014,121.1393,124.3416,neutral,2.6667,2.6667,2.3333
Ses03F_script01_1_F015,124.4237,127.7628,negative,2.6667,2,2.3333
Ses03F_script01_1_F016,128.146,132.0325,negative,2,2,1.6667
Ses03F_script01_1_F017,136.6033,145.9638,negative,2,4.3333,4
Ses03F_script01_1_F018,149.0566,152.1494,negative,2.3333,2.3333,2.3333
Ses03F_script01_1_F019,153.9832,156.7749,neutral,2.6667,2.3333,3
Ses03F_script01_1_F020,157.4044,162.3858,negative,2.6667,3.3333,3.3333
Ses03F_script01_1_F021,165.9165,170.9252,neutral,2.6667,2.3333,2.6667
Ses03F_script01_1_F022,171.9653,177.5761,negative,2.3333,4,2.6667
Ses03F_script01_1_F023,180.5868,187.1282,negative,2.3333,4,3
Ses03F_script01_1_F024,196.6803,200.1015,negative,2.3333,3,3.6667
Ses03F_script01_1_F025,200.1836,205.8492,negative,3,3.3333,3.3333
Ses03F_script01_1_F026,207.0261,214.8813,negative,2.3333,3.3333,3.3333
Ses03F_script01_1_F027,214.936,220.5742,negative,2.3333,2.3333,1.6667
Ses03F_script01_1_F028,220.6525,225.0082,negative,2,4,3
Ses03F_script01_1_F029,225.0355,227.5262,negative,2,3.6667,3
Ses03F_script01_1_F030,238.5837,242.8534,neutral,3,2.6667,2.3333
Ses03F_script01_1_F031,244.2492,247.3694,neutral,2.6667,2.3333,2
Ses03F_script01_1_F032,254.1571,258.2079,negative,3,3.3333,3
Ses03F_script01_1_F033,260.34,264.6275,negative,2.6667,3.3333,2.6667
Ses03F_script01_1_F034,278.4343,283.9904,negative,2,3.3333,3
Ses03F_script01_1_F035,285.3589,290.2581,negative,2,3.6667,3
Ses03F_script01_1_F036,292.2561,298.1406,negative,3,3.3333,3.3333
Ses03F_script01_1_F037,298.9343,304.2988,negative,2,3.6667,3.6667
Ses03F_script01_1_F038,316.9711,320.2008,negative,2,2,2.6667
Ses03F_script01_1_F039,320.255,331.3951,negative,2,4.3333,3.6667
Ses03F_script01_1_F040,333.7215,339.8798,negative,3,3.3333,3.3333
Ses03F_script01_1_F041,354.6595,357.4786,negative,2.3333,3,3
Ses03F_script01_1_F042,361.3378,364.7316,negative,2.3333,3.6667,3.6667
Ses03F_script01_1_F043,368.2897,374.2837,negative,2.3333,4,4
Ses03F_script01_1_F044,375.8438,378.4987,negative,1.6667,3.6667,3.6667
Ses03F_script01_1_F045,399.1904,401.7358,neutral,2.6667,2.3333,2.6667
Ses03F_script01_1_F046,401.855,404.0125,neutral,2.3333,2.3333,3
