utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03M_script02_1_F000,33.015,35.3238,negative,2.5,2.5,3
Ses03M_script02_1_F001,55.6737,57.3558,negative,2,3,3.5
Ses03M_script02_1_F002,60.555,63.12,negative,2,3.5,3.5
Ses03M_script02_1_F003,64.3645,66.6875,negative,2,3.5,3.5
Ses03M_script02_1_F004,67.6132,73.3356,negative,1.5,4,4
Ses03M_script02_1_F005,93.2403,95.2027,neutral,3,3.5,3
Ses03M_script02_1_F006,131.5159,134.5338,negative,2.5,2.5,3
Ses03M_script02_1_F007,136.6446,139.915,negative,1.5,3,4
Ses03M_script02_1_F008,147.1494,149.465,negative,1.5,3.5,3.5
Ses03M_script02_1_F009,149.8869,152.0308,negative,2,3.5,4
Ses03M_script02_1_F010,152.7025,154.1375,negative,1.5,4,4
Ses03M_script02_1_F011,161.3075,163.265,negative,3,3,3
Ses03M_script02_1_F012,164.0197,167.1036,negative,1.5,3,3.5
Ses03M_script02_1_F013,180.1315,188.05,negative,1.5,4,4.5
Ses03M_script02_1_F014,205.0824,213.5093,negative,1.5,4.5,4.5
Ses03M_script02_1_F015,214.3998,216.6756,negative,1.5,3.5,4
Ses03M_script02_1_F016,233.7108,235.9866,neutral,2,3,3.5
Ses03M_script02_1_F017,236.4483,238.048,negative,2,2.5,4
Ses03M_script02_1_F018,250.1029,259.775,negative,2,4,4.5
Ses03M_script02_1_F019,261.6796,264.4501,negative,2,3.5,4.5
Ses03M_script02_1_F020,340.6551,342.8649,negative,3,2.5,3.5
Ses03M_script02_1_F021,345.1901,347.2021,negative,3.5,2,3
Ses03M_script02_1_F022,348.7522,351.3743,negative,2,2,3
Ses03M_script02_1_M000,8.0641,17.6619,positive,4,3.5,4.5
Ses03M_script02_1_M001,17.8103,22.9225,positive,4.5,3.5,4.5
Ses03M_script02_1_M002,23.3513,33.6747,positive,4,2.5,3.5
Ses03M_script02_1_M003,34.895,42.6458,positive,4.5,3.5,4.5
Ses03M_script02_1_M004,42.68,48.7125,positive,3.5,3.5,3.5
Ses03M_script02_1_M005,48.7575,56.05,positive,3.5,4.5,4
Ses03M_script02_1_M006,56.8281,60.9975,neutral,2.5,2.5,3
Ses03M_script02_1_M007,62.3691,64.9087,positive,4,3,3
Ses03M_script02_1_M008,66.2444,67.976,positive,2.5,2.5,2.5
Ses03M_script02_1_M009,72.9893,81.0725,positive,2.5,4,4
Ses03M_script02_1_M010,81.095,87.4189,positive,3.5,4,3.5
Ses03M_script02_1_M011,87.4849,93.8225,positive,3,2,3.5
Ses03M_script02_1_M012,94.9553,98.7812,positive,2.5,3,3
Ses03M_script02_1_M013,99.0616,105.0478,positive,2,3,4
Ses03M_script02_1_M014,105.1303,113.013,positive,3,3.5,4
Ses03M_script02_1_M015,113.1449,125.1669,positive,4.5,4,4.5
Ses03M_script02_1_M016,125.2328,131.0047,positive,4,3,4
Ses03M_script02_1_M017,134.2864,137.1559,neutral,3,3.5,3
Ses03M_script02_1_M018,139.4316,147.5122,neutral,1.5,4,4.5
Ses03M_script02_1_M019,149.1448,150.6455,neutral,2.5,3.5,3
Ses03M_script02_1_M020,151.2887,159.4875,negative,2,4,4.5
Ses03M_script02_1_M021,159.545,161.3675,neutral,2,3.5,4
Ses03M_script02_1_M022,162.8159,164.5969,neutral,2,3,4
Ses03M_script02_1_M023,166.4109,180.6592,positive,2,4,4.5
Ses03M_script02_1_M024,187.1896,199.3435,positive,2.5,4,4.5
Ses03M_script02_1_M025,199.393,205.6761,positive,3.5,3.5,4.5
Ses03M_script02_1_M026,212.7177,214.9575,positive,1.5,3,4
Ses03M_script02_1_M027,216.3952,231.0393,positive,2,4,4.5
Ses03M_script02_1_M028,231.0887,234.2715,positive,2.5,2.5,3
Ses03M_script02_1_M029,235.3599,236.7225,negative,2,3,2.5
Ses03M_script02_1_M030,237.5038,243.27,negative,2,3.5,4
Ses03M_script02_1_M031,243.3125,250.1194,negative,2,3.5,4
Ses03M_script02_1_M032,259.14,262.205,positive,2,3,3
Ses03M_script02_1_M033,263.609,271.7061,negative,2,4,4.5
Ses03M_script02_1_M034,271.7625,274.92,positive,3,3,2.5
Ses03M_script02_1_M035,274.9879,280.5948,positive,4,4,4
Ses03M_script02_1_M036,280.6575,286.5775,positive,3,4,4.5
Ses03M_script02_1_M037,286.615,299.105,positive,3,4,4.5
Ses03M_script02_1_M038,299.165,317.5925,positive,3.5,5,5
Ses03M_script02_1_M039,317.65,328.855,positive,3.5,4,4.5
Ses03M_script02_1_M040,328.91,335.675,positive,3,3.5,4.5
Ses03M_script02_1_M041,335.7475,341.12,positive,4.5,4.5,4.5
Ses03M_script02_1_M042,342.2218,345.53,positive,3,3.5,3
Ses03M_script02_1_M043,346.5589,349.3624,positive,3.5,3.5,3.5
Ses03M_script02_1_M044,351.0115,353.0475,negative,2.5,3,3.5
