utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03M_impro04_F000,6.32,8.52,neutral,2.5,2,2
Ses03M_impro04_F001,13.85,17.3375,neutral,3,2.5,2.5
Ses03M_impro04_F002,19.89,24.66,negative,2.5,2.5,2
Ses03M_impro04_F003,29.65,31.36,neutral,3,2,2
Ses03M_impro04_F004,33.44,35.72,neutral,3,2,2
Ses03M_impro04_F005,38.65,43.08,negative,2.5,2,2
Ses03M_impro04_F006,57.02,67.59,positive,3,3.5,3
Ses03M_impro04_F007,74.06,75.65,negative,3,1.5,1.5
Ses03M_impro04_F008,81.54,82.79,negative,3,2,1.5
Ses03M_impro04_F009,84.55,88.4,positive,3,3,2
Ses03M_impro04_F010,91.26,93.45,positive,4,2,1.5
Ses03M_impro04_F011,96.33,100.22,neutral,2,3,3.5
Ses03M_impro04_F012,117.79,119.75,neutral,2,2,1.5
Ses03M_impro04_F013,120.04,128.49,positive,3,3,3
Ses03M_impro04_F014,129.02,131.8,neutral,3,2,2
Ses03M_impro04_F015,133.6,136.9575,neutral,3,3,2.5
Ses03M_impro04_F016,148.4,153.24,neutral,2,3.5,2.5
Ses03M_impro04_F017,157.61,162.27,positive,2.5,2.5,2.5
Ses03M_impro04_F018,165.03,172.13,positive,3,2.5,3
Ses03M_impro04_F019,177.71,180.52,negative,2.5,3,2
Ses03M_impro04_F020,181.49,183.61,negative,2.5,2.5,2.5
Ses03M_impro04_F021,190.14,193.74,positive,3,2.5,3
Ses03M_impro04_F022,196.57,199.9075,positive,4,2.5,3
Ses03M_impro04_F023,205.59,212.11,neutral,3,2,2
Ses03M_impro04_F024,212.55,215.03,negative,3,2,1.5
Ses03M_impro04_F025,215.34,221.3,neutral,3,2.5,2.5
Ses03M_impro04_F026,221.54,227.5,negative,2,3,3
Ses03M_impro04_F027,231.26,241.94,positive,3,3.5,3
Ses03M_impro04_F028,248.83,256.3,negative,3.5,3,3
Ses03M_impro04_F029,265.84,268.88,neutral,3,2.5,3
Ses03M_impro04_F030,270.73,273.81,neutral,3,2.5,2.5
Ses03M_impro04_F031,277.5,279.99,neutral,4,2,2.5
Ses03M_impro04_F032,285.47,287.84,neutral,4,2.5,2
Ses03M_impro04_M000,8.13,11.29,negative,2.5,1.5,1.5
Ses03M_impro04_M001,16.91,20.43,negative,2,3,3.5
Ses03M_impro04_M002,24.01,30.0745,negative,2.5,2,2
Ses03M_impro04_M003,30.46,33.78,negative,2.5,2.5,2.5
Ses03M_impro04_M004,34.57,36.31,negative,2.5,2.5,3
Ses03M_impro04_M005,43.23,57.03,negative,3,2,2.5
Ses03M_impro04_M006,65.95,74.62,negative,2,2.5,3
Ses03M_impro04_M007,75.68,82.07,negative,2,3,3
Ses03M_impro04_M008,82.11,85.05,negative,2.5,3,3
Ses03M_impro04_M009,88.36,92.14,negative,2.5,2.5,2.5
Ses03M_impro04_M010,93.68,96.41,negative,3,1.5,1.5
Ses03M_impro04_M011,99.3,105.34,negative,2,2.5,2.5
Ses03M_impro04_M012,105.3575,116.29,negative,2,4,3.5
Ses03M_impro04_M013,117.77,119.99,negative,3,2,2.5
Ses03M_impro04_M014,127.57,129.49,neutral,3,2,1.5
Ses03M_impro04_M015,131.91,134,negative,2.5,2,1.5
Ses03M_impro04_M016,136.6475,142.73,negative,2.5,3.5,3
Ses03M_impro04_M017,142.765,146.03,negative,2,2,2.5
Ses03M_impro04_M018,146.0525,148.7425,negative,2,2,2.5
Ses03M_impro04_M019,152.74,157.48,negative,2,3,2.5
Ses03M_impro04_M020,161.38,165.07,negative,2,2,2.5
Ses03M_impro04_M021,170.6,174.52,negative,2.5,3,3
Ses03M_impro04_M022,177.74,181.84,negative,3,2.5,2
Ses03M_impro04_M023,183.12,190.55,negative,2.5,3,3
Ses03M_impro04_M024,193.52,196.48,neutral,3,2.5,1.5
Ses03M_impro04_M025,196.66,198.77,negative,2.5,2.5,2.5
Ses03M_impro04_M026,199.75,201.27,negative,2.5,1.5,1.5
Ses03M_impro04_M027,201.52,205.9,negative,3,2,2.5
Ses03M_impro04_M028,206.4975,209.77,negative,2.5,2,2
Ses03M_impro04_M029,211.24,214.08,negative,2,3,3.5
Ses03M_impro04_M030,220.38,221.9175,negative,2.5,1.5,2
Ses03M_impro04_M031,225.4,227.06,negative,2,1.5,1.5
Ses03M_impro04_M032,227.68,230.37,negative,2,1.5,2
Ses03M_impro04_M033,241.62,246.48,negative,3,3,2.5
Ses03M_impro04_M034,246.505,249.7,negative,2.5,3,2.5
Ses03M_impro04_M035,255.77,262.57,negative,2,3,3
Ses03M_impro04_M036,263.3,271.57,negative,2,3,3
Ses03M_impro04_M037,274.6,277.78,negative,2.5,2,2.5
Ses03M_impro04_M038,279.88,282.21,neutral,3.5,2,2
Ses03M_impro04_M039,282.84,285.58,negative,3.5,2.5,2.5
Ses03M_impro04_M040,287.81,292.9,negative,3.5,3,3
Ses03M_impro04_M041,292.99,298.55,positive,4.5,3.5,2
