utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03M_script01_1_F000,6.6092,11.777,neutral,3,3,3
Ses03M_script01_1_F001,14.5015,19.6517,negative,2.5,3.5,3.5
Ses03M_script01_1_F002,21.304,23.5188,negative,2,3.5,3
Ses03M_script01_1_F003,31.8506,34.5927,negative,2,3.5,3.5
Ses03M_script01_1_F004,40.0593,42.3795,negative,3,2.5,2.5
Ses03M_script01_1_F005,47.5298,49.4985,negative,3,2.5,2.5
Ses03M_script01_1_F006,51.5374,54.8596,negative,2,3.5,3.5
Ses03M_script01_1_F007,54.9651,59.2013,negative,2,3.5,3.5
Ses03M_script01_1_F008,61.0118,66.785,negative,2,3.5,3
Ses03M_script01_1_F009,71.9274,73.9489,neutral,2.5,2.5,2.5
Ses03M_script01_1_F010,77.8159,79.695,negative,2,3,2.5
Ses03M_script01_1_F011,87.5187,90.4366,negative,3,3.5,3
Ses03M_script01_1_F012,113.1996,116.0999,negative,2,3,2.5
Ses03M_script01_1_F013,117.0666,119.8625,negative,2,3.5,3
Ses03M_script01_1_F014,124.5723,128.6327,negative,2.5,3.5,3.5
Ses03M_script01_1_F015,128.6854,136.6656,negative,2,3,4
Ses03M_script01_1_F016,140.0581,148.8821,negative,2,4,4
Ses03M_script01_1_F017,152.8722,155.0166,negative,3,2.5,3
Ses03M_script01_1_F018,155.5967,160.2372,negative,2.5,3,3
Ses03M_script01_1_F019,162.5223,165.5104,negative,3,2,2.5
Ses03M_script01_1_F020,167.0748,171.3638,negative,2,4,3.5
Ses03M_script01_1_F021,173.0336,177.762,neutral,3,3.5,2.5
Ses03M_script01_1_F022,178.2718,180.4162,negative,1.5,4,3
Ses03M_script01_1_F023,188.3964,191.9471,negative,2,3,2.5
Ses03M_script01_1_F024,192.1053,195.7439,negative,2.5,3.5,3.5
Ses03M_script01_1_F025,196.904,205.9916,negative,2,4,4
Ses03M_script01_1_F026,206.0268,217.2625,negative,2,4,3.5
Ses03M_script01_1_F027,230.0377,235.1352,negative,4,3.5,3
Ses03M_script01_1_F028,236.436,239.4417,neutral,2.5,3,2.5
Ses03M_script01_1_F029,241.4456,246.5175,negative,2,3.5,3
Ses03M_script01_1_F030,259.0583,264.395,neutral,2,3.5,3
Ses03M_script01_1_F031,266.5639,270.4837,negative,1.5,3.5,3.5
Ses03M_script01_1_F032,273.8586,282.9111,negative,2,4,3.5
Ses03M_script01_1_F033,294.6353,297.729,negative,2,3.5,3
Ses03M_script01_1_F034,298.766,310.8594,negative,1.5,4.5,3.5
Ses03M_script01_1_F035,315.3593,319.1736,negative,2.5,2.5,2.5
Ses03M_script01_1_F036,333.5675,336.3425,negative,2.5,3,2.5
Ses03M_script01_1_F037,340.8468,343.4482,negative,2,4,2.5
Ses03M_script01_1_F038,349.284,354.1175,negative,1.5,4.5,4
Ses03M_script01_1_F039,355.6998,358.2486,negative,2,4,3
Ses03M_script01_1_F040,376.51,381.0642,negative,2.5,2.5,2.5
Ses03M_script01_1_F041,383.9997,386.9,negative,2.5,3,3
Ses03M_script01_1_F042,390.2222,394.1947,negative,2,4,4
Ses03M_script01_1_F043,394.2475,401.1175,negative,1.5,4,4
Ses03M_script01_1_F044,403.0011,407.7118,negative,2,4,3
Ses03M_script01_1_F045,411.4559,414.7429,negative,2,3,2
Ses03M_script01_1_F046,419.067,422.6352,negative,3.5,2,2
Ses03M_script01_1_M000,11.4606,14.6773,negative,3,2,2.5
Ses03M_script01_1_M001,19.265,21.9192,negative,2.5,2.5,2.5
Ses03M_script01_1_M002,23.1025,32.3525,negative,3,2.5,3
Ses03M_script01_1_M003,34.206,40.1648,negative,2.5,2.5,3
Ses03M_script01_1_M004,41.7292,47.2837,negative,2.5,2.5,3
Ses03M_script01_1_M005,49.0414,51.432,negative,2,2.5,3
Ses03M_script01_1_M006,58.7443,61.416,negative,3,2,2.5
Ses03M_script01_1_M007,66.2323,72.5602,negative,2,3,3
Ses03M_script01_1_M008,73.2985,78.5718,negative,3,3.5,4
Ses03M_script01_1_M009,79.187,87.9758,negative,2,3,4
Ses03M_script01_1_M010,90.0851,96.7118,negative,2,3.5,4
Ses03M_script01_1_M011,96.747,110.3169,negative,2,4,4.5
Ses03M_script01_1_M012,110.352,113.4632,negative,2.5,3.5,4.5
Ses03M_script01_1_M013,115.5726,117.6116,negative,2.5,3,3.5
Ses03M_script01_1_M014,119.4396,125.1699,negative,1.5,4,4.5
Ses03M_script01_1_M015,136.0504,140.6733,negative,3,3.5,3.5
Ses03M_script01_1_M016,145.645,149.216,negative,3,4,3.5
Ses03M_script01_1_M017,149.6027,153.3625,neutral,3,3,3
Ses03M_script01_1_M018,154.1553,156.1943,negative,2.5,2.5,3
Ses03M_script01_1_M019,159.411,162.7156,neutral,3,2.5,3.5
Ses03M_script01_1_M020,165.0359,167.901,negative,2,2.5,3.5
Ses03M_script01_1_M021,170.3619,173.6137,neutral,2,4,3.5
Ses03M_script01_1_M022,176.5843,188.5546,negative,1.5,4.5,4.5
Ses03M_script01_1_M023,195.0056,197.2731,negative,2,2.5,3.5
Ses03M_script01_1_M024,217.5225,222.9188,negative,2.5,3,3
Ses03M_script01_1_M025,222.954,224.9875,negative,2.5,2.5,3
Ses03M_script01_1_M026,225.17,230.1959,negative,2,3,3.5
Ses03M_script01_1_M027,234.7134,236.7524,negative,2,3,4
Ses03M_script01_1_M028,239.2308,242.2893,neutral,3,2.5,2.5
Ses03M_script01_1_M029,245.8575,248.1426,neutral,3,2.5,3
Ses03M_script01_1_M030,248.2129,253.0675,negative,2,3,3.5
Ses03M_script01_1_M031,253.115,259.0759,neutral,2,3.5,4
Ses03M_script01_1_M032,263.8218,267.2846,negative,2.5,3,3.5
