utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03F_impro04_F000,5.5614,11.2375,negative,2,3.5,4
Ses03F_impro04_F001,12.2942,18.8317,negative,2.5,2.5,3.5
Ses03F_impro04_F002,20.1025,27.2761,negative,2,3.5,4
Ses03F_impro04_F003,27.3124,31.5255,negative,2,3.5,4
Ses03F_impro04_F004,34.6673,36.7918,negative,2,3,3
Ses03F_impro04_F005,36.8281,41.4952,negative,2,4,4
Ses03F_impro04_F006,44.5475,55.3075,negative,1.5,3,3.5
Ses03F_impro04_F007,61.6575,66.03,negative,1.5,3.5,4
Ses03F_impro04_F008,70.9323,80.5207,negative,2.5,4,4
Ses03F_impro04_F009,82.0098,84.7519,negative,2,3,3
Ses03F_impro04_F010,84.8246,87.5485,negative,2.5,3,3
Ses03F_impro04_F011,89.7277,91.3258,negative,2.5,4,2
Ses03F_impro04_F012,91.945,96.465,negative,2,2.5,3.5
Ses03F_impro04_F013,98.096,100.8415,negative,2,3.5,3.5
Ses03F_impro04_F014,100.9142,103.4825,negative,3,3,2.5
Ses03F_impro04_F015,103.6745,111.3016,negative,2.5,4,3.5
Ses03F_impro04_F016,113.4808,122.8694,negative,2.5,4,4.5
Ses03F_impro04_F017,124.0498,128.055,negative,2.5,2.5,3
Ses03F_impro04_F018,128.4808,134.0525,negative,2,3.5,3.5
Ses03F_impro04_F019,137.7423,141.0575,negative,2,3,3
Ses03F_impro04_F020,141.1375,147.0583,negative,1.5,3,4
Ses03F_impro04_F021,148.5575,151.4167,negative,3.5,2.5,3.5
Ses03F_impro04_F022,151.5619,156.9736,negative,2,2.5,3.5
Ses03F_impro04_F023,160.53,162.88,negative,2.5,2,3
Ses03F_impro04_F024,166.11,167.7325,negative,2.5,2.5,2.5
Ses03F_impro04_F025,170.3029,172.3368,negative,2.5,2.5,4
Ses03F_impro04_F026,173.1325,174.2525,negative,4.5,3,3.5
Ses03F_impro04_M000,10.6961,13.4928,neutral,3.5,2.5,3
Ses03F_impro04_M001,17.833,20.6114,neutral,2.5,3,3
Ses03F_impro04_M002,31.1078,34.9395,neutral,3,3,3
Ses03F_impro04_M003,39.5521,42.7846,neutral,3,2.5,3
Ses03F_impro04_M004,42.8209,45.0182,neutral,3.5,2.5,2.5
Ses03F_impro04_M005,54.8427,57.4032,neutral,3,3.5,3
Ses03F_impro04_M006,57.4577,60.2362,neutral,3.5,3,3
Ses03F_impro04_M007,60.2906,62.6151,neutral,3,3,2.5
Ses03F_impro04_M008,64.885,71.7132,neutral,3.5,3,4
Ses03F_impro04_M009,78.065,82.6675,neutral,2,2.5,3.5
Ses03F_impro04_M010,85.1514,90.4525,neutral,2.5,3,4
Ses03F_impro04_M011,90.6176,91.9795,neutral,3,3,3
Ses03F_impro04_M012,94.1587,100.442,neutral,3,2.5,3
Ses03F_impro04_M013,110.4662,113.8985,neutral,3.5,2.5,2.5
Ses03F_impro04_M014,122.2157,125.1925,neutral,2.5,2.5,3
Ses03F_impro04_M015,133.5575,137.9057,neutral,3,2.5,3
Ses03F_impro04_M016,146.6588,149.3464,neutral,4,3.5,3.5
Ses03F_impro04_M017,157.3912,161.0958,neutral,3.5,3,3
Ses03F_impro04_M018,162.21,166.605,neutral,3,2.5,3
Ses03F_impro04_M019,167.2375,170.5875,neutral,3.5,3.5,3
Ses03F_impro04_M020,171.9191,173.48,positive,5,4,3
