utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03M_script01_2_F000,7.4531,9.9374,negative,2.5,2.5,3.5
Ses03M_script01_2_F001,11.3988,16.8059,negative,2.5,4,4
Ses03M_script01_2_F002,18.3847,21.5754,negative,2,4.5,4
Ses03M_script01_2_F003,31.0611,33.5056,negative,2,3,3.5
Ses03M_script01_2_F004,37.1458,40.87,negative,2,4,4
Ses03M_script01_2_F005,43.3633,45.705,negative,2.5,3.5,3
Ses03M_script01_2_F006,46.7644,51.0024,negative,2,3,4
Ses03M_script01_2_F007,55.7187,68.1725,negative,2,4.5,4.5
Ses03M_script01_2_F008,70.399,73.7469,negative,2.5,2.5,3.5
Ses03M_script01_2_F009,73.7734,78.7023,negative,2.5,3,3.5
Ses03M_script01_2_F010,79.4197,84.5877,negative,2,2.5,3.5
Ses03M_script01_2_F011,85.2775,91.8282,negative,2.5,3,3.5
Ses03M_script01_2_F012,97.5675,106.5882,negative,2,4,4.5
Ses03M_script01_2_F013,106.9775,114.1875,negative,1,4,5
Ses03M_script01_2_F014,115.1174,123.1816,negative,1.5,4,4.5
Ses03M_script01_2_F015,123.225,137.2508,negative,1,5,5
Ses03M_script01_2_F016,137.9875,140.7125,neutral,1.5,2.5,4
Ses03M_script01_2_F017,144.385,154.9601,negative,1,4.5,5
Ses03M_script01_2_F018,158.1087,161.2573,negative,2.5,3,3.5
Ses03M_script01_2_F019,166.3855,168.0925,negative,1.5,2,3
Ses03M_script01_2_M000,9.3923,11.7309,negative,2.5,2.5,2.5
Ses03M_script01_2_M001,15.7165,18.7325,neutral,2,3.5,3
Ses03M_script01_2_M002,21.0705,27.295,negative,2.5,3,4
Ses03M_script01_2_M003,27.355,31.1674,negative,2,3,4.5
Ses03M_script01_2_M004,33.7315,37.4646,neutral,2.5,3,3
Ses03M_script01_2_M005,40.3741,42.205,neutral,2.5,2.5,3
Ses03M_script01_2_M006,45.1967,48.1195,negative,2,2.5,3
Ses03M_script01_2_M007,53.1546,56.1305,negative,2.5,3,3
Ses03M_script01_2_M008,67.5692,70.9304,neutral,3,3,3.5
Ses03M_script01_2_M009,93.1567,98.3513,negative,2.5,2.5,3.5
Ses03M_script01_2_M010,105.7114,108.4482,negative,2.5,2.5,3
Ses03M_script01_2_M011,113.6693,115.5957,negative,2.5,2.5,3.5
Ses03M_script01_2_M012,131.1125,136.2145,negative,2,3,3.5
Ses03M_script01_2_M013,141.5286,144.7525,negative,2.5,3,3
Ses03M_script01_2_M014,149.5275,157.9626,negative,2,4,4.5
Ses03M_script01_2_M015,160.9784,164.5521,negative,2,3,4
Ses03M_script01_2_M016,164.6318,166.845,negative,1.5,3.5,4.5
Ses03M_script01_2_M017,167.4882,173.4799,negative,1.5,4,5
