utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03M_impro06_F000,9.6133,14.6512,negative,3,2,3
Ses03M_impro06_F001,19.2023,22.2932,negative,3.5,2.5,2.5
Ses03M_impro06_F002,27.9882,31.5658,negative,2,2,2.5
Ses03M_impro06_F003,34.1943,36.7984,negative,3,2,2.5
Ses03M_impro06_F004,36.8471,40.23,negative,2,2,3
Ses03M_impro06_F005,53.4939,57.3393,negative,2,2.5,4
Ses03M_impro06_F006,67.4394,69.5811,neutral,3,2,3
Ses03M_impro06_F007,76.5173,82.7477,negative,2.5,2.5,3.5
Ses03M_impro06_F008,96.6931,98.8348,negative,1.5,2.5,3.5
Ses03M_impro06_F009,100.1004,103.1912,negative,2,2,3
Ses03M_impro06_F010,123.8051,132.2016,negative,3.5,2.5,3.5
Ses03M_impro06_F011,132.9074,136.8014,negative,3,2.5,4
Ses03M_impro06_F012,164.0351,166.3472,negative,3,2,3
Ses03M_impro06_F013,167.9048,175.1087,negative,2.5,3,3.5
Ses03M_impro06_F014,177.1044,179.2704,negative,2,2.5,3
Ses03M_impro06_F015,180.8037,182.9697,negative,2,2,3.5
Ses03M_impro06_F016,212.9536,219.8655,negative,3,2.5,2.5
Ses03M_impro06_F017,220.2792,223.6378,negative,3.5,2.5,3.5
Ses03M_impro06_F018,228.6513,230.6713,negative,2.5,2.5,3
Ses03M_impro06_F019,231.9856,234.9547,negative,2.5,2,3
Ses03M_impro06_F020,240.3577,244.349,negative,1.5,1.5,4
Ses03M_impro06_M000,13.5804,16.6469,negative,3,2,2.5
Ses03M_impro06_M001,17.2553,20.0055,negative,3.5,2.5,2.5
Ses03M_impro06_M002,21.3927,24.4349,negative,2.5,2,3
Ses03M_impro06_M003,30.8844,35.1434,negative,2.5,2,3
Ses03M_impro06_M004,40.1813,44.416,negative,2.5,2.5,3.5
Ses03M_impro06_M005,44.489,48.8941,negative,2,2,3.5
Ses03M_impro06_M006,48.9915,53.5183,negative,2,2.5,3.5
Ses03M_impro06_M007,57.8747,60.7465,negative,2.5,3,3
Ses03M_impro06_M008,60.8439,68.7049,negative,3,2.5,3.5
Ses03M_impro06_M009,68.924,74.4242,negative,2.5,2.5,3.5
Ses03M_impro06_M010,82.699,88.686,negative,2,2,3
Ses03M_impro06_M011,88.9294,94.2593,negative,2,2.5,3.5
Ses03M_impro06_M012,94.3324,97.4719,negative,1.5,3,3
Ses03M_impro06_M013,97.5449,100.9765,negative,2,2.5,3.5
Ses03M_impro06_M014,103.0452,106.1847,negative,2,3,3.5
Ses03M_impro06_M015,106.3064,111.1739,negative,2,2.5,3
Ses03M_impro06_M016,112.0501,116.6986,negative,2.5,3,3.5
Ses03M_impro06_M017,117.015,121.9555,negative,1.5,3,4.5
Ses03M_impro06_M018,137.9453,142.8858,negative,2.5,2,3
Ses03M_impro06_M019,143.6889,152.0367,negative,2.5,2.5,4
Ses03M_impro06_M020,152.3044,156.2958,negative,2.5,1.5,3.5
Ses03M_impro06_M021,156.4905,161.4797,negative,2.5,3,3.5
Ses03M_impro06_M022,161.7717,164.8139,negative,2,2,3.5
Ses03M_impro06_M023,175.1087,178.2726,negative,2,1.5,3.5
Ses03M_impro06_M024,182.0206,184.6003,negative,3,3.5,2.5
Ses03M_impro06_M025,185.4522,189.8573,negative,3,2,3.5
Ses03M_impro06_M026,190.052,199.5193,negative,2.5,3,4
Ses03M_impro06_M027,199.61,204.8248,negative,2.5,2.5,3
Ses03M_impro06_M028,204.8979,208.8892,negative,2.5,3,3.5
Ses03M_impro06_M029,209.0109,212.8562,negative,2.5,3,3.5
Ses03M_impro06_M030,219.2327,221.3744,negative,2.5,2,3
Ses03M_impro06_M031,224.3922,226.9233,negative,2.5,2.5,3
Ses03M_impro06_M032,227.0694,229.3084,negative,2.5,2.5,3.5
