utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03F_impro08_F000,9.42,11.32,neutral,3,2.5,2.5
Ses03F_impro08_F001,14.49,15.68,neutral,3,2.5,2
Ses03F_impro08_F002,18.88,24.71,neutral,3,2.5,3
Ses03F_impro08_F003,24.93,29.75,neutral,2.5,2.5,3.5
Ses03F_impro08_F004,37.44,41.09,neutral,3,2,2.5
Ses03F_impro08_F005,41.1475,47.86,neutral,3,2.5,3
Ses03F_impro08_F006,47.87,50.61,neutral,3,3,3.5
Ses03F_impro08_F007,51.94,54.64,neutral,3,3,3
Ses03F_impro08_F008,54.64,58.9025,neutral,3,3,2.5
Ses03F_impro08_F009,62.68,69.22,neutral,3,2.5,4
Ses03F_impro08_F010,70.81,81.65,neutral,3.5,3.5,4
Ses03F_impro08_F011,81.76,83.845,neutral,3,3,2.5
Ses03F_impro08_F012,85.15,90.29,neutral,3,3.5,3
Ses03F_impro08_F013,90.29,92.22,neutral,3,3,3
Ses03F_impro08_F014,93.51,98.25,neutral,3,3,3
Ses03F_impro08_F015,101.07,104.37,neutral,2.5,2.5,3.5
Ses03F_impro08_F016,104.37,106.63,neutral,3,2.5,3
Ses03F_impro08_F017,108.56,113.51,negative,2.5,3,3
Ses03F_impro08_F018,113.51,116.35,negative,3,3,4
Ses03F_impro08_F019,119.68,126.01,negative,2.5,3.5,3.5
Ses03F_impro08_F020,126.29,127.61,neutral,3,3,2.5
Ses03F_impro08_F021,128.88,129.61,neutral,3,2.5,3
Ses03F_impro08_F022,131.82,133.93,neutral,3,2.5,2.5
Ses03F_impro08_F023,134.11,137.9625,neutral,2.5,3,2.5
Ses03F_impro08_F024,141.94,144.26,neutral,3.5,2.5,3
Ses03F_impro08_F025,144.28,145.86,neutral,3,2.5,3
Ses03F_impro08_F026,150.7809,152.11,neutral,2.5,3,3
Ses03F_impro08_F027,152.14,160.33,neutral,2.5,3.5,4
Ses03F_impro08_F028,160.46,165.05,neutral,3,3,3
Ses03F_impro08_F029,165.07,167.755,neutral,3.5,3.5,3.5
Ses03F_impro08_M000,4.92,9.77,negative,1.5,3.5,4.5
Ses03F_impro08_M001,10.75,14.73,negative,1.5,3.5,4.5
Ses03F_impro08_M002,14.73,19.27,negative,2,4,4.5
Ses03F_impro08_M003,23.28,26.11,negative,1.5,4,4.5
Ses03F_impro08_M004,29.48,38.02,negative,1.5,3.5,4.5
Ses03F_impro08_M005,39.5,40.75,negative,2.5,3.5,4
Ses03F_impro08_M006,47.79,52.77,negative,1.5,4.5,4.5
Ses03F_impro08_M007,56.8557,58.79,negative,2.5,3,3
Ses03F_impro08_M008,58.79,63.87,negative,1.5,4.5,4.5
Ses03F_impro08_M009,68.69,71.58,negative,1.5,3.5,4.5
Ses03F_impro08_M010,73.77,76.9,negative,1.5,3.5,4
Ses03F_impro08_M011,76.99,81.6925,negative,2,2.5,3.5
Ses03F_impro08_M012,81.75,83.41,negative,3,2.5,2.5
Ses03F_impro08_M013,83.4875,85.5425,negative,2.5,3,3
Ses03F_impro08_M014,90.305,93.8825,negative,2.5,3,3.5
Ses03F_impro08_M015,97.5,101.72,negative,2.5,3.5,3.5
Ses03F_impro08_M016,104.76,109.39,negative,2,3,3.5
Ses03F_impro08_M017,113.73,120.4,negative,1.5,3,4
Ses03F_impro08_M018,123.38,126.21,negative,2.5,2.5,3
Ses03F_impro08_M019,126.28,129.095,negative,2.5,3,2.5
Ses03F_impro08_M020,129.33,132.47,negative,3,2.5,3.5
Ses03F_impro08_M021,132.51,134.5925,neutral,3,2.5,3.5
Ses03F_impro08_M022,137.3,140.97,negative,2.5,3,3.5
Ses03F_impro08_M023,141.03,143.26,neutral,2.5,2,2.5
Ses03F_impro08_M024,145.25,150.35,neutral,3,2.5,3
Ses03F_impro08_M025,150.38,153.0165,negative,2.5,2.5,3
Ses03F_impro08_M026,157.11,160.24,negative,2,2.5,3
