utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03M_impro03_F000,2.3299,4.615,positive,4,3,3
Ses03M_impro03_F001,6.2964,7.8946,positive,4,2.5,3
Ses03M_impro03_F002,14.285,25.0825,positive,4.5,4,4.5
Ses03M_impro03_F003,25.1665,28.925,positive,4.5,4.5,4
Ses03M_impro03_F004,29.9675,34.17,positive,4.5,4.5,4
Ses03M_impro03_F005,35.59,41.3575,positive,4,3.5,3.5
Ses03M_impro03_F006,41.3825,47.1559,positive,3.5,4,3.5
Ses03M_impro03_F007,47.2875,49.4858,positive,4,3,2.5
Ses03M_impro03_F008,56.2058,58.863,positive,3.5,3,2.5
Ses03M_impro03_F009,59.5725,64.095,positive,4.5,3.5,4
Ses03M_impro03_F010,64.94,70.2428,positive,4.5,4.5,4
Ses03M_impro03_F011,70.8012,72.2069,positive,4,2.5,2.5
Ses03M_impro03_F012,81.5456,86.9756,positive,4,3,4.5
Ses03M_impro03_F013,87.0333,88.9203,positive,4,3,3
Ses03M_impro03_F014,89.105,92.6173,negative,2,3.5,3
Ses03M_impro03_F015,92.8676,95.6211,neutral,3,2.5,3
Ses03M_impro03_F016,96.595,106.0767,positive,2.5,4,4
Ses03M_impro03_F017,112.7967,115.3962,positive,3.5,3.5,3
Ses03M_impro03_F018,115.454,119.5553,neutral,3,3,3.5
Ses03M_impro03_F019,121.175,124.63,positive,4,3,3.5
Ses03M_impro03_F020,129.115,132.74,positive,4,4.5,4
Ses03M_impro03_F021,134.5551,138.14,positive,3,3,3.5
Ses03M_impro03_F022,140.4664,142.8155,positive,3.5,2,2.5
Ses03M_impro03_F023,145.4342,153.7332,positive,3,4.5,4
Ses03M_impro03_F024,153.7525,157.7825,positive,3.5,4.5,4
Ses03M_impro03_F025,164.6702,166.7882,positive,3.5,3,2
Ses03M_impro03_F026,166.8267,170.543,positive,2,3.5,4
Ses03M_impro03_F027,172.3145,174.6251,positive,2.5,3,3.5
Ses03M_impro03_F028,177.9947,180.065,positive,2.5,2,3
Ses03M_impro03_F029,181.2,183.3925,positive,3,4.5,4
Ses03M_impro03_F030,184.3138,191.7622,positive,2,3.5,4
Ses03M_impro03_F031,191.7622,197.558,positive,2,4.5,4.5
Ses03M_impro03_F032,197.8275,201.3512,positive,1.5,4.5,4.5
