utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03F_impro01_F000,4.1,10.68,negative,2.6667,3.6667,3.3333
Ses03F_impro01_F001,10.73,13.92,neutral,3,3.3333,2.6667
Ses03F_impro01_F002,18.22,20.075,neutral,2.6667,2.3333,2.3333
Ses03F_impro01_F003,27.205,32.43,negative,2.3333,3.6667,3.6667
Ses03F_impro01_F004,32.47,36.102,negative,3,3.3333,2.6667
Ses03F_impro01_F005,40.1,43.22,negative,2,3.6667,4
Ses03F_impro01_F006,43.24,48.4375,negative,2,4.3333,3.6667
Ses03F_impro01_F007,50.275,55.09,negative,2,3.6667,3.3333
Ses03F_impro01_F008,55.2125,56.3125,negative,2,3.3333,2
Ses03F_impro01_F009,66.26,72.37,negative,2,4,2.3333
Ses03F_impro01_F010,74.345,78.9025,negative,2,4.3333,3.6667
Ses03F_impro01_F011,80.19,82.3875,negative,3.3333,3.3333,2
Ses03F_impro01_M000,13.17,14.4141,neutral,3,2.3333,2.3333
Ses03F_impro01_M001,14.52,18.7025,neutral,2.6667,2.3333,2
Ses03F_impro01_M002,20.28,27.9575,neutral,3,2.6667,3.3333
Ses03F_impro01_M003,31.3775,32.68,neutral,3,3,3
Ses03F_impro01_M004,36.7475,39.12,neutral,3,2,2.6667
Ses03F_impro01_M005,39.21,40.8066,neutral,3,2.6667,2.6667
Ses03F_impro01_M006,49.935,51.5625,negative,3,2.6667,2.3333
Ses03F_impro01_M007,52.6325,54.3375,negative,2.3333,3.6667,3.6667
Ses03F_impro01_M008,54.9204,60.97,negative,2.6667,2.6667,3.3333
Ses03F_impro01_M009,61.02,67.67,negative,3,3.3333,3.3333
Ses03F_impro01_M010,71.91,75.3975,negative,2.6667,2.3333,3.6667
Ses03F_impro01_M011,78.2775,81.2325,negative,2,3.6667,4.3333
