utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03F_script02_2_F000,8.5564,11.2227,neutral,3,2,2
Ses03F_script02_2_F001,12.8467,15.925,negative,2.6667,2.6667,2.6667
Ses03F_script02_2_F002,21.5,29.1595,negative,3,3.3333,3.3333
Ses03F_script02_2_F003,30.3957,39.7762,negative,2.6667,3.6667,3
Ses03F_script02_2_F004,41.3517,44.527,negative,2.3333,3.3333,2.6667
Ses03F_script02_2_F005,50.8534,57.2675,negative,1.6667,4.3333,3.6667
Ses03F_script02_2_F006,58.6826,66.7057,negative,2,3.3333,3
Ses03F_script02_2_F007,77.4436,80.7886,negative,2,2.3333,2
Ses03F_script02_2_F008,85.8303,90.9205,negative,2,3,3
Ses03F_script02_2_F009,92.7384,96.859,negative,2,3.6667,3.3333
Ses03F_script02_2_F010,97.7559,100.1798,negative,2,3.6667,3
Ses03F_script02_2_F011,100.2767,106.4819,negative,2,3,3.3333
Ses03F_script02_2_F012,106.5325,114.0475,negative,1.6667,3.3333,3.6667
Ses03F_script02_2_F013,115.3925,117.7773,negative,2,3.3333,2.3333
Ses03F_script02_2_F014,118.1651,128.2485,negative,2,3.3333,2.6667
Ses03F_script02_2_F015,134.4075,137.9684,negative,1.3333,4,3.3333
Ses03F_script02_2_F016,164.0738,169.2125,negative,3,2,2.3333
Ses03F_script02_2_F017,169.2852,172.4847,negative,3.6667,2.6667,2.6667
Ses03F_script02_2_F018,172.6059,176.3145,negative,3.6667,2.3333,2
Ses03F_script02_2_F019,176.405,183.1256,positive,4,2.6667,2.3333
Ses03F_script02_2_F020,183.1975,189.5732,positive,4,2.3333,2.3333
Ses03F_script02_2_F021,189.6702,195.9965,positive,4,3,2.3333
Ses03F_script02_2_F022,196.0935,202.0805,negative,3.6667,2.3333,3
Ses03F_script02_2_F023,205.0619,210.275,positive,4.3333,3.6667,2.6667
Ses03F_script02_2_F024,224.0411,227.1921,negative,2.6667,2.3333,2
Ses03F_script02_2_F025,227.2925,229.9796,negative,2.3333,2.3333,2
Ses03F_script02_2_F026,234.9486,237.7436,negative,2.3333,2.3333,2
Ses03F_script02_2_F027,239.2147,241.1296,negative,2.3333,1.6667,2
Ses03F_script02_2_F028,242.4142,245.0563,negative,2,1.3333,2
Ses03F_script02_2_F029,246.147,248.5467,negative,2,3,3
Ses03F_script02_2_F030,250.27,252.1098,negative,1.6667,3.3333,3.3333
Ses03F_script02_2_F031,253.0551,255.1639,negative,1.6667,4,4
Ses03F_script02_2_F032,256.2305,258.1359,negative,2,3,3
Ses03F_script02_2_F033,264.5325,268.6651,negative,1.6667,4,3
Ses03F_script02_2_F034,303.8601,307.7868,negative,2.3333,3.6667,3
Ses03F_script02_2_F035,308.417,312.78,negative,2,3.6667,3.6667
Ses03F_script02_2_F036,313.386,318.235,negative,1.6667,3,2.6667
Ses03F_script02_2_F037,320.9001,326.2812,negative,2.6667,3,2.3333
Ses03F_script02_2_F038,326.4993,330.3533,negative,2.3333,3.6667,2
Ses03F_script02_2_F039,332.0258,344.2665,negative,2.3333,3,2.3333
Ses03F_script02_2_F040,347.1509,349.395,negative,2.3333,2.6667,2.3333
Ses03F_script02_2_F041,352.0775,357.4525,negative,2,3.6667,2.6667
