utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03M_script03_2_F000,13.4546,16.7831,neutral,3,4,3.5
Ses03M_script03_2_F001,18.6039,21.6976,negative,2,3.5,4
Ses03M_script03_2_F002,26.7431,30.845,neutral,2.5,3.5,3.5
Ses03M_script03_2_F003,33.3721,37.7493,neutral,2,2,3.5
Ses03M_script03_2_F004,39.2436,42.5038,neutral,3.5,3.5,3.5
Ses03M_script03_2_F005,43.3641,44.9641,neutral,2,3,3
Ses03M_script03_2_F006,45.281,49.7035,neutral,2,3.5,3
Ses03M_script03_2_F007,50.8657,56.1425,negative,2,4,4
Ses03M_script03_2_F008,57.9295,62.8954,negative,2,3.5,3.5
Ses03M_script03_2_F009,66.8046,68.2989,negative,2,2.5,3
Ses03M_script03_2_F010,69.2498,72.9025,negative,2.5,2.5,3.5
Ses03M_script03_2_F011,75.7401,80.1927,negative,2,4,3.5
Ses03M_script03_2_F012,90.5923,93.6865,neutral,3,2.5,3.5
Ses03M_script03_2_F013,97.2788,99.6334,negative,2,2.5,3
Ses03M_script03_2_F014,100.1617,101.8522,negative,1.5,3,4.5
Ses03M_script03_2_F015,103.69,105.2215,negative,2.5,2.5,3
Ses03M_script03_2_F016,108.475,112.5225,neutral,2,3,2.5
Ses03M_script03_2_F017,114.64,120.155,neutral,3,3,3.5
Ses03M_script03_2_F018,122.2437,124.6134,negative,2,3,3
Ses03M_script03_2_F019,125.8209,128.35,negative,2,3.5,3
Ses03M_script03_2_F020,132.6584,135.662,negative,2.5,3,3.5
Ses03M_script03_2_F021,135.9035,137.3676,negative,2,2.5,3
Ses03M_script03_2_F022,137.3978,139.4656,negative,2.5,3,3
Ses03M_script03_2_F023,147.4502,151.0925,negative,2,3.5,4.5
Ses03M_script03_2_F024,154.1425,156.7227,negative,2.5,3.5,4
Ses03M_script03_2_F025,159.4949,161.2911,negative,1.5,4,4.5
Ses03M_script03_2_F026,161.608,167.7964,negative,1,5,5
Ses03M_script03_2_F027,171.5699,174.785,negative,1.5,3,4
Ses03M_script03_2_F028,176.43,178.7394,negative,1.5,3,4
Ses03M_script03_2_F029,186.256,190.26,negative,2,3.5,4.5
Ses03M_script03_2_F030,191.5992,193.3425,negative,2,2,3.5
Ses03M_script03_2_F031,201.0327,207.8551,negative,1.5,4,4.5
Ses03M_script03_2_F032,213.8575,215.76,negative,2,3,4
Ses03M_script03_2_F033,219.9904,224.3072,negative,2.5,3,4
Ses03M_script03_2_F034,231.6427,233.6955,negative,2,2.5,3
Ses03M_script03_2_F035,236.0953,240.4272,negative,2.5,3,3
Ses03M_script03_2_F036,242.2083,244.33,neutral,3,2.5,3.5
Ses03M_script03_2_F037,246.3025,248.33,negative,2,4,3
Ses03M_script03_2_F038,249.5575,255.7171,negative,2,3.5,4
Ses03M_script03_2_F039,260.5924,265.2714,negative,1.5,3.5,4
Ses03M_script03_2_F040,265.5733,269.255,negative,2,4,4.5
Ses03M_script03_2_F041,270.8561,280.667,negative,1.5,4,4.5
Ses03M_script03_2_F042,291.9269,298.8851,negative,1.5,4,4.5
