utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03F_script02_1_F000,24.0358,25.2521,negative,3.5,3,2.5
Ses03F_script02_1_F001,46.8027,48.5436,negative,3,3,3.5
Ses03F_script02_1_F002,52.3898,57.2685,negative,2,3.5,3.5
Ses03F_script02_1_F003,60.2038,67.795,negative,2,4,4
Ses03F_script02_1_F004,90.083,92.7956,negative,3,2.5,3
Ses03F_script02_1_F005,125.2052,128.0596,negative,3,2,2.5
Ses03F_script02_1_F006,129.3956,132.3714,negative,2,3,3.5
Ses03F_script02_1_F007,138.08,140.57,negative,2,2.5,3
Ses03F_script02_1_F008,140.8129,143.0599,negative,2,2.5,3.5
Ses03F_script02_1_F009,144.1,145.8332,negative,2,3,3.5
Ses03F_script02_1_F010,154.4974,157.2303,negative,2.5,3,3.5
Ses03F_script02_1_F011,157.9,160.6514,negative,2,3,4
Ses03F_script02_1_F012,179.0875,185.6825,negative,2,3.5,4.5
Ses03F_script02_1_F013,200.965,207.7425,negative,1,4,4.5
Ses03F_script02_1_F014,208.86,211.087,negative,2,2,2.5
Ses03F_script02_1_F015,230.345,235.0458,negative,1.5,3.5,3.5
Ses03F_script02_1_F016,236.5033,238.892,negative,2.5,3,3
Ses03F_script02_1_F017,252.4348,262.5768,negative,1.5,4,4.5
Ses03F_script02_1_F018,265.89,271.4636,negative,1.5,4.5,4.5
Ses03F_script02_1_F019,354.5125,356.6477,negative,2.5,2.5,3.5
Ses03F_script02_1_F020,359.295,360.94,negative,2.5,2.5,2.5
Ses03F_script02_1_F021,363.0244,364.9109,negative,2.5,3,3
Ses03F_script02_1_M000,2.77,11.24,positive,4,4,4.5
Ses03F_script02_1_M001,11.3,14.66,positive,4,3,4
Ses03F_script02_1_M002,14.6975,24.2225,positive,4,4,4
Ses03F_script02_1_M003,24.91,33.1075,positive,4.5,4.5,4.5
Ses03F_script02_1_M004,33.2025,40.2425,positive,4,4,4
Ses03F_script02_1_M005,40.2825,47.7946,positive,3,4.5,4
Ses03F_script02_1_M006,48.04,53.4627,positive,3.5,4,4
Ses03F_script02_1_M007,56.0944,59.5155,positive,2.5,2.5,2.5
Ses03F_script02_1_M008,66.68,76.1075,positive,3.5,3.5,4
Ses03F_script02_1_M009,76.16,80.3025,positive,3,4,3
Ses03F_script02_1_M010,80.395,84.0707,positive,3,3,3.5
Ses03F_script02_1_M011,84.1517,90.8522,positive,3,3,3
Ses03F_script02_1_M012,91.743,95.21,neutral,3,3.5,2.5
Ses03F_script02_1_M013,95.3325,100.577,positive,2,4,4
Ses03F_script02_1_M014,100.7513,109.765,positive,3,3.5,4
Ses03F_script02_1_M015,109.83,119.8003,positive,4.5,4.5,4
Ses03F_script02_1_M016,119.885,125.7923,positive,3.5,3,3.5
Ses03F_script02_1_M017,127.4725,130.2863,neutral,3.5,3,2.5
Ses03F_script02_1_M018,131.7034,139.0517,negative,2.5,4,4
Ses03F_script02_1_M019,139.8817,141.6834,neutral,3.5,3,3
Ses03F_script02_1_M020,142.1085,144.4425,neutral,3,3.5,3.5
Ses03F_script02_1_M021,145.2867,152.2425,positive,1.5,4.5,3.5
Ses03F_script02_1_M022,152.29,155.2425,neutral,2.5,3,3
Ses03F_script02_1_M023,156.3396,158.5056,neutral,3,3,3
Ses03F_script02_1_M024,160.3477,179.565,neutral,3,4,4
Ses03F_script02_1_M025,185.215,196.9325,neutral,2.5,3.5,4
Ses03F_script02_1_M026,197.0075,201.495,neutral,3,3,4
Ses03F_script02_1_M027,207.2725,209.325,negative,2,2.5,2.5
Ses03F_script02_1_M028,210.655,220.4625,neutral,2.5,3.5,4
Ses03F_script02_1_M029,220.511,230.2076,neutral,4,3.5,3.5
Ses03F_script02_1_M030,235.0053,237.2725,negative,2.5,2.5,3
Ses03F_script02_1_M031,238.892,245.8625,negative,2.5,3.5,4
Ses03F_script02_1_M032,245.895,253.366,negative,3,4,4
Ses03F_script02_1_M033,263.6497,266.4875,negative,2.5,3,2.5
Ses03F_script02_1_M034,270.18,277.0913,negative,2.5,4,4
Ses03F_script02_1_M035,277.3949,282.09,negative,3.5,4.5,4.5
Ses03F_script02_1_M036,282.2533,290.5329,positive,3.5,4,4
Ses03F_script02_1_M037,290.58,303.2862,neutral,3,4.5,4.5
Ses03F_script02_1_M038,303.3267,314.3188,positive,3,4,5
Ses03F_script02_1_M039,314.3795,327.0721,positive,3,4,5
Ses03F_script02_1_M040,327.1329,335.12,positive,4,4,5
Ses03F_script02_1_M041,335.1725,344.9875,positive,4,3.5,5
Ses03F_script02_1_M042,345.0483,354.92,positive,4.5,5,5
Ses03F_script02_1_M043,356.29,359.0375,neutral,3,3,3
Ses03F_script02_1_M044,360.635,362.95,neutral,3,3,2.5
