utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses03F_script01_2_F000,6.9026,9.7483,negative,2.5,3.5,4
Ses03F_script01_2_F001,11.185,15.8191,negative,2,4.5,4
Ses03F_script01_2_F002,18.2825,21.4083,negative,2,3.5,3.5
Ses03F_script01_2_F003,31.3317,34.0753,negative,2.5,4,3.5
Ses03F_script01_2_F004,35.4616,37.3442,negative,2.5,3,3.5
Ses03F_script01_2_F005,40.6075,42.7145,negative,2.5,3,3.5
Ses03F_script01_2_F006,43.4004,47.9389,negative,2,3.5,4
Ses03F_script01_2_F007,49.5295,55.3231,negative,2,4.5,4
Ses03F_script01_2_F008,55.4106,59.7302,negative,2,3.5,3
Ses03F_script01_2_F009,59.8324,62.1235,negative,2.5,2.5,3
Ses03F_script01_2_F010,65.3924,68.8072,negative,3.5,2.5,3
Ses03F_script01_2_F011,69.9017,76.9065,negative,2,4,3.5
Ses03F_script01_2_F012,77.8075,82.4175,neutral,2.5,3,3.5
Ses03F_script01_2_F013,87.1275,95.53,negative,2,4,4
Ses03F_script01_2_F014,95.58,100.56,negative,1,5,4.5
Ses03F_script01_2_F015,100.56,103.11,negative,1,5,5
Ses03F_script01_2_F016,103.21,110.48,negative,1,5,4.5
Ses03F_script01_2_F017,111.32,115.905,negative,1,4.5,3.5
Ses03F_script01_2_F018,116.82,118.5,negative,2,2.5,3.5
Ses03F_script01_2_F019,118.6,122.4532,negative,1,4,4
Ses03F_script01_2_F020,130.17,132.66,negative,2,3,3
Ses03F_script01_2_F021,135.23,137.16,negative,1.5,2,2.5
Ses03F_script01_2_M000,8.9019,11.7622,negative,3,2.5,3.5
Ses03F_script01_2_M001,15.3375,18.745,neutral,3.5,3.5,3
Ses03F_script01_2_M002,21.2186,31.1858,negative,2.5,4,4
Ses03F_script01_2_M003,33.5925,36.308,neutral,3,3.5,3
Ses03F_script01_2_M004,36.755,39.4018,neutral,3.5,3.5,2.5
Ses03F_script01_2_M005,42.0286,44.6116,negative,2.5,3.5,3.5
Ses03F_script01_2_M006,47.3697,50.2592,neutral,2,3,3
Ses03F_script01_2_M007,62.2403,65.1005,neutral,3,3,2.5
Ses03F_script01_2_M008,83.3475,87.62,neutral,3,2.5,2.5
Ses03F_script01_2_M009,94.09,95.92,neutral,2.5,3.5,3
Ses03F_script01_2_M010,100.225,101.87,negative,2,2,3
Ses03F_script01_2_M011,109.52,112.07,negative,1.5,4,4
Ses03F_script01_2_M012,114.69,117.18,negative,2.5,2.5,3
Ses03F_script01_2_M013,121.68,124.54,negative,3,4,4
Ses03F_script01_2_M014,126.19,127.82,negative,2.5,3,3.5
Ses03F_script01_2_M015,127.93,130.8225,negative,2,3.5,3.5
Ses03F_script01_2_M016,132.61,135.37,negative,2.5,3,4
Ses03F_script01_2_M017,135.53,137.66,negative,1.5,3.5,4
Ses03F_script01_2_M018,137.7,140.56,negative,1.5,3.5,5
