% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[13.1300 - 15.5200],Ses05M_script03_2_F001,neu,"[2.0000, 3.0000, 3.5000]","[ ' trivial ' , ' little ' , ' broach ' ]"
[17.7900 - 21.4300],Ses05M_script03_2_F002,neu,"[2.5000, 3.0000, 3.0000]","[ ' quite ' , ' like ' , ' wear ' , ' often ' ]"
[24.9496 - 30.4600],Ses05M_script03_2_F003,neg,"[2.5000, 2.5000, 3.5000]","[ ' garbage ' , ' work ' , ' whole ' , ' thing ' , ' jealous ' , ' imagination ' ]"
[32.1200 - 35.5500],Ses05M_script03_2_F004,neu,"[3.5000, 3.0000, 3.0000]","[ ' oh ' , ' maybe ' , ' little ' , ' nothing ' , ' serious ' ]"
[37.1200 - 38.5800],Ses05M_script03_2_F005,neu,"[2.0000, 2.5000, 3.0000]",[ ' well ' ]
[39.2300 - 42.4900],Ses05M_script03_2_F006,neu,"[2.0000, 3.5000, 4.0000]","[ ' well ' , ' give ' , ' lot ' , ' pleasure ' , ' hurt ' ]"
[48.6300 - 51.5000],Ses05M_script03_2_F008,neg,"[2.0000, 2.5000, 3.0000]","[ ' get ' , ' bored ' , ' conversation ' ]"
[55.6400 - 57.2800],Ses05M_script03_2_F009,neu,"[3.0000, 2.0000, 2.5000]",[ ' thank ' ]
[77.0000 - 79.5900],Ses05M_script03_2_F012,neu,"[2.5000, 2.0000, 3.0000]","[ ' become ' , ' habit ' ]"
[82.2600 - 84.4600],Ses05M_script03_2_F013,neg,"[1.5000, 2.5000, 3.5000]",[ ' stupid ' ]
[92.1900 - 94.9900],Ses05M_script03_2_F015,neu,"[2.5000, 3.0000, 3.0000]","[ ' make ' , ' fascinating ' ]"
[104.8700 - 107.7200],Ses05M_script03_2_F018,neg,"[1.5000, 3.0000, 4.0000]",[ ' quiet ' ]
[121.8400 - 123.0985],Ses05M_script03_2_F021,neg,"[2.0000, 3.5000, 4.0000]",[ ' ste ' ]
