% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[3.9419 - 5.5500],Ses05M_impro01_F000,neu,"[3.0000, 2.5000, 2.5000]",Can I help you?
[9.7900 - 19.0800],Ses05M_impro01_F001,neu,"[3.0000, 2.5000, 3.0000]","Oh, this- this form that you have is the wrong form.  You need to go over to the other line on the other side of the D.M.V.."
[21.8200 - 25.7400],Ses05M_impro01_F002,neu,"[3.0000, 3.0000, 3.0000]","Right, but this is the wrong form.  Somebody gave you the wrong form."
[25.9700 - 28.7700],Ses05M_impro01_F003,neu,"[3.0000, 2.5000, 3.0000]","Yeah.  So, I cannot -- I cannot do anything-"
[30.5800 - 37.7100],Ses05M_impro01_F004,neu,"[3.0000, 3.0000, 3.0000]","No, but this is for um- replacements and you need a new -- whole new license as a California --"
[39.6500 - 42.4300],Ses05M_impro01_F005,fru,"[2.5000, 2.5000, 3.5000]","Sir, do not get an attitude with me."
[45.1800 - 55.9300],Ses05M_impro01_F006,neu,"[2.5000, 3.5000, 4.0000]","No, I understand and there are a lot of people here.  But what I'm telling you is that it is different for different states and since your getting a new license in the state of California -- You have to fill out a different form than you did."
[60.2600 - 63.4300],Ses05M_impro01_F007,fru,"[2.0000, 3.0000, 3.0000]",I do not know.  I do not know who told you.  It was not me.
[66.1000 - 70.3800],Ses05M_impro01_F008,fru,"[2.5000, 3.0000, 3.5000]","You- You can ask her if you want, but she is busy and she probably will not answer you."
[73.0300 - 74.4200],Ses05M_impro01_F009,neu,"[2.5000, 3.0000, 2.5000]",I know.
[74.4300 - 76.7300],Ses05M_impro01_F010,fru,"[3.0000, 2.0000, 2.5000]","Sir, you- I mean"
[77.8100 - 80.1400],Ses05M_impro01_F011,fru,"[2.5000, 3.5000, 3.5000]",You can waist as much as you want
[80.1500 - 83.7500],Ses05M_impro01_F012,neu,"[2.5000, 3.0000, 3.0000]",Yeah.  I know it is gonna take a minute.  But you-- so you might as well get started now.
[85.8300 - 89.2300],Ses05M_impro01_F013,fru,"[1.5000, 3.5000, 3.5000]","I cannot take this one, sir. this is the wrong form."
[94.4000 - 97.0300],Ses05M_impro01_F014,fru,"[1.5000, 2.5000, 3.0000]","Sir, please do not waste my time."
[97.6000 - 103.3300],Ses05M_impro01_F015,fru,"[2.5000, 3.0000, 3.5000]",There is nothing I can do about it.  You need to take this other form and fill it out and go stand in the other line.
[106.9700 - 110.5800],Ses05M_impro01_F016,fru,"[2.0000, 2.5000, 3.0000]","They are different forms, we process them all different-"
[114.5400 - 117.3100],Ses05M_impro01_F017,fru,"[2.5000, 3.0000, 3.5000]",I -- there's no way I'd make an exception.
[117.6100 - 123.9600],Ses05M_impro01_F018,fru,"[2.0000, 3.5000, 3.5000]","Sir, do not patronize me.  I cannot make an exception.  I do not- I do not have the power to do that.  It is a different form."
[124.0000 - 126.8700],Ses05M_impro01_F019,fru,"[2.5000, 3.5000, 3.0000]",They are processed differently.
[127.4900 - 130.6000],Ses05M_impro01_F020,fru,"[1.5000, 3.5000, 4.0000]","Sir, you're gonna have to go stand in the other line."
[132.8200 - 137.3100],Ses05M_impro01_F021,ang,"[1.5000, 4.0000, 4.5000]",I'm gonna- I'm gonna bring security over and have them escort you out.
[142.9300 - 147.7700],Ses05M_impro01_F022,fru,"[2.0000, 3.5000, 4.0000]",But you filled out the wrong form and you're in the wrong line and you're wasting both of our times.
[148.4300 - 152.7500],Ses05M_impro01_F023,ang,"[2.0000, 3.5000, 4.5000]","Well, that is unfortunate, sir.  You're gonna have to go stand in the other line now."
[5.1900 - 9.7600],Ses05M_impro01_M000,xxx,"[4.0000, 3.5000, 3.5000]","Yes, I'm um- just getting my I.D.  I need a new I.D."
[18.8700 - 23.2300],Ses05M_impro01_M001,xxx,"[2.5000, 3.5000, 3.0000]",What do you mean?  I filled out my forms and I rushed to get my I.D.
[25.4600 - 26.9700],Ses05M_impro01_M002,xxx,"[2.5000, 3.0000, 2.5000]",The wrong form?
[27.5100 - 31.2200],Ses05M_impro01_M003,xxx,"[2.5000, 3.5000, 3.5000]",What is wrong about this form?  It says new I.D. on it.
[36.6600 - 40.1800],Ses05M_impro01_M004,fru,"[2.0000, 3.5000, 4.0000]",What is the difference?  What is the difference between that form and this form?
[42.0100 - 45.6200],Ses05M_impro01_M005,ang,"[2.0000, 4.0000, 4.0000]","I'm not getting a -- well, you wait in this line and not get an attitude."
[51.9500 - 52.9600],Ses05M_impro01_M006,xxx,"[2.0000, 2.5000, 3.0000]",yeah.
