utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses02F_script02_2_F000,6.33,7.72,neutral,2.5,2,2.5
Ses02F_script02_2_F001,9.5015,11.26,negative,2.5,3.5,2.5
Ses02F_script02_2_F002,14.81,21.45,negative,2.5,3.5,4
Ses02F_script02_2_F003,22.96,34.98,negative,2.5,4,4
Ses02F_script02_2_F004,36.01,38.97,negative,2.5,3,3.5
Ses02F_script02_2_F005,45.21,52.65,negative,1.5,4.5,4.5
Ses02F_script02_2_F006,53.2,57.7,negative,2,4,4
Ses02F_script02_2_F007,67.31,70.98,negative,1.5,4,3.5
Ses02F_script02_2_F008,71.75,75.23,negative,2,4,3.5
Ses02F_script02_2_F009,76.89,79.73,negative,2,3.5,4
Ses02F_script02_2_F010,80.77,86.15,negative,2,4,4.5
Ses02F_script02_2_F011,86.16,99.71,negative,1.5,5,5
Ses02F_script02_2_F012,101.28,103.81,negative,2,3.5,3.5
Ses02F_script02_2_F013,104.93,111.9,negative,1.5,4,4.5
Ses02F_script02_2_F014,113.25,116.23,negative,1,4.5,5
Ses02F_script02_2_F015,143.69,149.72,negative,2.5,3,4
Ses02F_script02_2_F016,149.74,159.76,negative,4,4,3.5
Ses02F_script02_2_F017,159.7833,169.32,negative,3.5,4,4.5
Ses02F_script02_2_F018,169.34,178.17,negative,4,4.5,4
Ses02F_script02_2_F019,178.78,183.33,negative,4,4,4
Ses02F_script02_2_F020,196.73,202.01,negative,2.5,3,3.5
Ses02F_script02_2_F021,206.41,207.55,negative,2.5,2,2.5
Ses02F_script02_2_F022,208.74,209.72,negative,2.5,2.5,2
Ses02F_script02_2_F023,210.68,211.83,negative,2,3.5,2.5
Ses02F_script02_2_F024,213.2,214.07,negative,2,2,2.5
Ses02F_script02_2_F025,215.21,216.2,negative,2.5,2,2.5
Ses02F_script02_2_F026,217.41,218.68,negative,2,3.5,3.5
Ses02F_script02_2_F027,218.93,220.14,negative,2,4,4
Ses02F_script02_2_F028,225.57,229.17,negative,1,4.5,4.5
Ses02F_script02_2_F029,269,274.06,negative,1.5,4,3.5
