utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses02F_script01_1_F000,7.05,10.52,neutral,2.5,3,2.5
Ses02F_script01_1_F001,11.55,15.08,neutral,2,3,3
Ses02F_script01_1_F002,16.55,18,neutral,2,2,2.5
Ses02F_script01_1_F003,24.59,27.79,negative,2,3.5,3
Ses02F_script01_1_F004,33.2025,35.1973,negative,2,2,3
Ses02F_script01_1_F005,39.1,41.86,negative,2,2,2.5
Ses02F_script01_1_F006,44.88,47.19,negative,2,2.5,3
Ses02F_script01_1_F007,47.25,51.2394,negative,2,3.5,4
Ses02F_script01_1_F008,52.76,58.25,negative,2,2.5,4
Ses02F_script01_1_F009,64.25,65.66,negative,2.5,2.5,2.5
Ses02F_script01_1_F010,70,71.85,negative,2,3,3.5
Ses02F_script01_1_F011,78.23,80.27,negative,2.5,3,3
Ses02F_script01_1_F012,96.48,98.71,negative,2,2.5,4
Ses02F_script01_1_F013,99.88,102.43,negative,2.5,4,3.5
Ses02F_script01_1_F014,106.41,116.22,negative,2,3.5,4
Ses02F_script01_1_F015,118.21,126.02,negative,2,4,4
Ses02F_script01_1_F016,131.63,133.08,negative,3,2,2
Ses02F_script01_1_F017,134.54,138.67,negative,2.5,3,2.5
Ses02F_script01_1_F018,142.52,144.9616,neutral,2.5,3,3.5
Ses02F_script01_1_F019,147.2,150.78,negative,2,3.5,3.5
Ses02F_script01_1_F020,153.44,157.3,negative,2,3.5,2.5
Ses02F_script01_1_F021,157.81,159.75,neutral,2,3,3.5
Ses02F_script01_1_F022,169.52,173.02,negative,2.5,3.5,4
Ses02F_script01_1_F023,173.9,179.63,negative,2,3.5,4.5
Ses02F_script01_1_F024,179.66,187.68,negative,2,3.5,4.5
Ses02F_script01_1_F025,199.53,202.24,neutral,3.5,2,3
Ses02F_script01_1_F026,203.2237,206.3,neutral,2.5,3.5,3.5
Ses02F_script01_1_F027,208.33,212.7334,neutral,2.5,3,3
Ses02F_script01_1_F028,225.01,227.92,negative,2,3.5,3.5
Ses02F_script01_1_F029,227.95,229.497,negative,2,3,3.5
Ses02F_script01_1_F030,231.1923,234.0509,negative,2,4,4
Ses02F_script01_1_F031,236.3101,244.83,negative,2,3,4
Ses02F_script01_1_F032,252.91,261.31,negative,1.5,4,4.5
Ses02F_script01_1_F033,261.33,264.88,negative,2,3.5,4.5
Ses02F_script01_1_F034,265.58,268.27,negative,1.5,4,3.5
Ses02F_script01_1_F035,281.74,283.66,negative,2,2.5,4
Ses02F_script01_1_F036,289.08,290.77,negative,1.5,3.5,4
Ses02F_script01_1_F037,293.36,295.88,negative,2,4.5,4.5
Ses02F_script01_1_F038,298.41,300.58,negative,1.5,3.5,4
Ses02F_script01_1_F039,316.25,319.83,negative,1.5,2.5,4
Ses02F_script01_1_F040,322.49,325.8319,negative,1.5,3.5,3.5
Ses02F_script01_1_F041,326.7,336.4,negative,1.5,4.5,4.5
Ses02F_script01_1_F042,339.26,343.76,negative,1.5,3.5,4
Ses02F_script01_1_F043,346.56,349.87,negative,2,2,3
Ses02F_script01_1_F044,353.52,356.2,negative,3.5,2,2.5
Ses02F_script01_1_M000,10.17,11.81,negative,3,2.5,3
Ses02F_script01_1_M001,14.96,16.8,negative,3,3,3
Ses02F_script01_1_M002,17.7378,24.94,negative,3,2.5,3.5
Ses02F_script01_1_M003,27.7,33.82,negative,2,2,3
Ses02F_script01_1_M004,34.6933,39.45,negative,3,2.5,3.5
Ses02F_script01_1_M005,41.07,44.3927,negative,2.5,2.5,3
Ses02F_script01_1_M006,51.33,53.07,negative,2.5,2.5,2.5
Ses02F_script01_1_M007,58.6,64.59,negative,2.5,2.5,3.5
Ses02F_script01_1_M008,65.82,70.79,negative,2,2.5,3.5
Ses02F_script01_1_M009,72.19,78.96,negative,2,3,4
Ses02F_script01_1_M010,79.99,86.28,negative,2,3,3.5
Ses02F_script01_1_M011,86.35,97.8,negative,2,3.5,4.5
Ses02F_script01_1_M012,98.22,100.16,negative,2.5,3.5,4
Ses02F_script01_1_M013,102.09,107.18,negative,2,3.5,4
Ses02F_script01_1_M014,116.1,118.49,negative,2.5,3,3
