utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses02M_script03_1_F000,6.7608,8.6428,positive,2.5,3.5,1.5
Ses02M_script03_1_F001,9.1462,12.2099,positive,2.5,3.5,2
Ses02M_script03_1_F002,13.0059,15.7092,positive,2.5,4.5,1
Ses02M_script03_1_F003,18.5326,20.8905,positive,3,2.5,2
Ses02M_script03_1_F004,21.3711,24.1945,positive,2.5,2,2.5
Ses02M_script03_1_F005,29.3458,33.1455,positive,4,3.5,2
Ses02M_script03_1_F006,34.9176,37.651,positive,4,3,2.5
Ses02M_script03_1_F007,38.1466,42.2165,positive,4,2.5,2.5
Ses02M_script03_1_F008,45.7158,49.155,positive,2.5,2.5,2.5
Ses02M_script03_1_F009,49.6807,53.3001,positive,2.5,2,3
Ses02M_script03_1_F010,55.8532,58.0008,positive,4,2.5,2.5
Ses02M_script03_1_F011,65.7202,68.3785,positive,3.5,3,3
Ses02M_script03_1_F012,70.1807,71.6825,positive,4,2,2
Ses02M_script03_1_F013,82.1503,85.5445,positive,4,2.5,3
Ses02M_script03_1_F014,87.6921,91.4166,neutral,2.5,2.5,2
Ses02M_script03_1_F015,94.2401,96.7481,negative,2.5,2.5,2
Ses02M_script03_1_F016,98.265,103.4163,negative,3,2.5,2
Ses02M_script03_1_F017,105.1884,107.5613,neutral,3,3,1.5
Ses02M_script03_1_F018,112.202,115.3408,positive,3.5,2.5,2.5
Ses02M_script03_1_F019,135.4354,138.0486,positive,3.5,2.5,3
Ses02M_script03_1_F020,148.4863,155.8903,positive,4,3,3
Ses02M_script03_1_F021,157.9779,160.6512,positive,4,2.5,2
Ses02M_script03_1_F022,164.1655,169.3167,positive,4,3,2.5
Ses02M_script03_1_F023,169.9475,176.6757,positive,4,3,2.5
Ses02M_script03_1_F024,177.4867,180.2651,positive,3.5,1.5,2.5
Ses02M_script03_1_F025,183.4941,188.0446,positive,4,3.5,2.5
Ses02M_script03_1_F026,188.6003,191.8743,positive,3.5,2,3
Ses02M_script03_1_F027,192.7754,200.645,positive,4.5,3,2.5
Ses02M_script03_1_F028,200.7651,205.3307,positive,4,3.5,2
Ses02M_script03_1_F029,206.4871,209.2956,positive,4,2.5,2.5
Ses02M_script03_1_M000,5.5365,7.2541,negative,2.5,4.5,1.5
Ses02M_script03_1_M001,8.1099,9.5667,negative,2.5,3,1.5
Ses02M_script03_1_M002,11.5341,13.4564,negative,2.5,3,2
Ses02M_script03_1_M003,16.2649,19.1183,negative,3,3.5,2
Ses02M_script03_1_M004,20.3799,22.092,positive,4,3,2.5
Ses02M_script03_1_M005,23.7318,30.3521,positive,3.5,3.5,1.5
Ses02M_script03_1_M006,32.3946,35.4283,negative,3.5,3,2.5
Ses02M_script03_1_M007,36.855,38.9426,positive,4,2.5,2.5
Ses02M_script03_1_M008,41.781,46.2415,positive,4,2.5,2.5
Ses02M_script03_1_M009,48.314,50.2964,negative,3.5,2.5,2.5
Ses02M_script03_1_M010,52.7895,56.484,positive,4,3,2.5
Ses02M_script03_1_M011,57.8506,66.9518,positive,4,3.5,2.5
Ses02M_script03_1_M012,67.6426,70.7814,positive,4,3,3
Ses02M_script03_1_M013,71.0668,79.0343,positive,4,3.5,3.5
Ses02M_script03_1_M014,79.0941,83.0664,positive,4,3.5,3
Ses02M_script03_1_M015,84.8536,88.1727,positive,4,2.5,3
Ses02M_script03_1_M016,90.8309,94.6456,negative,3,1.5,2.5
Ses02M_script03_1_M017,96.2375,98.7456,neutral,3.5,2,2.5
Ses02M_script03_1_M018,102.7104,105.5789,positive,4,3.5,2.5
Ses02M_script03_1_M019,106.7203,112.7727,positive,4,3.5,2.5
Ses02M_script03_1_M020,114.7701,117.3683,positive,4,2.5,3
Ses02M_script03_1_M021,117.3833,131.09,positive,4.5,3,3
Ses02M_script03_1_M022,131.1199,135.9153,positive,4,3,3
Ses02M_script03_1_M023,137.4478,149.5226,positive,4.5,3.5,2.5
Ses02M_script03_1_M024,155.2896,158.9541,positive,4,2.5,2
Ses02M_script03_1_M025,160.2156,165.2468,positive,4,2.5,2.5
Ses02M_script03_1_M026,168.731,170.9537,negative,3,3.5,3
Ses02M_script03_1_M027,176.0149,178.2226,negative,3.5,2,2
Ses02M_script03_1_M028,179.9197,185.0409,negative,3.5,3,3
Ses02M_script03_1_M029,186.723,189.3062,positive,4,3.5,2.5
Ses02M_script03_1_M030,191.3336,193.7366,positive,3.5,3,1.5
Ses02M_script03_1_M031,199.3084,201.8314,positive,4,4,2.5
Ses02M_script03_1_M032,204.6399,207.0278,positive,3.5,2,2.5
Ses02M_script03_1_M033,208.7249,213.5908,positive,3,2.5,2.5
