utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses02F_impro01_F000,5.3661,9.615,neutral,4,3,2
Ses02F_impro01_F001,16.484,19.7791,positive,2,2.5,2.5
Ses02F_impro01_F002,23.369,26.0214,neutral,3,2.5,2
Ses02F_impro01_F003,30.713,32.8369,negative,2,3.5,2.5
Ses02F_impro01_F004,32.8981,37.88,negative,2,3.5,2
Ses02F_impro01_F005,38.0286,40.3056,negative,2,3.5,3
Ses02F_impro01_F006,45.0441,50.0436,negative,2,3,2.5
Ses02F_impro01_F007,50.0639,51.9832,negative,2,3,2
Ses02F_impro01_F008,57.5135,66.671,negative,2,4,1.5
Ses02F_impro01_F009,66.6912,72.0669,negative,1.5,3,2.5
Ses02F_impro01_F010,78.1061,87.7428,negative,2,3.5,2
Ses02F_impro01_F011,88.3022,89.9978,negative,2,4,3
Ses02F_impro01_F012,96.4709,99.7098,negative,2,3.5,2.5
Ses02F_impro01_F013,99.8449,105.6836,negative,1.5,3.5,2.5
Ses02F_impro01_F014,111.5773,119.8805,negative,1.5,4,2
Ses02F_impro01_F015,124.1293,132.0469,negative,1.5,4.5,2
Ses02F_impro01_F016,135.5643,145.6458,negative,1.5,4,3
Ses02F_impro01_F017,145.7064,150.8614,negative,1.5,3.5,2.5
Ses02F_impro01_F018,154.0504,159.7574,negative,1.5,4.5,3.5
Ses02F_impro01_F019,164.674,169.8898,negative,1.5,5,3.5
Ses02F_impro01_F020,171.5438,175.7488,negative,1.5,3,3.5
Ses02F_impro01_F021,180.6986,190.9121,negative,1.5,3.5,2.5
Ses02F_impro01_F022,202.8414,205.0638,negative,1.5,3,2.5
Ses02F_impro01_F023,209.2752,214.5392,negative,2,3.5,3
Ses02F_impro01_M000,5.8186,7.253,neutral,2.5,2,2
Ses02F_impro01_M001,9.8327,15.9334,neutral,3,2.5,2.5
Ses02F_impro01_M002,20.5395,23.2318,neutral,2.5,2,2.5
Ses02F_impro01_M003,25.7699,32.1839,neutral,2.5,2,2
Ses02F_impro01_M004,38.1175,39.5783,neutral,2.5,2.5,2
Ses02F_impro01_M005,40.4471,45.0994,negative,2.5,2.5,2.5
Ses02F_impro01_M006,50.0639,51.963,negative,3.5,2.5,2.5
Ses02F_impro01_M007,51.9832,57.8604,negative,3,2.5,2.5
Ses02F_impro01_M008,70.1056,72.0855,negative,2.5,3,2.5
Ses02F_impro01_M009,72.2875,79.2332,negative,2.5,2.5,2.5
Ses02F_impro01_M010,87.4602,88.6522,negative,2.5,3.5,2.5
Ses02F_impro01_M011,88.6926,97.7625,negative,2.5,3.5,3
Ses02F_impro01_M012,100.014,101.5823,negative,2.5,3,2
Ses02F_impro01_M013,105.0169,111.4287,negative,2.5,3,3
Ses02F_impro01_M014,119.606,125.5354,negative,2.5,3,2.5
Ses02F_impro01_M015,132.1517,135.6478,negative,2.5,4,3.5
Ses02F_impro01_M016,141.989,143.5245,negative,2.5,2.5,2
Ses02F_impro01_M017,150.5061,155.603,negative,2.5,3.5,3.5
Ses02F_impro01_M018,158.9194,164.5611,negative,2.5,3.5,3.5
Ses02F_impro01_M019,164.5945,166.9199,negative,2.5,3.5,3
Ses02F_impro01_M020,167.9301,173.4579,negative,2.5,3.5,3.5
Ses02F_impro01_M021,175.6255,182.0081,negative,2.5,4,3.5
Ses02F_impro01_M022,190.982,195.9117,negative,2.5,3.5,3
Ses02F_impro01_M023,195.9319,204.2806,negative,3,3,2.5
Ses02F_impro01_M024,204.7828,208.4711,negative,2.5,2,2.5
