utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses02M_impro03_F000,5.2402,9.0515,positive,4.5,3.5,3.5
Ses02M_impro03_F001,12.123,14.0146,positive,4,3.5,3.5
Ses02M_impro03_F002,17.3302,21.296,positive,5,4.5,4
Ses02M_impro03_F003,23.2289,25.5477,positive,4.5,4,4
Ses02M_impro03_F004,26.9512,28.2937,positive,4,3.5,3.5
Ses02M_impro03_F005,31.1617,32.911,positive,4.5,4,4
Ses02M_impro03_F006,36.4389,40.3353,positive,4,3,3.5
Ses02M_impro03_F007,40.5591,44.4238,positive,4,3.5,3.5
Ses02M_impro03_F008,48.8635,53.0889,positive,5,4.5,4
Ses02M_impro03_F009,57.86,58.81,positive,4,3,2.5
Ses02M_impro03_F010,63.3405,65.1508,positive,4,3,3
Ses02M_impro03_F011,74.955,77.0704,positive,5,4.5,4
Ses02M_impro03_F012,77.0907,80.57,positive,4.5,4.5,3.5
Ses02M_impro03_F013,85.3339,94.6853,positive,5,4,4.5
Ses02M_impro03_F014,95.4379,96.8617,positive,4,3,3
Ses02M_impro03_F015,99.6891,103.4785,positive,4.5,4,4
Ses02M_impro03_F016,104.4488,106.5845,positive,3.5,3.5,3.5
Ses02M_impro03_F017,107.2558,109.6966,positive,4.5,3,4
Ses02M_impro03_F018,113.3783,115.3716,positive,4,3,3
Ses02M_impro03_F019,119.1334,121.56,positive,3.5,3.5,3
Ses02M_impro03_F020,135.37,137.95,positive,4,3.5,3.5
Ses02M_impro03_F021,139.3125,143.645,positive,3.5,3,3
Ses02M_impro03_F022,149.58,150.66,positive,4,2.5,3
Ses02M_impro03_F023,152.6886,157.9201,positive,4,3,4
Ses02M_impro03_F024,158.8655,164.7588,positive,4.5,4.5,4.5
Ses02M_impro03_F025,171.654,174.8068,positive,3.5,2.5,3
Ses02M_impro03_F026,176.1086,178.9562,positive,4,3.5,3.5
Ses02M_impro03_F027,183.57,185.33,positive,4,2.5,3
Ses02M_impro03_F028,186.1365,191.4453,positive,4.5,3.5,3.5
Ses02M_impro03_M000,3.1431,5.553,positive,4,4,3.5
Ses02M_impro03_M001,9.1156,12.3065,positive,4.5,4,4
Ses02M_impro03_M002,14.1737,17.6149,positive,5,3.5,3.5
Ses02M_impro03_M003,21.2152,23.3916,positive,4.5,4,3.5
Ses02M_impro03_M004,24.8,27.6835,positive,4,4.5,4
Ses02M_impro03_M005,28.2293,31.5075,positive,4.5,4.5,4
Ses02M_impro03_M006,32.6098,36.6537,positive,4.5,4,4.5
Ses02M_impro03_M007,43.75,49.86,positive,4,3,4
Ses02M_impro03_M008,53.04,58.33,positive,4,4,3.5
Ses02M_impro03_M009,58.3367,64.1134,positive,4,4,4
Ses02M_impro03_M010,65.1724,72.73,positive,4,3.5,3.5
Ses02M_impro03_M011,72.74,76.14,positive,4,3.5,4
Ses02M_impro03_M012,76.8059,77.7009,positive,4.5,2.5,3
Ses02M_impro03_M013,79.2909,85.532,positive,4,3.5,3.5
Ses02M_impro03_M014,86.83,88.3,positive,4,2.5,2.5
Ses02M_impro03_M015,88.46,90.1494,positive,4,3.5,3.5
Ses02M_impro03_M016,94.4412,95.804,positive,4,3.5,3.5
Ses02M_impro03_M017,96.6583,100.279,positive,4,3,3.5
Ses02M_impro03_M018,103.33,104.9776,positive,4.5,3,3.5
Ses02M_impro03_M019,105.9947,107.4795,positive,5,3.5,3.5
Ses02M_impro03_M020,109.5372,114.5874,positive,4,4.5,4
Ses02M_impro03_M021,115.1625,119.6025,positive,4,4,4
Ses02M_impro03_M022,121.6073,129.4938,positive,4,3.5,4
Ses02M_impro03_M023,129.9508,139.699,positive,3.5,4,4
Ses02M_impro03_M024,143.6282,150.2993,positive,3.5,3.5,4
Ses02M_impro03_M025,150.3093,156.8328,positive,4,4,4
Ses02M_impro03_M026,157.619,158.9208,positive,4.5,3.5,4
Ses02M_impro03_M027,164.7903,172.9558,positive,4,3.5,4
Ses02M_impro03_M028,174.7051,176.434,positive,3.5,3,3.5
Ses02M_impro03_M029,178.5291,183.85,positive,4,3.5,4
Ses02M_impro03_M030,185.2618,189.2079,positive,4,3,3.5
Ses02M_impro03_M031,190.9368,191.8928,positive,4,3,3
