utterance_id,start_time,end_time,emotion,valence,arousal,dominance
Ses02M_impro05_F000,3.6155,4.8484,neutral,3.5,3,2.5
Ses02M_impro05_F001,9.295,13.2588,neutral,3.5,3,3
Ses02M_impro05_F002,14.74,16.49,neutral,3,2.5,2.5
Ses02M_impro05_F003,16.49,27.9028,neutral,3,3,3
Ses02M_impro05_F004,30.47,36.5507,neutral,3,3,3
Ses02M_impro05_F005,38.1619,46.2674,neutral,2.5,3,3
Ses02M_impro05_F006,46.2872,53.6683,neutral,2.5,3,3.5
Ses02M_impro05_F007,56.6475,69.87,neutral,2.5,3,3.5
Ses02M_impro05_F008,69.88,72.1149,neutral,3,2.5,2.5
Ses02M_impro05_F009,74.3085,75.0407,neutral,3,2.5,2.5
Ses02M_impro05_F010,81.36,82.59,neutral,3,2.5,2.5
Ses02M_impro05_F011,83.1331,94.2758,neutral,2,3,3.5
Ses02M_impro05_F012,100.2715,104.9224,neutral,2.5,3,3
Ses02M_impro05_F013,105.3994,111.5716,neutral,2.5,3,3
Ses02M_impro05_F014,111.7101,113.5505,neutral,2.5,2.5,2.5
Ses02M_impro05_F015,119.3685,125.56,neutral,3,3,3.5
Ses02M_impro05_F016,125.59,127.15,neutral,3,2.5,2.5
Ses02M_impro05_F017,133.4189,141.79,neutral,2.5,3,2.5
Ses02M_impro05_F018,141.8,145.15,neutral,2,2.5,3
Ses02M_impro05_F019,152.8519,154.4152,neutral,3,2.5,3
Ses02M_impro05_F020,159.91,162.69,neutral,3,3.5,3.5
Ses02M_impro05_F021,162.7,165.64,neutral,3,3.5,3
Ses02M_impro05_F022,167.5717,176.8958,negative,2.5,3.5,3
Ses02M_impro05_F023,180.8041,187.9777,neutral,2.5,3.5,3
Ses02M_impro05_F024,203.06,209.3303,neutral,2.5,3,3
Ses02M_impro05_F025,211.7643,217.8594,neutral,2.5,3,3.5
Ses02M_impro05_F026,217.8694,226.37,neutral,2.5,3,3.5
Ses02M_impro05_F027,230.9033,232.5628,neutral,3,3.5,2
Ses02M_impro05_F028,232.62,241.2503,negative,2.5,3,4
Ses02M_impro05_F029,242.5959,244.2978,negative,3,3,3.5
Ses02M_impro05_F030,246.19,247.1636,negative,3.5,2.5,3
Ses02M_impro05_M000,2.6966,3.9776,neutral,3.5,3,2.5
Ses02M_impro05_M001,4.9295,9.479,neutral,3,2.5,3
Ses02M_impro05_M002,11.48,16.5042,neutral,3,3.5,3
Ses02M_impro05_M003,27.2271,31.5242,neutral,3,3.5,2.5
Ses02M_impro05_M004,35.32,38.1932,negative,2.5,3.5,3.5
Ses02M_impro05_M005,53.6501,56.5535,negative,2.5,3.5,3.5
Ses02M_impro05_M006,67.2635,69.8172,negative,2.5,3.5,3.5
Ses02M_impro05_M007,71.65,74.44,negative,2.5,3.5,3.5
Ses02M_impro05_M008,74.45,81.92,negative,2.5,4,3.5
Ses02M_impro05_M009,81.93,83.1741,negative,2.5,3.5,3.5
Ses02M_impro05_M010,94.0921,100.45,negative,2.5,4,4
Ses02M_impro05_M011,100.45,102.1519,negative,2,4,4
Ses02M_impro05_M012,104.6651,105.4765,negative,1.5,3,3
Ses02M_impro05_M013,112.1652,119.18,negative,2,4.5,4
Ses02M_impro05_M014,119.19,121.87,negative,2,3.5,4
Ses02M_impro05_M015,123.6628,124.5533,negative,2,3.5,4
Ses02M_impro05_M016,126.7989,133.6168,negative,2,4,4
Ses02M_impro05_M017,144.87,148.03,negative,1.5,3,3.5
Ses02M_impro05_M018,148.04,153.3268,negative,2,4,4
Ses02M_impro05_M019,153.3268,157.4725,negative,2.5,4,4
Ses02M_impro05_M020,157.5352,161.3054,negative,2,4,4
Ses02M_impro05_M021,165.1608,167.6344,negative,3,4,4
Ses02M_impro05_M022,176.6979,180.9525,negative,2.5,4.5,4.5
Ses02M_impro05_M023,186.8406,196.4079,negative,2,4,4
Ses02M_impro05_M024,196.4177,204.0663,negative,1.5,4.5,5
Ses02M_impro05_M025,207.03,211.9163,negative,1.5,4,4.5
Ses02M_impro05_M026,225.36,230.89,negative,2,4,4
Ses02M_impro05_M027,230.9,233.31,negative,2,3.5,3.5
Ses02M_impro05_M028,241.086,245.8809,negative,2,4,4.5
