% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[8.8100 - 10.9600],Ses05M_script03_2_F000,xxx,"[2.5000, 3.0000, 3.0000]","['Oh', 'You', 'knew', 'there', 'was', 'nothing', 'in', 'that', '.']"
[13.1300 - 15.5200],Ses05M_script03_2_F001,neu,"[2.0000, 3.0000, 3.5000]","['Only', 'a', 'trivial', 'little', 'broach', '.']"
[17.7900 - 21.4300],Ses05M_script03_2_F002,neu,"[2.5000, 3.0000, 3.0000]","['Not', 'at', 'all', '.', 'I', 'quite', 'like', 'it', '.', 'I', 'wear', 'it', 'often', '.']"
[24.9496 - 30.4600],Ses05M_script03_2_F003,fru,"[2.5000, 2.5000, 3.5000]","['[', 'garbage', ']', ',', 'No', ',', 'I', 'did', 'not', '.', 'You', 'worked', 'the', 'whole', 'thing', 'up', 'in', 'your', 'jealous', 'imagination', '.']"
[32.1200 - 35.5500],Ses05M_script03_2_F004,neu,"[3.5000, 3.0000, 3.0000]","['Oh', ',', 'maybe', 'a', 'little', '.', 'Nothing', 'serious', '.']"
[37.1200 - 38.5800],Ses05M_script03_2_F005,neu,"[2.0000, 2.5000, 3.0000]","['Well', ',', 'what', 'of', 'it', '.']"
[39.2300 - 42.4900],Ses05M_script03_2_F006,neu,"[2.0000, 3.5000, 4.0000]","['Well', 'it', 'gave', 'him', 'a', 'lot', 'of', 'pleasure', 'and', 'it', 'did', 'not', 'hurt', 'me', '.']"
[43.2400 - 47.3100],Ses05M_script03_2_F007,xxx,"[2.5000, 3.5000, 4.0000]","['Well', ',', 'if', 'you', 'had', 'not', 'been', 'so', 'nosey', 'and', 'suspicious', 'you', 'never', 'would', 'have', 'known', 'about', 'it', '.']"
[48.6300 - 51.5000],Ses05M_script03_2_F008,fru,"[2.0000, 2.5000, 3.0000]","['I', ""'m"", 'getting', 'very', 'bored', 'with', 'this', 'conversation', '.']"
[55.6400 - 57.2800],Ses05M_script03_2_F009,neu,"[3.0000, 2.0000, 2.5000]","['No', 'thanks', '.']"
[58.9800 - 62.8400],Ses05M_script03_2_F010,xxx,"[2.0000, 2.0000, 3.5000]","['I', 'do', 'not', 'see', 'why', 'you', 'want', 'it', ';', 'you', 'have', 'already', 'had', 'two', 'glasses', '.']"
[65.4000 - 68.9800],Ses05M_script03_2_F011,xxx,"[2.5000, 2.5000, 3.0000]","['Well', ',', 'it', 'seems', 'silly', 'to', 'go', 'on', 'and', 'on', 'with', 'such', 'a', 'thing', '.']"
[77.0000 - 79.5900],Ses05M_script03_2_F012,neu,"[2.5000, 2.0000, 3.0000]","['It', 'is', 'becoming', 'a', 'habit', 'with', 'you', '.']"
[82.2600 - 84.4600],Ses05M_script03_2_F013,fru,"[1.5000, 2.5000, 3.5000]","['Do', 'not', 'be', 'stupid', '.']"
[85.0300 - 86.0700],Ses05M_script03_2_F014,xxx,"[1.5000, 3.5000, 3.5000]","['What', '?']"
[92.1900 - 94.9900],Ses05M_script03_2_F015,neu,"[2.5000, 3.0000, 3.0000]","['Just', 'making', 'myself', 'fascinating', 'for', 'you', '.']"
[98.5400 - 102.7200],Ses05M_script03_2_F016,xxx,"[2.5000, 3.5000, 3.0000]","['It', 'is', 'a', 'woman', 'is', 'job', 'to', 'allure', 'the', 'man', '.', 'Watch', 'me', 'a', 'moment', ',', 'will', 'not', 'you', '?']"
[103.3200 - 104.7400],Ses05M_script03_2_F017,ang,"[2.0000, 3.0000, 3.5000]","['No', ',', 'it', 'is', 'not', '.']"
[104.8700 - 107.7200],Ses05M_script03_2_F018,ang,"[1.5000, 3.0000, 4.0000]","['No', ',', 'it', 'it', 'is', 'not', ',', 'be', 'quiet', '.']"
[112.6000 - 116.1000],Ses05M_script03_2_F019,xxx,"[2.0000, 3.0000, 4.0000]","['hum', ',', 'It', 'does', 'not', 'seem', 'to', 'have', 'worked', 'such', 'wonders', 'with', 'you', '.']"
[117.2700 - 119.5000],Ses05M_script03_2_F020,xxx,"[3.5000, 3.0000, 4.0000]","['Adders', 'do', 'not', 'snap', ',', 'they', 'sting', '.']"
[121.8400 - 123.0985],Ses05M_script03_2_F021,fru,"[2.0000, 3.5000, 4.0000]","['They', 'sting', '.']"
[123.1085 - 127.6600],Ses05M_script03_2_F022,xxx,"[1.5000, 4.5000, 5.0000]","['Okay', ',', 'I', 'do', 'not', 'care', 'if', 'they', 'roll', 'about', 'like', 'hoops', 'and', 'bark', ',', 'okay', '?']"
[135.4000 - 137.2600],Ses05M_script03_2_F023,neu,"[3.5000, 3.0000, 3.5000]","['Yes', ',', 'I', 'did', 'quite', 'a', 'lot', '.']"
[139.7100 - 142.3200],Ses05M_script03_2_F024,xxx,"[4.0000, 2.5000, 3.0000]","['[', 'LAUGHTER', ']', 'Mind', 'your', 'own', 'business', '.']"
[147.6300 - 151.3600],Ses05M_script03_2_F025,fru,"[2.0000, 4.0000, 4.0000]","['You', ""'re"", 'quite', 'insufferable', '.', 'I', 'do', 'imagine', 'it', 'is', 'because', 'you', ""'re"", 'drunk', '.']"
[153.0200 - 154.8600],Ses05M_script03_2_F026,neu,"[2.5000, 3.0000, 3.0000]","['You', 'always', 'had', 'a', 'weak', 'head', '.']"
[161.7500 - 166.2900],Ses05M_script03_2_F027,xxx,"[2.0000, 3.0000, 4.5000]","['Oh', ',', 'no', 'on', 'the', 'contrary', ',', 'a', 'child', 'of', 'two', 'could', 'get', 'violently', 'drunk', 'on', 'only', 'one', 'glass', '.']"
[169.4400 - 172.3200],Ses05M_script03_2_F028,ang,"[2.5000, 2.5000, 3.5000]","['Not-', 'Would', 'you', 'shut', 'up', '.']"
[177.1200 - 180.3500],Ses05M_script03_2_F029,fru,"[2.5000, 2.5000, 3.5000]","['You', ""'re"", 'not', 'very', 'funny', ',', 'dear', '.', 'You', 'better', 'have', 'some', 'more', 'brandy', '.']"
[188.5200 - 190.4000],Ses05M_script03_2_F030,xxx,"[3.0000, 2.0000, 2.5000]","['Why', '?']"
