% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[2.7258 - 4.6600],Ses05F_impro07_F000,exc,"[4.5000, 3.5000, 3.5000]","['So', 'guess', 'what', '.']"
[5.0200 - 7.8100],Ses05F_impro07_F001,exc,"[4.5000, 3.0000, 4.0000]","['I', 'got', 'into', 'college', '.']"
[9.2300 - 10.2500],Ses05F_impro07_F002,exc,"[4.0000, 3.0000, 3.0000]","['U.S.C', '..']"
[11.0800 - 12.5700],Ses05F_impro07_F003,exc,"[4.5000, 3.0000, 3.0000]","['yeah', '.']"
[13.6500 - 14.7900],Ses05F_impro07_F004,exc,"[4.5000, 3.5000, 4.0000]","['No', '.']"
[14.9700 - 16.7000],Ses05F_impro07_F005,exc,"[4.5000, 3.0000, 4.0000]","['I', ""'ll"", 'stay', 'in', 'town', '.']"
[19.3700 - 21.6800],Ses05F_impro07_F006,hap,"[4.0000, 3.0000, 3.5000]","['Uh-', 'I', 'do', 'not', 'know', '.']"
[24.0100 - 27.7700],Ses05F_impro07_F007,neu,"[4.5000, 2.5000, 3.0000]","['Well', ',', 'I', 'do', 'not', 'want', 'to', ',', 'I', 'do', 'not', 'want', 'to', 'live', 'with', 'my', 'mom', '.']"
[30.8000 - 35.7900],Ses05F_impro07_F008,exc,"[4.5000, 4.0000, 4.5000]","['Whoa', '.', 'What', 'an', 'idea', '.', 'Where', 'would', 'you', 'want', 'to', 'live', '?']"
[41.9800 - 45.0400],Ses05F_impro07_F009,xxx,"[3.5000, 2.5000, 3.5000]","['That', 'is', 'fine', '.', 'You', 'do', 'not', 'have', 'to', 'go', 'to', 'school', 'to', 'live', 'near', 'U.S.C', '..']"
[47.7400 - 49.7400],Ses05F_impro07_F010,xxx,"[4.0000, 3.0000, 3.0000]","['Fair', 'enough', '.']"
[49.7600 - 52.8800],Ses05F_impro07_F011,exc,"[4.5000, 3.5000, 4.0000]","['Whoa', ',', 'this', 'is', 'going', 'to', 'be', 'so', 'much', 'fun', '.']"
[54.1600 - 58.2600],Ses05F_impro07_F012,exc,"[4.5000, 4.0000, 4.0000]","['Thank', 'you', '.', 'I', 'know', ',', 'I', ""'m"", 'really', ',', 'really', ',', 'really', 'excited', '.']"
[60.2400 - 64.5700],Ses05F_impro07_F013,exc,"[4.0000, 3.0000, 3.5000]","['I', 'know', 'they', 'have', 'a', 'really', ',', 'really', 'great', 'program', 'for', 'what', 'I', 'want', 'to', 'do', '.']"
[70.8000 - 73.3400],Ses05F_impro07_F014,exc,"[4.5000, 3.5000, 4.0000]","['Can', 'we', 'for', 'real', 'live', 'together', '?']"
[75.2700 - 76.6600],Ses05F_impro07_F015,exc,"[4.5000, 3.0000, 3.5000]","['awesome', '.']"
[77.1200 - 79.8400],Ses05F_impro07_F016,exc,"[4.0000, 3.5000, 3.5000]","['So', 'should', 'we', 'get', 'a', 'place', 'near', 'campus', '?', 'or-']"
