% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[6.6500 - 8.0900],Ses05M_impro03_F000,neu,"[4.0000, 2.6667, 2.0000]","['what', '?']"
[10.6700 - 12.8900],Ses05M_impro03_F001,sur,"[4.3333, 3.3333, 2.3333]","['What', '?', 'you', 'did', '?']"
[12.9400 - 13.9600],Ses05M_impro03_F002,exc,"[4.3333, 3.0000, 2.6667]","['When', '?']"
[15.9000 - 19.3500],Ses05M_impro03_F003,exc,"[4.0000, 3.3333, 2.6667]","['Oh', ',', 'what', ',', 'how-', 'where', 'how', 'did', 'you', 'do', 'it', '?']"
[19.6200 - 22.3700],Ses05M_impro03_F004,exc,"[4.0000, 3.3333, 2.6667]","['Okay', 'good', '.', 'I', 'I', 'assumed', '.']"
[29.8700 - 31.8200],Ses05M_impro03_F005,hap,"[4.3333, 3.0000, 2.0000]",['oh-']
[54.1100 - 55.4900],Ses05M_impro03_F006,neu,"[3.6667, 2.3333, 1.6667]",['uh-huh']
[101.8300 - 106.0700],Ses05M_impro03_F007,exc,"[4.6667, 3.6667, 3.0000]","['Oh', ',', 'my', 'God', '.', 'That', 'is', 'so', 'dramatic', '.']"
[106.1400 - 108.3300],Ses05M_impro03_F008,hap,"[4.3333, 3.6667, 3.0000]","['so', 'cute', '.']"
[108.5100 - 111.0100],Ses05M_impro03_F009,hap,"[4.3333, 3.6667, 2.6667]","['No', ',', 'it', 'is', 'totally', 'original', ',', 'though', '.']"
[111.0200 - 112.3300],Ses05M_impro03_F010,hap,"[4.0000, 2.6667, 2.0000]","['oh', '.']"
[114.1200 - 117.9500],Ses05M_impro03_F011,hap,"[4.0000, 3.0000, 2.6667]","['Oh', ',', 'Then', 'you', 'had', 'a', 'whole', 'weekend', 'of', 'camping', '?']"
[121.7200 - 125.3600],Ses05M_impro03_F012,hap,"[4.6667, 4.0000, 2.0000]","['Oh', ',', 'right', '.', 'sure', '[', 'LAUGHTER', ']']"
[127.3600 - 129.5400],Ses05M_impro03_F013,hap,"[4.0000, 2.3333, 2.3333]","['So', 'where', 'are', 'you', 'going', 'to', 'have', 'your', 'wedding', '?']"
[141.0000 - 143.5800],Ses05M_impro03_F014,exc,"[4.0000, 3.3333, 2.6667]","['Yeah', '.', 'of', 'course', '.']"
[144.4300 - 146.2400],Ses05M_impro03_F015,exc,"[4.3333, 3.3333, 2.3333]","['Okay', 'Okay', '.']"
[151.5200 - 153.3600],Ses05M_impro03_F016,hap,"[4.0000, 2.6667, 2.3333]","['Where', 'is', 'she', 'right', 'now', '?']"
[154.3300 - 157.3900],Ses05M_impro03_F017,hap,"[4.0000, 2.3333, 2.3333]","['Yeah', ',', 'I', ""'ll"", 'hang', 'out', 'with', 'the', 'both', 'of', 'you', '.']"
[158.1800 - 159.3300],Ses05M_impro03_F018,exc,"[4.0000, 3.3333, 3.0000]","['yes', '.']"
[159.7300 - 162.7000],Ses05M_impro03_F019,exc,"[4.0000, 3.0000, 2.3333]","['Oh', 'I', ""'m"", 'so', 'excited', 'for', 'you', '.']"
[165.7500 - 166.9100],Ses05M_impro03_F020,hap,"[4.3333, 2.3333, 2.3333]","['oh', '.']"
[168.0537 - 172.2800],Ses05M_impro03_F021,hap,"[3.6667, 3.0000, 2.6667]","['Oh', ',', 'my', 'gosh', '.', 'You', 'told', 'your', 'parents', 'already', '?', 'and', 'everything']"
[172.3900 - 174.6200],Ses05M_impro03_F022,hap,"[4.0000, 3.0000, 2.6667]","['Are', 'they', 'so', 'excited', '?']"
[184.7600 - 186.7200],Ses05M_impro03_F023,exc,"[4.0000, 3.3333, 2.6667]","['Are', 'you', 'guys', 'gon', 'na', 'have', 'kids', '?']"
[186.9500 - 188.2700],Ses05M_impro03_F024,xxx,"[4.0000, 3.0000, 2.3333]","['Yeah', '?']"
[188.2800 - 190.6300],Ses05M_impro03_F025,xxx,"[4.0000, 3.3333, 3.0000]","['Whoa', ',', 'right', 'away', '?', '.']"
[194.2100 - 196.2700],Ses05M_impro03_F026,neu,"[3.0000, 3.3333, 2.3333]","['Are', 'you', 'going', 'to', 'start', 'right', 'away', '?']"
[200.5700 - 204.3000],Ses05M_impro03_F027,neu,"[3.3333, 2.6667, 2.6667]","['Yeah', ',', 'have', 'you', 'ever', 'like', 'lived', 'with', 'someone', 'else', 'before', '?']"
[207.0900 - 209.5200],Ses05M_impro03_F028,xxx,"[3.3333, 3.3333, 2.3333]","['Oh', ',', 'did', 'you', '?', 'I', 'did', 'not', 'know', 'that', '.']"
[210.2900 - 212.3100],Ses05M_impro03_F029,xxx,"[3.6667, 2.0000, 2.0000]","['oh', '.']"
[215.0300 - 216.6500],Ses05M_impro03_F030,neu,"[4.3333, 2.3333, 2.0000]",['Oooh']
[217.5400 - 220.6500],Ses05M_impro03_F031,hap,"[4.3333, 2.6667, 2.6667]","['That', 'is', 'incredible', 'yeah', ',', 'Congratulations', '.']"
[5.1000 - 7.0500],Ses05M_impro03_M000,exc,"[3.6667, 3.3333, 2.0000]","['Guess', 'what', '?']"
[7.7900 - 11.1200],Ses05M_impro03_M001,exc,"[4.0000, 3.6667, 3.0000]","['I', 'did', 'it', ',', 'I', 'asked', 'her', 'to', 'marry', 'me', '.']"
[11.4000 - 13.5200],Ses05M_impro03_M002,exc,"[4.3333, 4.0000, 3.0000]","['Yes', ',', 'I', 'did', 'it', '.']"
[13.5400 - 16.1200],Ses05M_impro03_M003,exc,"[4.0000, 3.6667, 2.6667]","['Oh', 'my', 'god', ',', 'it', 'was', 'just', 'last', 'weekend', '.']"
[18.0300 - 25.1000],Ses05M_impro03_M004,hap,"[4.0000, 3.6667, 3.3333]","['She', '--', ',', 'well', ',', 'she', 'said', 'yes', ',', 'first', 'of', 'all', ',', 'let', 'me', 'say', 'that', 'right', 'off', 'the', 'bat', '.', 'Well', ',', 'I', 'would', 'like', 'to', 'assume', ',', 'too', '.', 'But', 'you', 'never', 'know', 'these', 'things', ',', 'right', '?']"
[25.1100 - 31.5700],Ses05M_impro03_M005,xxx,"[4.0000, 4.0000, 3.0000]","['Um-', ',', 'but', 'no-', 'It', 'was', 'It', 'was', 'great', '.', 'It', 'was', 'really', 'great', '.', 'I', 'think', 'she', 'was', 'really', 'surprised', 'and', 'she', 'was', 'really', 'happy', '.', 'um-']"
[31.5800 - 44.0500],Ses05M_impro03_M006,hap,"[4.0000, 3.6667, 3.0000]","['I', 'did', 'it', 'up', 'at', 'Yosemite', '.', 'We', 'went', 'camping', 'right', 'like', 'we', 'usually', 'do', '.', 'You', 'know', 'we', 'go', 'camping', 'up', 'there', 'all', 'the', 'time', '.', 'But', ',', 'um-', 'the', 'waterfalls', 'had', 'died', 'down', 'a', 'little', 'bit', ',', 'you', 'know', '.', 'And', 'so', 'uh-', 'we-I', 'had', 'her', 'climb', 'up', '.']"
[44.0600 - 54.6600],Ses05M_impro03_M007,hap,"[4.0000, 4.0000, 3.0000]","['You', 'know-', 'we', 'did', 'some-', 'you', 'know', 'some', 'rock', 'climbing', 'up', 'the', 'waterfalls', 'and', 'went', 'up', 'to', 'this', 'little', 'pool', 'that', 'was', 'up', 'there', '.', 'And', 'then', ',', 'I-', 'it', 'is', 'great', '.', 'Um-', 'You', 'have', 'to', 'climb', 'this', 'little', 'rock-']"
[54.7000 - 65.1400],Ses05M_impro03_M008,hap,"[4.0000, 3.6667, 3.0000]","['and', 'you', 'can', 'climb', 'it', 'and', 'it', 'is', 'covered', 'in', 'algae', 'you', 'know', '.', 'So', ',', 'I', 'wanted', 'her', 'to', 'climb', 'it', 'to', 'go', 'take', 'a', 'picture', ',', 'like', ',', 'back', 'in', 'this', 'little', 'waterfall', 'area', ',', 'and', 'she', 'got', 'back', 'there', 'and', 'she', 'took', 'her', 'picture', '.', 'And', 'then', ',', 'I', 'had', 'her', 'come', 'back', '.', 'And', 'I', 'was', 'going', 'to', 'do', 'the', 'same', 'thing', '.']"
[65.1600 - 78.3600],Ses05M_impro03_M009,hap,"[4.0000, 3.6667, 3.0000]","['Well', ',', 'instead', 'I', 'climb', 'up', 'on', 'the', 'rock', 'and', 'like', 'I-', 'I', 'did', 'not', 'do', 'it', '--', 'well', ',', 'I', 'did', 'it', 'on', 'purpose', '.', 'I', 'made', 'it', 'look', 'like', 'I', 'accidentally', 'did', 'it', '.', 'I', 'slipped', 'down', 'into', 'this', 'pool', 'of', 'water', ',', 'right', '?', 'And', 'she', 'freaks', 'out', 'because', 'I', 'slide', 'all', 'the', 'way', 'down', 'this', 'rock', '.', 'And', 'um-']"
[78.3900 - 89.5469],Ses05M_impro03_M010,hap,"[4.0000, 3.6667, 3.0000]","['And', 'I', 'pop', 'up', 'out', 'of', 'the', 'water', '--', 'and', 'I', 'had', 'planned', 'it', 'already', ',', 'you', 'know', '?', 'I', 'pop', 'up', 'out', 'of', 'the', 'water', 'and', 'I', '[', 'BREATHING', ']', 'and', 'I', 'like', ',', 'grab', 'her', 'hand', ',', 'you', 'know', '.', 'and', 'that', 'In', 'my', 'hand', ',', 'I', ""'ve"", 'got', 'the', 'ring', '.']"
[89.5569 - 103.3100],Ses05M_impro03_M011,hap,"[4.3333, 3.6667, 3.0000]","['And', 'she', 'is', 'like-', 'she', 'feels', 'it', 'you', 'know', 'and', 'she', 'does', 'not', 'know', 'what', 'it', 'is', '.', 'And', 'she', 'you', 'know', 'helps', 'me', 'get', 'out', 'and', 'I', 'will', 'not', 'let', 'go', 'of', 'her', 'hand', '.', 'And', 'she', 'is', 'like', ',', 'what', 'are', 'you', 'doing', '?', 'I', 'and', 'said', ',', 'You', 'saved', 'my', 'life', ',', 'now', 'will', 'you', 'marry', 'me', '?']"
[104.4300 - 111.7000],Ses05M_impro03_M012,hap,"[4.6667, 4.0000, 3.3333]","['Was', 'not', 'that', 'great', '?', 'I', 'did', 'not', 'want', 'it', 'to', 'be', 'too', 'hokey.but-', 'but-', 'She', 'liked', 'it.She', 'liked', 'it', '.']"
[111.7100 - 115.2200],Ses05M_impro03_M013,hap,"[4.0000, 3.3333, 2.6667]","['Yeah', '.', 'And', 'she', 'said', 'yes', '.', 'And', 'she', 'cried', ',', 'of', 'course', '.']"
[116.4700 - 123.1000],Ses05M_impro03_M014,hap,"[4.0000, 3.3333, 2.6667]","['Yes', '.', 'We', 'did', 'that', 'in', 'the', 'beginning', ',', 'exactly', '.', 'So', 'we', 'had', ',', 'so', 'we', 'just', 'had', ',', 'you', 'know', ',', 'good', 'times', 'the', 'rest', 'of', 'the', 'weekend', ',', 'yeah', '.']"
[123.1100 - 127.7000],Ses05M_impro03_M015,hap,"[4.3333, 3.3333, 2.3333]","['It', 'was', 'a', 'lot', 'of', 'fun-', 'It', 'was', 'a', 'lot', 'of', 'fun', '.', 'She', 'is', 'great', '.', 'And', 'I', ""'m"", 'so', 'happy', '.']"
[128.5600 - 141.3600],Ses05M_impro03_M016,hap,"[4.0000, 2.6667, 2.6667]","['We', ""'re"", 'going', 'to', 'do', 'it', 'back', 'in', 'the', 'Midwest', 'where', 'her', 'family', 'all', 'is', '.', 'They', 'are', 'all', 'out', 'there', '.', 'you', 'know', 'so', ',', 'Um', 'And', 'so', ',', 'just', 'gon', 'na', 'have', 'a', 'small', ',', 'small', 'wedding', '.', 'But', ',', 'um-', 'you', 'know', ',', 'of', 'course', ',', 'you', ""'re"", 'going', 'to', 'come', ',', 'right', '?']"
[141.4200 - 146.0000],Ses05M_impro03_M017,xxx,"[4.0000, 3.0000, 2.6667]","['Okay', 'good', '.', 'And', 'uh-', 'I', 'want', 'you', 'to', 'be', 'in', 'it', 'actually', '.']"
[146.0100 - 152.7500],Ses05M_impro03_M018,hap,"[4.0000, 3.3333, 2.6667]","['Um-', 'And', 'she', 'wants', 'you', 'to', 'be', 'in', 'it', ',', 'too', '.', 'She', 'loves', 'you', 'so', 'much', '.', 'She', 'thinks', 'you', ""'re"", 'the', 'sweetest', '.', 'Of', 'course', ',', 'you', 'are', '.', 'You', ""'re"", 'You', ""'re"", 'my', 'best', 'friend', 'so-']"
[153.0900 - 155.7900],Ses05M_impro03_M019,neu,"[3.0000, 3.0000, 2.6667]","['oh', ',', 'She', 'is', 'back', 'at', 'work', '.', 'yeah', '.']"
