% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[22.9600 - 24.8051],Ses05F_script02_1_F000,neu,"[2.0000, 1.5000, 2.0000]","['Fine', '.']"
[45.2100 - 47.1300],Ses05F_script02_1_F001,neu,"[2.0000, 2.0000, 2.0000]","['What', 'flashlight', '?']"
[48.2700 - 50.7900],Ses05F_script02_1_F002,fru,"[2.0000, 2.5000, 3.0000]","['It', 'is', 'not', 'your', 'flashlight', '.']"
[51.3700 - 55.5800],Ses05F_script02_1_F003,xxx,"[2.0000, 2.0000, 2.0000]","['It', 'is', 'ours-', 'our', 'flashlight', '.', 'It', 'is', 'yours', 'and', 'mine', '.']"
[55.6864 - 61.2400],Ses05F_script02_1_F004,fru,"[2.0000, 2.0000, 2.0000]","['I', 'mean', 'you', 'keep', 'saying', ',', 'my', 'flashlight', ',', 'as', 'if', 'it', 'is', 'somehow', 'just', 'yours', '.', 'How', 'is', 'that', 'suppose', 'to', 'make', 'me', 'feel', '?']"
[77.8800 - 79.0300],Ses05F_script02_1_F005,neu,"[2.0000, 1.0000, 2.5000]","['yes', '.']"
[107.5364 - 108.9661],Ses05F_script02_1_F006,xxx,"[2.0000, 2.5000, 2.5000]","['I', 'am', 'cold', '.']"
[111.2300 - 113.7400],Ses05F_script02_1_F007,neu,"[2.0000, 2.5000, 2.5000]","['It', 'is', 'after', 'eleven', ',', 'let', ""'s"", 'go', 'home', '.']"
[119.4100 - 121.9300],Ses05F_script02_1_F008,fru,"[2.0000, 2.0000, 2.5000]","['There', 'is', 'no', 'point', 'in', 'coming', 'out', 'here', '.']"
[122.5400 - 124.4800],Ses05F_script02_1_F009,xxx,"[2.5000, 2.5000, 2.5000]","['That', 'is', 'my', 'point', '.']"
[124.5259 - 125.7887],Ses05F_script02_1_F010,fru,"[2.5000, 2.5000, 2.5000]","['So', 'let', ""'s"", 'go', '.']"
[133.6759 - 135.9634],Ses05F_script02_1_F011,neu,"[2.0000, 1.5000, 2.0000]","['Not', 'particularly', '.']"
[137.5700 - 139.6329],Ses05F_script02_1_F012,neu,"[2.0000, 1.5000, 2.0000]","['I', 'just', 'do', 'not', '.']"
