% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[24.6765 - 25.8200],Ses05M_script02_1_F000,sad,"[3.0000, 2.0000, 2.5000]",['fine']
[56.2900 - 58.1700],Ses05M_script02_1_F001,neu,"[3.0000, 3.0000, 2.5000]","['what', 'flashlight']"
[60.7000 - 62.9100],Ses05M_script02_1_F002,xxx,"[2.0000, 2.5000, 3.5000]","['you', 'mean', 'our', 'flashlight']"
[63.6300 - 70.3400],Ses05M_script02_1_F003,xxx,"[2.5000, 2.0000, 4.0000]","['i', 'mean', 'you', 'kept', 'saying', 'my', 'flashlight', 'the', 'flashlight', 'like', 'it', 'was', 'only', 'somehow', 'yours', 'how', 'is', 'that', 'supposed', 'to', 'make', 'me', 'feel']"
[88.6600 - 89.7600],Ses05M_script02_1_F004,xxx,"[3.0000, 1.5000, 2.5000]",['yes']
[121.7500 - 123.0800],Ses05M_script02_1_F005,xxx,"[2.5000, 2.0000, 3.0000]","['i', 'cold']"
[124.0200 - 126.7100],Ses05M_script02_1_F006,xxx,"[2.0000, 3.0000, 3.5000]","['it', 'is', 'after', 'eleven', 'let', 'just', 'go', 'home']"
[133.1400 - 135.3300],Ses05M_script02_1_F007,xxx,"[2.0000, 2.0000, 3.0000]","['there', 'is', 'no', 'point', 'in', 'coming', 'out', 'here']"
[135.6100 - 136.9100],Ses05M_script02_1_F008,xxx,"[2.0000, 3.0000, 3.5000]","['that', 'is', 'my', 'point']"
[137.0300 - 138.4600],Ses05M_script02_1_F009,xxx,"[2.0000, 3.0000, 3.5000]","['so', 'let', 'go']"
[143.5200 - 145.4900],Ses05M_script02_1_F010,xxx,"[2.0000, 1.5000, 3.0000]","['not', 'particularly']"
[146.8900 - 148.7700],Ses05M_script02_1_F011,xxx,"[2.5000, 2.0000, 3.0000]","['i', 'just', 'do', 'not']"
[153.9000 - 155.1000],Ses05M_script02_1_F012,xxx,"[2.0000, 3.0000, 3.5000]","['it', 'is', 'stupid']"
[172.8200 - 179.4200],Ses05M_script02_1_F013,fru,"[1.0000, 4.0000, 4.5000]","['pass', 'what', 'up', 'it', 'is', 'it', 'is', 'just', 'little', 'fish', 'and', 'they', 'swim', 'up', 'on', 'the', 'beach', 'and', 'they', 'flop', 'around', 'and', 'they', 'swim', 'away', 'and', 'then', 'they', 'die']"
[200.8700 - 207.0300],Ses05M_script02_1_F014,fru,"[1.5000, 4.0000, 4.5000]","['what', 'are', 'you', 'so', 'excited', 'about', 'this', 'is', 'not', 'rocket', 'science', 'this', 'is', 'just', 'fish', 'fish', 'nobody', 'even', 'eats']"
