% [START_TIME - END_TIME],TURN_NAME,EMOTION,"[V, A, D]",TEXT
[5.1800 - 9.7600],Ses05F_impro04_F000,sad,"[2.5000, 2.0000, 3.0000]","['brian', 'i', 'need', 'help']"
[15.7900 - 26.2000],Ses05F_impro04_F001,xxx,"[2.0000, 3.0000, 3.5000]","['i', 'do', 'not', 'i', 'just', 'i', 'thinking', 'maybe', 'i', 'should', 'move', 'back', 'home', 'or', 'something', 'i', 'do', 'not', 'i', 'do', 'not', 'know', 'what', 'to', 'do', 'i', 'can', 'not', 'i', 'cant', 'keep', 'living', 'the', 'way', 'i', 'living']"
[29.4500 - 36.3800],Ses05F_impro04_F002,fru,"[2.0000, 3.0000, 3.0000]","['i', 'do', 'not', 'know', 'i', 'mean', 'what', 'am', 'i', 'supposed', 'to', 'do', 'i', 'it', 'is', 'not', 'for', 'lack', 'of', 'effort', 'i', 'been', 'trying']"
[40.1400 - 44.2800],Ses05F_impro04_F003,fru,"[1.5000, 3.5000, 3.5000]","['how', 'did', 'you', 'get', 'a', 'job', 'what', 'am', 'i', 'what', 'am', 'i', 'supposed', 'to', 'do']"
[49.5400 - 66.4600],Ses05F_impro04_F004,fru,"[1.5000, 3.5000, 4.0000]","['i', 'mean', 'i', 'just', 'do', 'not', 'i', 'do', 'not', 'know', 'if', 'you', 'do', 'not', 'have', 'a', 'lot', 'of', 'qualification', 'where', 'do', 'you', 'where', 'do', 'you', 'find', 'work', 'it', 'is', 'like', 'l.a.', 'is', 'so', 'frustrating', 'because', 'if', 'you', 'do', 'not', 'know', 'somebody', 'you', 'can', 'not', '-you', 'can', 'not', 'get', 'a', 'job', 'it', 'is', 'impossible', 'it', 'is', 'totally', 'discriminatory', 'you', 'have', 'to', 'know', 'somebody']"
[66.5300 - 68.1500],Ses05F_impro04_F005,fru,"[1.5000, 3.5000, 4.5000]","['it', 'is', 'not', 'fair']"
[71.2600 - 75.4400],Ses05F_impro04_F006,fru,"[1.5000, 3.5000, 4.5000]","['that', 'is', 'fine', 'i', 'be', 'willing', 'to', 'start', 'anywhere', 'i', 'can', 'not', 'get', 'a', 'job']"
[75.8600 - 80.9600],Ses05F_impro04_F007,fru,"[1.5000, 3.5000, 4.0000]","['i', 'mean', 'on', 'six', 'seven', 'and', 'five', 'an', 'hour', 'does', 'not', 'does', 'not', 'pay', 'the', 'bills', 'i', 'mean']"
[83.8900 - 89.8000],Ses05F_impro04_F008,ang,"[1.5000, 4.0000, 4.5000]","['i', 'still', 'can', 'not', 'live', 'on', 'in', 'six', 'seven', 'and', 'five', 'it', 'is', 'not', 'possible', 'in', 'los', 'angeles', 'housing', 'is', 'too', 'expensive']"
[95.1700 - 107.3600],Ses05F_impro04_F009,fru,"[1.5000, 3.0000, 4.0000]","['i', 'mean', 'i', 'can', 'do', 'the', 'mcdonald', 'thing', 'for', 'a', 'while', 'as', 'humiliating', 'as', 'that', 'is', 'but', 'i', 'mean', 'then', 'what', 'i', 'mean', 'you', 'can', 'not', 'exactly', 'move', 'up', 'in', 'that', 'kind', 'of', 'industry']"
[108.3100 - 116.0400],Ses05F_impro04_F010,fru,"[1.5000, 4.0000, 4.5000]","['oh', 'come', 'on', 'that', 'is', 'not', 'what', 'i', 'envisioned', 'for', 'myself', 'honestly', 'would', 'you', 'settle', 'for', 'being', 'a', 'manager', 'at', 'mcdonalds']"
[118.9500 - 121.7100],Ses05F_impro04_F011,fru,"[2.5000, 3.5000, 3.5000]","['this', 'is', 'humiliating']"
[124.4800 - 128.0800],Ses05F_impro04_F012,fru,"[2.0000, 4.0000, 4.5000]","['no', 'i', 'do', 'not', 'i', 'do', 'not', 'want', 'to', 'accept', 'that', 'i', 'think', 'that', 'is', 'bullshit']"
[131.8200 - 135.8100],Ses05F_impro04_F013,fru,"[2.5000, 2.5000, 3.0000]","['i', 'do', 'not', 'know', 'i', 'feel', 'like', 'i', 'tried', 'everything']"
[138.2800 - 145.8900],Ses05F_impro04_F014,fru,"[1.5000, 3.5000, 4.5000]","['three', 'years', 'of', 'going', 'out', 'every', 'day', 'every', 'day', 'and', 'looking', 'for', 'a', 'job', 'and', 'being', 'constantly', 'denied', 'everywhere', 'i', 'go']"
[158.4900 - 167.2100],Ses05F_impro04_F015,sad,"[2.0000, 2.0000, 3.5000]","['i', 'just', 'so', 'scared', 'to', 'start', 'over', 'i', 'mean', 'i', 'put', 'so', 'much', 'time', 'and', 'energy', 'into', 'being', 'here']"
[168.5100 - 172.4321],Ses05F_impro04_F016,sad,"[2.0000, 2.0000, 2.5000]","['where', 'am', 'i', 'supposed', 'to', 'go', 'i', 'mean', 'like', 'what']"
[179.1000 - 184.9500],Ses05F_impro04_F017,sad,"[2.0000, 2.0000, 3.5000]","['i', 'do', 'not', 'know', 'maybe', 'i', 'can', 'take', 'out', 'a', 'loan', 'i', 'just', 'i', 'need', 'prospects', 'and', 'i', 'do', 'not', 'feel', 'like', 'i', 'have', 'any']"
[190.6100 - 193.7800],Ses05F_impro04_F018,xxx,"[2.5000, 2.5000, 3.5000]","['but', 'that', 'does', 'not', 'help', 'me', 'when', 'i', 'hungry', 'now']"
[197.5300 - 199.6500],Ses05F_impro04_F019,sad,"[2.5000, 2.0000, 2.5000]","['i', 'just', 'worried']"
[224.1300 - 226.8100],Ses05F_impro04_F020,fru,"[1.5000, 4.5000, 4.0000]","['it', 'is', 'three', 'years']"
